max_pf 101 min_pf 31
individual T0 sigma disp_rate r0 patch_no mut_eff
40 316.017 8.06925 0.01 1 100 0
59 307.965 8.21699 0.01 1 72 0
95 301.029 8.11668 0.01 1 33 0
202 307.857 8.11603 0.01 1 72 0
212 315.845 8.02242 0.01 1 100 0
245 309.084 8.06106 0.01 1 72 0
256 301.857 8.33209 0.01 1 31 0
308 316.443 7.98919 0.01 1 100 0
323 308.693 8.00966 0.01 1 72 0
365 303.188 8.11668 0.01 1 33 0
397 315.845 8.02242 0.01 1 99 0
403 316.631 8.0991 0.01 1 100 0
411 301.857 8.11668 0.01 1 33 0
423 307.965 8.13283 0.01 1 72 0
435 309.777 8.21154 0.01 1 72 0
496 317.363 7.98919 0.01 1 101 0
497 303.188 8.11668 0.01 1 33 0
502 300.897 8.11668 0.01 1 33 0
566 316.434 8.06925 0.01 1 99 0
610 301.857 8.11668 0.01 1 32 0
683 317.363 7.98919 0.01 1 99 0
748 306.494 7.8582 0.01 1 72 0
767 301.857 8.33209 0.01 1 33 0
781 317.363 7.94222 0.01 1 99 -0.000395745
992 317.363 7.98919 0.01 1 99 0
1029 307.965 8.13283 0.01 1 72 0
1062 301.857 8.11668 0.01 1 32 0
1075 308.903 7.93068 0.01 1 72 0
1125 316.631 8.0991 0.01 1 100 0
1132 317.363 7.98919 0.01 1 100 0
1236 308.147 8.10245 0.01 1 72 0
1245 303.188 8.11668 0.01 1 33 0
1386 303.188 8.11668 0.01 1 33 0
1402 301.263 8.20424 0.01 1 32 0
1444 317.363 7.98919 0.01 1 99 0
1458 307.965 8.21699 0.01 1 72 0
1470 301.857 8.11668 0.01 1 32 0
1473 303.188 8.11668 0.01 1 33 0
1490 309.895 7.89867 0.01 1 72 0
1514 317.363 7.98919 0.01 1 99 0
1596 315.845 8.02242 0.01 1 99 0
1613 307.579 7.9787 0.01 1 72 0
1645 303.188 8.11668 0.01 1 33 0
1652 317.363 7.98919 0.01 1 99 0
1681 300.762 8.11668 0.01 1 33 0
1685 308.283 8.35057 0.01 1 72 0
1703 306.799 7.95271 0.01 1 72 0
1728 305.89 8.01911 0.01 1 72 0
1781 315.447 7.96228 0.01 1 100 0
1788 302.298 8.11668 0.01 1 33 0
1794 316.017 8.06925 0.01 1 101 0
1809 301.029 8.11668 0.01 1 33 0
1831 317.363 7.83194 0.01 1 100 0
1835 307.676 7.89867 0.01 1 72 0
1852 313.62 8.02242 0.01 1 99 0
1868 310.171 8.0791 0.01 1 72 0
1905 309.064 8.26065 0.01 1 72 0
2023 303.188 8.11668 0.01 1 33 0
2030 301.857 8.11668 0.01 1 33 0
2070 317.363 7.98919 0.01 1 99 0
2154 302.221 8.11668 0.01 1 32 0
2181 307.579 8.04844 0.01 1 72 0
2198 317.555 7.98919 0.01 1 99 0
