max_pf 117 min_pf 10
individual T0 sigma disp_rate r0 patch_no mut_eff
58 311.351 7.87946 0.01 1 72 0
66 308.128 7.65212 0.01 1 72 0
98 290.96 8.10548 0.01 1 11 0
103 310.413 7.58759 0.01 1 72 0
177 292.525 8.06133 0.01 1 12 0
181 289.464 8.04519 0.01 1 11 0
200 308.574 7.9104 0.01 1 72 0
254 292.525 8.10548 0.01 1 12 0
265 327.278 7.60396 0.01 1 117 0
268 307.72 8.20573 0.01 1 72 0
382 292.525 7.95141 0.01 1 12 0
400 310.3 7.56038 0.01 1 72 0
403 307.286 8.04418 0.01 1 72 0
505 308.574 7.9104 0.01 1 72 0
507 292.525 8.10548 0.01 1 11 0
615 292.525 8.06133 0.01 1 12 0
703 309.014 7.9104 0.01 1 72 0
827 307.72 8.20573 0.01 1 72 0
897 292.525 8.10548 0.01 1 12 0
930 308.78 8.17325 0.01 1 72 0
933 309.775 7.75134 0.01 1 72 0
968 292.125 8.10548 0.01 1 12 0
995 292.525 8.10548 0.01 1 12 0
1059 292.525 8.10548 0.01 1 10 0
1071 309.146 8.06711 0.01 1 72 0
1078 308.128 7.65212 0.01 1 72 0
1099 292.525 7.95141 0.01 1 12 0
1118 292.525 8.17825 0.01 1 12 0.00123346
1138 309.668 7.45149 0.01 1 72 0
1212 308.83 7.91226 0.01 1 72 0
1232 292.525 8.10548 0.01 1 12 0
1257 309.668 7.64388 0.01 1 72 0
1272 309.324 7.87946 0.01 1 72 0
1311 292.525 8.10548 0.01 1 12 0
1351 289.464 8.10548 0.01 1 12 0
1392 292.525 8.10548 0.01 1 12 0
1394 292.525 8.10548 0.01 1 12 0
1462 292.525 8.10548 0.01 1 11 0
1480 292.525 8.10548 0.01 1 12 0
1664 308.128 7.65212 0.01 1 72 0
1697 326.501 7.71132 0.01 1 115 0
1727 292.525 8.10784 0.01 1 12 0
1735 292.525 8.10548 0.01 1 11 0
1736 292.525 8.10548 0.01 1 12 0
1737 292.267 8.10548 0.01 1 11 0
1768 292.525 8.10548 0.01 1 12 0
1838 292.525 8.15987 0.01 1 12 0
1873 292.525 8.10784 0.01 1 12 0
1929 293.84 8.10548 0.01 1 12 0
1989 292.525 8.10548 0.01 1 12 0
2000 292.525 8.10548 0.01 1 11 0
2085 292.525 8.10548 0.01 1 12 0
2090 292.525 8.10548 0.01 1 10 0
2219 292.525 8.10548 0.01 1 12 0
2260 292.525 8.10548 0.01 1 11 0
2301 311.809 7.95499 0.01 1 72 0
2336 292.525 8.29202 0.01 1 11 0
2355 292.525 8.06133 0.01 1 12 0
2379 291.985 8.10548 0.01 1 11 0
2444 292.525 8.10548 0.01 1 11 0
2452 309.324 8.08014 0.01 1 72 0
2514 327.278 7.59722 0.01 1 116 0
2730 292.525 8.19953 0.01 1 12 0
2790 308.389 7.94104 0.01 1 72 0
2873 292.525 8.22138 0.01 1 11 0
2877 290.569 8.10548 0.01 1 11 0
2906 290.96 8.10548 0.01 1 10 0
2910 309.014 7.9104 0.01 1 72 0
2979 292.525 8.10548 0.01 1 11 0
3059 292.525 8.10548 0.01 1 10 0
3080 292.525 8.06963 0.01 1 12 0
3104 292.525 8.10548 0.01 1 12 0
3131 307.107 8.33358 0.01 1 72 0
3146 292.525 8.10548 0.01 1 12 0
3147 308.389 7.94104 0.01 1 72 0
3155 292.525 8.10548 0.01 1 12 0
3195 309.324 7.87946 0.01 1 72 0
3304 294.781 8.10548 0.01 1 12 0
3418 292.525 8.10548 0.01 1 11 0
3492 289.464 8.10117 0.01 1 12 -7.65249e-05
3515 292.525 8.10548 0.01 1 12 0
3582 291.134 8.10548 0.01 1 12 0
3649 308.607 7.74514 0.01 1 72 0
3661 307.142 8.25959 0.01 1 72 0
3697 292.525 8.10548 0.01 1 10 0
3730 292.525 8.17825 0.01 1 11 0
3777 292.525 8.10548 0.01 1 12 0
3782 305.459 7.82715 0.01 1 72 0
3878 292.525 8.10548 0.01 1 11 0
3879 292.525 8.10548 0.01 1 11 0
3897 292.525 8.10548 0.01 1 12 0
3907 292.525 8.10548 0.01 1 10 0
3944 292.525 8.10548 0.01 1 12 0
4011 291.134 8.10548 0.01 1 12 0
4086 292.525 8.10548 0.01 1 12 0
4153 292.525 8.10548 0.01 1 12 0
4163 309.324 7.87946 0.01 1 72 0
4167 309.668 7.58027 0.01 1 72 0
4245 292.525 8.10548 0.01 1 12 0
4258 307.107 8.1612 0.01 1 72 0
4347 292.525 8.12796 0.01 1 12 0.00038131
4618 292.229 8.10548 0.01 1 12 0
4631 308.607 7.74514 0.01 1 72 0
4707 292.525 8.10548 0.01 1 12 0
4819 307.286 8.05728 0.01 1 72 0
4912 307.72 8.20573 0.01 1 72 0
4929 293.84 8.10548 0.01 1 12 0
5023 306.967 8.11751 0.01 1 72 0
5151 290.558 8.10548 0.01 1 12 -0.0144608
5197 292.525 8.29202 0.01 1 11 0
5207 309.668 7.41868 0.01 1 72 0
5224 307.72 8.20573 0.01 1 72 0
5232 292.525 8.10548 0.01 1 12 0
5281 307.501 7.74514 0.01 1 72 0
5344 307.833 8.40773 0.01 1 72 0
5350 292.525 8.06772 0.01 1 12 0
5389 307.501 7.69585 0.01 1 72 -4.69089e-05
5420 292.712 8.10548 0.01 1 12 0
5435 307.825 8.33769 0.01 1 72 0
5446 290.569 8.10548 0.01 1 12 0
5498 294.781 8.10548 0.01 1 10 0
5530 293.389 7.95738 0.01 1 10 -0.00746383
5546 308.83 7.91226 0.01 1 72 0
5565 289.464 8.04519 0.01 1 12 0
5568 309.668 7.58027 0.01 1 72 0
5662 292.525 8.17825 0.01 1 12 0
5752 309.775 7.75134 0.01 1 72 0
5895 309.014 7.9104 0.01 1 72 0
5921 309.014 7.9104 0.01 1 72 0
5958 308.607 7.74514 0.01 1 72 0
6026 292.509 8.10548 0.01 1 12 0.000162765
6032 308.607 8.12492 0.01 1 72 0
6086 325.756 7.60396 0.01 1 115 0
6125 291.686 8.10548 0.01 1 12 0
6185 292.525 8.2844 0.01 1 12 0
6207 292.525 8.10548 0.01 1 12 0
6211 292.525 8.10548 0.01 1 12 0
