 time_step hot_growth q_25_hot_br_growth q_75_hot_br_growth hot_wr_growth q_25_hot_wr_growth q_75_hot_wr_growth cold_growth q_25_cold_br_growth q_75_cold_br_growth cold_wr_growth q_25_cold_wr_growth q_75_cold_wr_growth
21 2042.0 0.1273160469650392 0.12628131246841806 0.12795636576110864 2.17861330859403e-05 1.621123709669064e-05 3.1740723030268704e-05 0.14004832875597736 0.1391487210161536 0.14101999859668168 2.151759625274705e-05 1.584375468931891e-05 2.7745047535463087e-05
22 2044.0 0.12714054202378935 0.1252200939963734 0.12794565782659167 2.2516047764095775e-05 1.5891808471617487e-05 3.29172525784328e-05 0.14004832875597736 0.1391774986269635 0.14100207315348126 2.1504178011508264e-05 1.6137627128311302e-05 2.7436505441848355e-05
23 2046.0 0.12688568072117049 0.12507697966403974 0.12782925969195125 2.1728443746282598e-05 1.4807072655921624e-05 3.419235543190689e-05 0.13996458485282703 0.13871649451703708 0.14120175491714876 2.1959011017572496e-05 1.6926576808109086e-05 2.9224348581239472e-05
24 2048.0 0.12616805070201784 0.1247443287138225 0.12732344344040017 2.291443371096448e-05 1.6050540734569944e-05 4.119394465267939e-05 0.1399188198632228 0.1384713774569042 0.14127949770528042 2.18706902776647e-05 1.6704403438143e-05 3.015077777762797e-05
25 2050.0 0.12594911804238465 0.12448785968995074 0.12716396096267563 2.2705607777650795e-05 1.592301719496069e-05 4.202785145654737e-05 0.13996458485282703 0.13842880276940517 0.14125018658109545 2.335093918659672e-05 1.7449396882022542e-05 3.0891225826525624e-05
26 2052.0 0.12542280729982663 0.12405168135863343 0.12695557940501007 2.3573374949046674e-05 1.682322304693297e-05 4.309144910847969e-05 0.13989939269799515 0.1380831202412862 0.1413662816265162 2.3839434109352937e-05 1.7254013019365494e-05 3.126661787704755e-05
27 2054.0 0.12525111106624326 0.12384350443280549 0.12679592966234132 2.4449684315016358e-05 1.7300736258308573e-05 4.130099471636251e-05 0.13985542862387465 0.13795417289698672 0.1413662816265162 2.293177087227754e-05 1.776293165743126e-05 3.294815336516396e-05
28 2056.0 0.12504683369538772 0.12369709499716817 0.12628868870254809 2.6141530898521657e-05 1.737137420607448e-05 4.359638601115862e-05 0.1396828077773615 0.13795417289698672 0.14168153809820255 2.4220913346165367e-05 1.812070570998409e-05 3.2465297426874154e-05
29 2058.0 0.12477017865934537 0.12340117166507014 0.12596151269403644 2.6476881122719772e-05 1.707602976314001e-05 4.258016874642728e-05 0.13947722101497148 0.13786508505432926 0.14184058752156037 2.3766668268315067e-05 1.8552248380925495e-05 3.264516024678516e-05
30 2060.0 0.12461028112620948 0.1231270742207144 0.12590981385340783 2.688889610339912e-05 1.714002493414086e-05 4.378749860227175e-05 0.13934406817836403 0.13758232219584332 0.14152775972782705 2.4511337456746848e-05 1.7865620005023355e-05 3.658518007694724e-05
31 2062.0 0.12457766730411467 0.12299713236180385 0.1256443408281515 2.6774897603478458e-05 1.75831132757341e-05 4.29068088100534e-05 0.13915347383835605 0.13720058309073896 0.14161786771463064 2.530609109936856e-05 1.7842025070153123e-05 3.7322233702067124e-05
32 2064.0 0.12434788245071585 0.12257681364442652 0.12532036551870387 2.881046827488998e-05 1.8153702349487624e-05 4.347003164907963e-05 0.13897989223866652 0.1367730964421991 0.1413402120061491 2.595350139616337e-05 1.8952267244404426e-05 3.623562763831378e-05
33 2066.0 0.12415382773860262 0.12186890943667877 0.1253275631460652 2.8548166879304776e-05 1.7469508293415446e-05 4.4547253193665956e-05 0.13897989223866652 0.13629872205908247 0.14132370412539091 2.6101715636192995e-05 1.9648375735652497e-05 3.895979627601632e-05
34 2068.0 0.12383079492273014 0.12157889931853626 0.1254305740312504 2.9849698033479415e-05 1.929143310173813e-05 4.361672673436758e-05 0.13883917315475366 0.13605414201644084 0.14120956933804224 2.6506126750019646e-05 1.9109303946575797e-05 4.13524928638585e-05
35 2070.0 0.12333586233733224 0.12080505120053733 0.12510599133877692 3.0278877754459517e-05 1.8958278367626432e-05 4.3777505449245715e-05 0.1386727104713134 0.13585409477428434 0.14119915128269447 2.7895333873386382e-05 2.0005425263655307e-05 4.345925991808561e-05
36 2072.0 0.12292393106369257 0.12080505120053733 0.12464596645618653 2.9807687190082637e-05 1.9723914567894985e-05 4.344417998013442e-05 0.1386727104713134 0.1358165568432616 0.14141334177956688 2.801945403428196e-05 1.9083280380122345e-05 4.204056585705432e-05
37 2074.0 0.12278384790919813 0.12049552611221451 0.12443167914868775 2.9746883037507352e-05 1.9191429415485612e-05 4.384487297934042e-05 0.1386691161112376 0.13579038774678137 0.14127003051181064 2.8373662547404134e-05 1.884429179834126e-05 4.477376058730216e-05
38 2076.0 0.12227750587677709 0.1199017341747472 0.12437433005290559 3.020716488747701e-05 2.0477984247331492e-05 4.582154125092126e-05 0.13839537708966748 0.1355736231533054 0.14104005427380523 2.6394156025696115e-05 1.8324343659566044e-05 4.353240949946253e-05
39 2078.0 0.12222247457417051 0.11916629341212952 0.12403473005972052 3.1777145034285265e-05 2.1022358425017943e-05 4.555369951511355e-05 0.13787393267104417 0.13537596582990052 0.1404785923643217 2.719637568276122e-05 1.8998666254061402e-05 4.838943880546746e-05
40 2080.0 0.12180174010454109 0.11854034998818985 0.12390518363323887 3.089864216334803e-05 2.146105301827841e-05 4.625585816337391e-05 0.13750137420778574 0.1353628923516655 0.1404785923643217 2.835023191759409e-05 1.8206875563224985e-05 4.911860853905834e-05
41 2082.0 0.12131726288629335 0.1178338432789111 0.12366842249005573 3.257021625596069e-05 2.149102381348134e-05 4.696662645066949e-05 0.13721104783447022 0.13524589926981737 0.1404785923643217 2.8268450865102466e-05 1.772067460530275e-05 4.7462173924728326e-05
42 2084.0 0.12077402929625625 0.11691926600231849 0.12351233218530606 3.473827044203761e-05 1.9168136981608877e-05 4.8192592127382833e-05 0.13700229953098322 0.13524589926981737 0.140351378765722 2.9036117443186443e-05 1.65753901796113e-05 5.1031373093588914e-05
43 2086.0 0.12063929943511786 0.11622641212416267 0.1233337351165206 3.4389634511513534e-05 1.953825142828008e-05 4.79424110308705e-05 0.13694633687101007 0.13450944577284207 0.14013943123547992 2.8457751757238964e-05 1.6485906374021595e-05 5.0652481178475525e-05
44 2088.0 0.12069899312819035 0.11643362970716517 0.1233337351165206 3.4379638164478886e-05 1.9737983762182167e-05 4.876572196579134e-05 0.1369066698699878 0.13450944577284207 0.13979340621402525 2.927472880952029e-05 1.749751551094088e-05 5.2093699859995875e-05
45 2090.0 0.12047365877996073 0.11622641212416267 0.12281769846111354 3.3630629028458005e-05 2.035730043766574e-05 5.140176898318342e-05 0.13645768191681823 0.13445235936419253 0.13971016025877686 2.9126885000539848e-05 1.774518623597288e-05 5.555546680364673e-05
46 2092.0 0.11982052734837476 0.11622641212416267 0.12272390167114731 3.366360289643137e-05 2.110513404104944e-05 5.006396937421424e-05 0.13632189301172387 0.13296226267118677 0.13949725280758324 3.0303071385399454e-05 1.7465249488258594e-05 5.405473565280978e-05
47 2094.0 0.11971318670591677 0.11570164075415865 0.1225090923710925 3.610456784864944e-05 2.1222575761125572e-05 5.142689087501169e-05 0.13623951497255513 0.13243282715147364 0.13957643006748122 3.428863520106329e-05 1.5907915610912896e-05 5.3718003879493924e-05
48 2096.0 0.1191344369627717 0.11576842174777638 0.12232428851710793 3.7147139391893714e-05 2.1433355911307295e-05 5.1836398686211496e-05 0.13598271262314335 0.132162240312664 0.13957643006748122 3.44697916093129e-05 1.5997890786114677e-05 5.390466629535421e-05
49 2098.0 0.11804245362129351 0.1151304244961372 0.12193555182266556 3.576984807913342e-05 2.147130632798362e-05 5.1605677211009626e-05 0.13588674895659242 0.13175164338775297 0.13929098509250465 3.433887690670545e-05 1.6179994646474134e-05 5.602313640844098e-05
50 2100.0 0.1180388778705323 0.11487692717199662 0.12178739435465602 3.626242025538458e-05 2.0315787719230913e-05 5.514418021236219e-05 0.13552439151240864 0.13140693189753788 0.13908628748902707 3.3798690731049164e-05 1.6473529380374822e-05 5.851232215400127e-05
51 2102.0 0.11804245362129351 0.11482567210286021 0.1210025673605157 3.60786398875987e-05 2.077334389361164e-05 5.5511096742094334e-05 0.13492298998148758 0.13052881935479785 0.13923050349127908 3.523757152909714e-05 1.6303696598972346e-05 5.7514635704334136e-05
52 2104.0 0.11764553662372276 0.11263508079638435 0.12088964400818016 3.65222580978818e-05 2.107708732497691e-05 5.5894108077481796e-05 0.1348099080349459 0.12979159722693054 0.13898419688800584 3.581482411227704e-05 1.7764712011230687e-05 5.615962692040417e-05
53 2106.0 0.11764553662372276 0.11242821866367791 0.12077921222826621 3.532470188572778e-05 2.22626565809132e-05 5.7057067306516296e-05 0.13428104460775128 0.12960301998809493 0.13883730607860315 3.534529359483581e-05 1.8860712872269576e-05 5.889433083255502e-05
54 2108.0 0.11764553662372276 0.11263804885755177 0.12087245948582022 3.6385690857707235e-05 2.1966323230007463e-05 5.9930316325724184e-05 0.13428104460775128 0.12975427358345182 0.13836991898279322 3.674224803590928e-05 1.825337145734057e-05 5.689400280972518e-05
55 2110.0 0.11740849915486581 0.11263804885755177 0.1207211080488473 3.536629907595711e-05 2.245099561741963e-05 6.170186708717422e-05 0.13415929169616422 0.1293273612058815 0.13772103776242456 3.7412129879863687e-05 1.8758499794512965e-05 5.979392168035504e-05
56 2112.0 0.11711504727913585 0.11175095310255828 0.12072306989030304 3.540809352154356e-05 2.3250765737265075e-05 6.262934232978426e-05 0.13354637358477595 0.12940054856867983 0.13720209081043594 3.5975575609784446e-05 1.955367956415322e-05 5.6689779925728606e-05
57 2114.0 0.11710780398204657 0.1117000708831914 0.1205168097689533 3.399609337193632e-05 2.386866118800649e-05 6.233628566461178e-05 0.13331303389895002 0.12900817610728238 0.13643210679295414 3.690476524590671e-05 1.9646945355613196e-05 5.51611537470635e-05
58 2116.0 0.11633333077465868 0.1112589144995499 0.11991439634369756 3.6966729825746324e-05 2.3485860567306468e-05 6.0386047370754726e-05 0.13291590100114878 0.12886041848423677 0.13670426676596867 3.574632901361848e-05 2.0958079630262675e-05 5.547417214186965e-05
59 2118.0 0.11586518994947323 0.11072185713141343 0.11937212478681568 3.701010807760005e-05 2.660773526428166e-05 6.049503851812587e-05 0.13300135630691062 0.12886041848423677 0.13657123901321266 3.680982415375524e-05 1.9514661340044583e-05 5.700992533821392e-05
60 2120.0 0.11586518994947323 0.10974594540573909 0.11937212478681568 3.836227677499733e-05 2.6708462186181887e-05 6.38217443888314e-05 0.13258438469944192 0.1287854388760013 0.13643210679295414 3.7271663461931264e-05 2.0059882772072695e-05 5.745235344772868e-05
61 2122.0 0.11576678728412447 0.10810283786478453 0.11927346865386425 3.7601272166986744e-05 2.6274149012475393e-05 7.077688812251782e-05 0.13240182626126162 0.12715837562943894 0.13643210679295414 3.7828506417200164e-05 1.9477746144827744e-05 5.7408743656431306e-05
62 2124.0 0.11477470956929303 0.1079479624021599 0.11893025549825423 4.062867885521307e-05 2.689191806502265e-05 6.363185128987234e-05 0.13192617918288582 0.12649428976042992 0.1362816705606369 3.669008927303418e-05 2.0560347340066153e-05 5.96981944858424e-05
63 2126.0 0.11457748122559416 0.10704568867239977 0.1191026200169438 3.930862754030637e-05 2.8584754914636136e-05 7.066709557039928e-05 0.13100248228442618 0.12658389992941982 0.1362816705606369 3.824297800495781e-05 2.0616011006976913e-05 6.184488746514201e-05
64 2128.0 0.11437094323378216 0.10704568867239977 0.11824802534468448 4.110650508972306e-05 2.8408361776002876e-05 6.792129594478612e-05 0.13066409056739256 0.12526394858306567 0.1362816705606369 3.798442992235527e-05 2.1059657876310743e-05 6.224028534547082e-05
65 2130.0 0.11407258065042014 0.10611209535690823 0.11774158570756726 4.3887505143452846e-05 3.059421365174357e-05 6.845686686272496e-05 0.13005041332344808 0.12526394858306567 0.1362816705606369 3.739932516272941e-05 2.2925658933819477e-05 6.23033070796101e-05
66 2132.0 0.11407258065042014 0.10611209535690823 0.11729219050140606 4.2705372375884575e-05 3.037567907113653e-05 6.988314436098684e-05 0.13005041332344808 0.12526394858306567 0.1362816705606369 3.874552946853095e-05 2.332546312414715e-05 6.211374411131886e-05
67 2134.0 0.11363959999664709 0.10591825097243904 0.1168073331290838 4.488836471216798e-05 3.0172925921608427e-05 7.358071532159995e-05 0.13005041332344808 0.12463715744021653 0.13500383770607555 3.831934244490684e-05 2.339961630661941e-05 6.504489570940614e-05
68 2136.0 0.11301576330384847 0.10611209535690823 0.11649645675198153 4.422094851628878e-05 3.045512115115356e-05 7.123181072484004e-05 0.1296329958690497 0.1250383727088134 0.13477541591855638 3.9761110314344635e-05 2.402041245749871e-05 6.570699232364608e-05
69 2138.0 0.11218829909743214 0.10605949806387224 0.11595493338081751 4.306071025498619e-05 2.926921909974691e-05 7.602399158851056e-05 0.12908909808818514 0.12366354234063291 0.13477541591855638 4.219156207837416e-05 2.419557187141033e-05 6.706899259678997e-05
70 2140.0 0.11200631525040207 0.10564074835375026 0.11596915626031365 4.2608108346071904e-05 2.7538966019582286e-05 7.723966377020019e-05 0.12893173772295144 0.12346376486006073 0.1345443558269755 4.291147060348986e-05 2.539722773536692e-05 6.679320537910116e-05
71 2142.0 0.1118347331362541 0.10448796520224227 0.11583882502034817 4.468866657859295e-05 2.670338622173108e-05 7.712661072280857e-05 0.12848528994193092 0.12346376486006073 0.13399281602793725 4.226250443375284e-05 2.5625829922833337e-05 6.54366689474058e-05
72 2144.0 0.11097555007022673 0.10307024512927448 0.11514010699288606 4.412159291507944e-05 2.6455511556655502e-05 7.946859506772298e-05 0.12848528994193092 0.12313740959099058 0.1339572918718917 4.411000353717458e-05 2.7460127843452097e-05 6.39640841943849e-05
73 2146.0 0.11041354964084919 0.10323461335317385 0.11525063903137107 4.4708459984745016e-05 2.8913259380164597e-05 8.331752835446263e-05 0.12784958508822922 0.12313740959099058 0.1339572918718917 4.473761554372364e-05 2.8222196102919177e-05 6.450960699802707e-05
74 2148.0 0.11041354964084919 0.10312559806472624 0.11469979721853765 4.262292526973104e-05 3.0067699688743178e-05 8.270558900108692e-05 0.12773910781344974 0.12300881176932679 0.13330698819690634 4.693301828873949e-05 2.791115604474647e-05 6.674223248227263e-05
75 2150.0 0.10937761016449257 0.10309866318742054 0.1141542163143667 4.4016652633737356e-05 2.9794845745934718e-05 8.161274054384579e-05 0.12610807558932058 0.12158915217216551 0.1336723545265487 4.703626983084825e-05 2.766558006201991e-05 6.761975661389094e-05
76 2152.0 0.10907217924113315 0.10294359323690748 0.1143319052518923 4.6088565676594315e-05 2.931072367252268e-05 7.918237268216295e-05 0.12610807558932058 0.12161597038323183 0.13240891543458194 4.73581568593495e-05 2.949799099843945e-05 7.043913441430604e-05
77 2154.0 0.10928141837331283 0.1022576163772146 0.1143319052518923 4.578677664357386e-05 2.9127035297442907e-05 8.69722215348297e-05 0.12588888857722524 0.12101225252373395 0.132226765888694 4.814127002193114e-05 2.9188500699467624e-05 6.91962319816021e-05
78 2156.0 0.10856495881328317 0.1028113996941356 0.11393335948644419 4.881633111730275e-05 2.623067215568489e-05 8.775989282591151e-05 0.12588888857722524 0.11939852971660056 0.1308955634787748 4.891639875823619e-05 2.8837562636129332e-05 6.980806712445826e-05
79 2158.0 0.10809419273736055 0.10252590604493592 0.11280846355838671 4.87059030774591e-05 2.772400339593097e-05 8.546849238159626e-05 0.1255488346333622 0.11939852971660056 0.130784690620501 5.018882171136728e-05 2.7594953835077227e-05 7.518407767511827e-05
80 2160.0 0.10746523840105808 0.1024090361538178 0.11264111410465302 5.1237660819692976e-05 2.7533329827593042e-05 8.499911436377381e-05 0.12462190803955053 0.11818420893787847 0.13012670797645348 4.728036480837118e-05 2.869220250727364e-05 7.657463213084733e-05
81 2162.0 0.1071620752859278 0.10138525352693092 0.11266237362724685 4.9178764250447855e-05 2.9920245474776958e-05 8.631875933866266e-05 0.12406143631741798 0.11818420893787847 0.13012670797645348 4.45702692245082e-05 2.832832546178012e-05 7.599799545491233e-05
82 2164.0 0.10689245073554114 0.09798054175160026 0.11261534475831708 4.7385610173525836e-05 3.171151363898289e-05 8.579465837936531e-05 0.12353544184885762 0.11818420893787847 0.13012670797645348 4.5567393766741625e-05 2.8012058903448334e-05 7.799298680190864e-05
83 2166.0 0.10625465422827242 0.09756929121313254 0.11209494359965459 5.06799976645024e-05 3.14750596101449e-05 8.97551126101416e-05 0.12351963834382346 0.11799952592220664 0.12991344967123808 4.654838805610266e-05 2.8164355788749052e-05 7.640212540765326e-05
84 2168.0 0.10625465422827242 0.09798054175160026 0.11200041309360226 4.952213004628284e-05 3.430271983703968e-05 9.260102897291908e-05 0.12311440090797013 0.11784426827806462 0.12991344967123808 4.631292585929635e-05 3.054803963275064e-05 7.608461031221128e-05
85 2170.0 0.10625465422827242 0.09803719283417557 0.11187663368170903 5.12330007260116e-05 3.56737423255212e-05 8.878260467426634e-05 0.12311440090797013 0.11784426827806462 0.12981942622827353 4.8448243114472484e-05 2.9401428855505902e-05 7.7609172178999e-05
86 2172.0 0.10625465422827242 0.09894937195763216 0.11187663368170903 5.420990977629336e-05 3.6659946878124535e-05 9.74663843204008e-05 0.12272135328678876 0.11757139225047603 0.12922454572599068 4.89923324458585e-05 3.123308087587459e-05 7.86707026825583e-05
87 2174.0 0.1059926346617001 0.09798054175160026 0.11175992213328007 5.510137831525673e-05 3.7693564397491037e-05 8.273100458557957e-05 0.12271266559132654 0.11757139225047603 0.1288109979782548 4.778915843772487e-05 2.9655788051114476e-05 7.920931741342265e-05
88 2176.0 0.1045472429325804 0.09798054175160026 0.11168199122632058 5.599243485821085e-05 3.802032097932797e-05 8.65568072396251e-05 0.12128137880060363 0.11733293071386122 0.12815445701535172 4.974090026055874e-05 3.1789632511357774e-05 8.171353326634296e-05
89 2178.0 0.10375061877212861 0.09784062737698795 0.11118595408120775 5.543288630885644e-05 3.635332615634287e-05 8.283128685515696e-05 0.1209737483188836 0.11679962256844746 0.12682066265973524 5.160990437370593e-05 3.3701406678621986e-05 8.023673646962069e-05
90 2180.0 0.10303991088665458 0.09780606907836868 0.11066732137717294 5.672034841249347e-05 3.610107558766316e-05 8.574463974840079e-05 0.12081419164719981 0.1161242037746827 0.12664597979315434 5.217096006911206e-05 3.313648539541835e-05 8.289421957823425e-05
91 2182.0 0.10293952484172995 0.09779668030689283 0.11047736247124276 5.743545651759503e-05 3.5318240317845935e-05 9.014236593313089e-05 0.12081419164719981 0.11573922405567535 0.12629293426477006 5.386600175189287e-05 3.3573668935794356e-05 8.169299213920753e-05
92 2184.0 0.10293952484172995 0.09779668030689283 0.11047736247124276 5.902585069106822e-05 3.563987599460389e-05 0.00010067710386472468 0.12052291833719747 0.1144099606376703 0.12629293426477006 5.2254675761957085e-05 3.282320981266097e-05 8.519409231122945e-05
93 2186.0 0.1022826739232129 0.0962720259894852 0.10978200692687506 5.776214174532573e-05 3.528255640778644e-05 9.829613633604775e-05 0.1194824394975996 0.11431941471902671 0.12648473378368513 5.576122454230489e-05 3.296552704548336e-05 8.449955460721616e-05
94 2188.0 0.10290474818253482 0.09387489663311308 0.10900122206086399 5.923319048847632e-05 3.54320114732846e-05 0.00010315903105648683 0.11940511146267405 0.11224021119788906 0.12648473378368513 5.451016737416395e-05 3.435955653341221e-05 8.495334518042295e-05
95 2190.0 0.10227150242988632 0.09419584827150804 0.10895103345322903 6.298691545369098e-05 3.582265590980223e-05 0.00010093165380068065 0.11896183875391837 0.11177551947236347 0.12648473378368513 5.8222004880762426e-05 3.6774004427200445e-05 8.280180884232712e-05
96 2192.0 0.10227150242988632 0.09394331966760229 0.10844369634335548 6.109585463285198e-05 3.348474250160522e-05 0.00010317151997281133 0.11915060907258954 0.11179501723127974 0.12629293426477006 5.3725532597835136e-05 3.541721170547477e-05 8.15187717884084e-05
97 2194.0 0.10213128401722943 0.09425421291049885 0.10758525229667396 5.841846568791873e-05 3.5323069426986e-05 0.00010666012302857383 0.11784954582111495 0.11164060609367346 0.1261718725960425 5.6850177390430584e-05 3.740174711733213e-05 8.21148783265308e-05
98 2196.0 0.10049443261978876 0.09290885817125208 0.10682116892031569 6.184570965517681e-05 3.578404326825405e-05 0.0001076791446149617 0.11624535993611831 0.11068204839076293 0.12483719969411067 5.212270899095704e-05 3.569700612653028e-05 8.414664627158332e-05
99 2198.0 0.10049443261978876 0.09290885817125208 0.10657359124141413 6.110813090520237e-05 3.320865014565924e-05 0.0001115204484882285 0.11596728549421742 0.1102309279364441 0.12467050302424311 5.67331120170023e-05 3.690111003939405e-05 8.716454848470569e-05
100 2200.0 0.10049443261978876 0.09194815384017836 0.10654733044862857 6.385358842202653e-05 3.443780724854089e-05 0.00011070532565289439 0.11594010592053713 0.1096566961516126 0.12380375183182912 5.477798706270113e-05 3.795320645864324e-05 8.788764306677998e-05
101 2202.0 0.09992108145153857 0.09194815384017836 0.10592586569977583 6.494339553492802e-05 3.55576126844259e-05 0.00011308525988409923 0.11550306180047759 0.10979679696053983 0.12374109702926524 5.6288956960604753e-05 4.070534618501712e-05 9.031701530255452e-05
102 2204.0 0.09992108145153857 0.09134972544141262 0.10587933856649481 6.381401537960502e-05 3.710152430910107e-05 0.00011259749231214475 0.11496400166533277 0.10979679696053983 0.12307849563862411 6.149416385803777e-05 4.178132767938448e-05 9.182564531236901e-05
103 2206.0 0.10070605283290535 0.09270852817137806 0.10587933856649481 6.397094978353414e-05 3.670440843150236e-05 0.0001168462716298364 0.11496400166533277 0.10934265935833462 0.12299673678573159 5.83115669598563e-05 4.1426992236815924e-05 9.1889892396938e-05
104 2208.0 0.09906143554375141 0.0924707513471926 0.10560675138788864 6.518946111023065e-05 3.589779471323325e-05 0.00011567194393285259 0.11438498711710005 0.10902416005231738 0.1227418072492533 5.9252975130128345e-05 4.1901803595950576e-05 9.15321549169094e-05
105 2210.0 0.09792259478126482 0.09235501247535763 0.10587933856649481 6.933249241997913e-05 3.6626442106142383e-05 0.00011310855374743656 0.11434393792101138 0.10934430698381545 0.12168398414036707 6.309142019701142e-05 4.102098679434716e-05 9.392549000685515e-05
