max_pf 117 min_pf 2
individual T0 sigma disp_rate r0 patch_no mut_eff
14 289.528 8.26119 0.01 1 3 0
138 306.558 8.45018 0.01 1 72 0
155 289.607 8.23916 0.01 1 3 0
159 289.607 8.23916 0.01 1 3 0
178 309.388 7.91824 0.01 1 72 0
227 289.528 8.26119 0.01 1 3 0
259 290.129 8.23916 0.01 1 4 0
421 289.607 8.23916 0.01 1 4 0
489 289.023 8.38975 0.01 1 4 0
558 309.781 7.91824 0.01 1 72 -0.000726417
569 308.143 7.76327 0.01 1 72 0
612 291.388 8.12529 0.01 1 4 0
661 291.388 8.12529 0.01 1 3 0
789 308.1 7.73341 0.01 1 72 0
967 290.396 8.33991 0.01 1 3 0
1116 288.803 8.23916 0.01 1 4 0
1176 289.607 8.23916 0.01 1 4 0
1188 289.607 8.23916 0.01 1 4 0
1258 309.388 7.91824 0.01 1 72 0
1605 307.368 7.81782 0.01 1 72 2.66582e-05
1630 289.328 8.23916 0.01 1 3 0
1755 289.607 8.12487 0.01 1 4 0
1758 289.023 8.40174 0.01 1 4 0
1761 309.388 7.91824 0.01 1 72 0
1796 289.607 8.23916 0.01 1 4 0
1836 327.141 7.59245 0.01 1 116 0
1891 310.589 8.95556 0.01 1 72 0
1905 309.909 7.94945 0.01 1 72 0
2011 289.328 8.23916 0.01 1 3 0
2119 310.589 9.13146 0.01 1 72 0
2215 289.607 8.23916 0.01 1 4 0
2254 289.607 8.23916 0.01 1 4 0
2325 290.129 8.36395 0.01 1 4 0.00188511
2338 290.129 8.23916 0.01 1 2 0
2389 329.46 7.54854 0.01 1 115 0
2456 290.129 8.23916 0.01 1 3 0
2462 290.129 8.23916 0.01 1 4 0
2515 289.607 8.12487 0.01 1 4 0
2577 289.607 8.23916 0.01 1 4 0
2707 309.326 8.05029 0.01 1 72 0
2713 309.285 8.03706 0.01 1 72 0
2720 288.803 8.2192 0.01 1 3 -0.000340991
2768 325.259 7.48174 0.01 1 115 0
2773 288.803 8.23916 0.01 1 4 0
2871 289.607 8.23916 0.01 1 3 0
3017 289.607 8.23916 0.01 1 4 0
3075 306.558 8.45018 0.01 1 72 0
3200 308.1 7.73341 0.01 1 72 0
3220 308.839 7.81782 0.01 1 72 0
3242 288.803 8.23916 0.01 1 4 0
3252 326.828 7.59245 0.01 1 117 0
3261 289.886 8.23916 0.01 1 3 0
3311 289.607 8.23916 0.01 1 3 0
3399 307.886 8.21508 0.01 1 72 0
3426 307.621 8.1469 0.01 1 72 0
3431 308.325 8.50603 0.01 1 72 0
3436 327.141 7.59245 0.01 1 116 0
3482 288.683 8.25577 0.01 1 4 0
3552 290.396 8.40174 0.01 1 4 0
3560 289.607 8.37437 0.01 1 4 0
3734 308.287 8.43661 0.01 1 72 0
3735 309.909 7.94945 0.01 1 72 0
3744 326.768 7.59245 0.01 1 115 0
3830 327.141 7.59245 0.01 1 115 0
3843 289.607 8.12487 0.01 1 4 0
3868 307.78 8.43977 0.01 1 72 -0.00142966
4033 307.024 7.57128 0.01 1 72 0
4041 292.171 8.26597 0.01 1 3 0
4060 289.607 8.12487 0.01 1 4 0
4094 326.828 7.59245 0.01 1 116 0
4270 289.607 8.23916 0.01 1 4 0
4275 289.607 8.23916 0.01 1 4 0
4295 309.936 8.03706 0.01 1 72 0
4437 289.607 8.22036 0.01 1 4 -0.000295874
4479 292.171 8.30119 0.01 1 4 0
4523 288.803 8.23916 0.01 1 4 0
4528 292.171 8.36442 0.01 1 3 0
4582 289.607 8.23916 0.01 1 4 0
4651 289.607 8.23916 0.01 1 4 0
4679 289.528 8.26119 0.01 1 4 0
4684 292.658 8.36442 0.01 1 4 0
4759 289.607 8.23916 0.01 1 3 0
4907 288.803 8.14247 0.01 1 4 0
4980 308.665 7.76327 0.01 1 72 0
5002 289.607 8.23916 0.01 1 3 0
5169 311.437 7.94945 0.01 1 72 0
5182 306.295 7.95307 0.01 1 72 0
5214 289.023 8.40174 0.01 1 4 0
5237 308.665 7.81782 0.01 1 72 0
5327 309.909 7.94945 0.01 1 72 0
5360 289.607 8.23916 0.01 1 3 0
5424 289.607 8.23916 0.01 1 3 0
5458 289.023 8.40174 0.01 1 4 0
5483 289.607 8.37437 0.01 1 4 0
5484 327.141 7.59245 0.01 1 115 0
5493 288.803 8.14247 0.01 1 4 0
5520 290.129 8.23916 0.01 1 4 0
5570 290.129 8.23916 0.01 1 3 0
5582 325.259 7.48174 0.01 1 115 0
5690 289.528 8.23916 0.01 1 4 0
5717 308.1 7.73341 0.01 1 72 0
5774 289.607 8.23916 0.01 1 4 0
5781 290.396 8.40174 0.01 1 2 0
5908 290.129 8.23916 0.01 1 3 0
5915 327.141 7.59245 0.01 1 115 0
6006 290.129 8.23916 0.01 1 3 0
6021 308.325 8.37228 0.01 1 72 0
6060 290.129 8.23916 0.01 1 3 0
6127 310.726 7.8901 0.01 1 72 0
6172 309.415 8.43661 0.01 1 72 0
6293 289.607 8.23916 0.01 1 4 0
6316 312.467 7.4811 0.01 1 72 0
6446 325.259 7.48174 0.01 1 117 0
6509 308.668 8.27804 0.01 1 72 0
6548 291.829 8.30119 0.01 1 3 0
6570 310.226 8.41285 0.01 1 72 0
6736 289.886 8.23916 0.01 1 4 0
6759 308.287 8.43661 0.01 1 72 0
6846 306.909 7.81782 0.01 1 72 0
6863 289.607 8.12487 0.01 1 4 0
7029 289.996 8.23916 0.01 1 4 0
7058 309.909 7.89848 0.01 1 72 0
7103 291.388 8.30119 0.01 1 4 0
7114 325.259 7.48174 0.01 1 115 0
7200 289.023 8.40174 0.01 1 3 0
7373 289.607 8.23916 0.01 1 4 0
7390 308.668 8.33149 0.01 1 72 0
7523 289.607 8.23916 0.01 1 3 0
7539 308.1 7.73341 0.01 1 72 0
7628 327.141 7.59245 0.01 1 115 0
7704 308.519 8.97599 0.01 1 72 0
7742 290.129 8.23916 0.01 1 3 0
7789 289.607 8.23916 0.01 1 2 0
7792 289.607 8.23916 0.01 1 2 0
7842 289.607 8.23916 0.01 1 4 0
7872 289.528 8.26119 0.01 1 3 0
7915 327.052 7.59245 0.01 1 115 0
7959 309.46 7.96917 0.01 1 72 0
7983 289.607 8.23916 0.01 1 3 0
8169 291.336 8.36442 0.01 1 4 0
8204 308.668 8.27804 0.01 1 72 0
8230 291.388 8.12529 0.01 1 4 0
8258 325.796 7.59245 0.01 1 116 0
8277 307.024 7.57128 0.01 1 72 0
8323 310.068 8.51 0.01 1 72 0
8345 307.621 8.1469 0.01 1 72 0
8348 324.144 7.48174 0.01 1 117 0
8600 290.129 8.23916 0.01 1 4 0
8826 290.129 8.23916 0.01 1 3 0
8882 290.129 8.23916 0.01 1 4 0
8891 291.388 8.12529 0.01 1 3 0
8900 289.528 8.26119 0.01 1 2 0
8933 292.171 8.26597 0.01 1 4 0
8997 310.726 7.8901 0.01 1 72 0
9034 290.129 8.23916 0.01 1 3 0
9155 290.129 8.23916 0.01 1 4 0
9227 289.023 8.40174 0.01 1 4 0
9311 290.129 8.23916 0.01 1 2 0
9329 288.803 8.23916 0.01 1 4 0
9362 310.382 8.09532 0.01 1 72 0
9386 309.285 8.03706 0.01 1 72 0
9400 308.1 7.73341 0.01 1 72 0
9451 289.607 8.23916 0.01 1 3 0
9514 289.328 8.23916 0.01 1 3 0
9856 309.137 8.22033 0.01 1 72 0
9911 326.828 7.59245 0.01 1 116 0
10036 289.607 8.23916 0.01 1 2 0
10201 308.665 7.70521 0.01 1 72 0
10378 289.607 8.23916 0.01 1 4 0
10403 310.589 8.95556 0.01 1 72 0
10451 292.658 8.36442 0.01 1 4 0
10732 325.259 7.48174 0.01 1 117 0
11032 292.171 8.26597 0.01 1 4 0
11057 308.1 7.73341 0.01 1 72 0
11100 288.803 8.23916 0.01 1 4 0
11191 292.171 8.30119 0.01 1 4 0
11317 290.396 8.40174 0.01 1 4 0
11487 307.649 8.37228 0.01 1 72 0
11533 290.129 8.0238 0.01 1 4 0
