max_pf 121 min_pf 6
individual T0 sigma disp_rate r0 patch_no mut_eff
64 308.498 7.93565 0.01 1 72 0
130 290.674 8.02781 0.01 1 6 0
215 308.692 7.92004 0.01 1 72 0
309 290.348 7.96269 0.01 1 8 0
359 330.081 8.04438 0.01 1 121 0
366 291.134 8.02781 0.01 1 8 0
440 308.498 7.83338 0.01 1 72 0
463 309.667 7.98369 0.01 1 72 0
762 330.081 8.1285 0.01 1 121 0
810 330.081 8.1285 0.01 1 119 0
920 307.573 7.63766 0.01 1 72 0
938 307.431 8.3095 0.01 1 72 0
942 290.348 7.97755 0.01 1 7 0
1021 330.128 8.31675 0.01 1 120 0.000522137
1058 291.484 8.08681 0.01 1 8 0
1162 309.667 7.98369 0.01 1 72 0
1219 290.674 8.02781 0.01 1 7 0
1243 290.674 8.02781 0.01 1 8 0
1402 307.573 7.61103 0.01 1 72 0
1449 293.532 8.02781 0.01 1 8 0
1541 330.081 8.30194 0.01 1 119 0
1569 290.674 8.02781 0.01 1 7 0
1659 310.425 7.97803 0.01 1 72 0
1756 309.93 7.75291 0.01 1 72 0
1804 291.484 7.86199 0.01 1 8 0
1820 330.128 8.1285 0.01 1 120 0
1832 311.092 7.83338 0.01 1 72 0
1837 290.348 7.97755 0.01 1 8 0
1862 290.674 8.02781 0.01 1 8 0
1976 330.081 8.2128 0.01 1 120 0
2045 290.674 8.02781 0.01 1 7 0
2074 290.348 7.97755 0.01 1 8 0
2083 291.484 8.08681 0.01 1 8 0
2145 291.522 8.02781 0.01 1 7 0
2149 304.216 7.92999 0.01 1 72 0
2296 307.573 7.61103 0.01 1 72 0
2397 330.081 8.2128 0.01 1 119 0
2406 309.202 7.74931 0.01 1 72 0
2431 290.674 8.02781 0.01 1 8 0
2684 307.815 8.07741 0.01 1 72 0
2898 307.573 7.63766 0.01 1 72 0
2934 309.479 8.12865 0.01 1 72 0
3050 290.348 7.97755 0.01 1 8 0
3246 290.674 8.02781 0.01 1 7 0
3250 290.348 7.97755 0.01 1 8 0
3289 290.674 8.02781 0.01 1 7 0
3294 306.106 8.25506 0.01 1 72 0
3305 290.674 8.02781 0.01 1 8 0
3315 310.053 7.80334 0.01 1 72 0
3413 291.163 7.96269 0.01 1 6 0
3558 309.741 8.01561 0.01 1 72 0
3578 303.537 7.92999 0.01 1 72 0
3687 330.081 8.30194 0.01 1 120 0
3707 292.319 8.02781 0.01 1 8 0
3757 308.844 7.93565 0.01 1 72 0
3815 328.76 8.1285 0.01 1 121 -0.0142437
3920 290.674 8.02781 0.01 1 8 0
3960 308.498 8.04301 0.01 1 72 0
3975 290.348 7.96269 0.01 1 7 0
4006 290.348 7.97755 0.01 1 8 0
4165 307.431 8.3095 0.01 1 72 0
4292 329.724 8.09366 0.01 1 119 0
4305 305.986 8.25506 0.01 1 72 0
4352 291.134 8.02781 0.01 1 8 0
4399 290.674 8.02781 0.01 1 8 0
4476 311.381 8.1087 0.01 1 72 0
4506 309.93 7.75291 0.01 1 72 0
4573 330.429 8.2128 0.01 1 119 0
4634 310.275 8.2295 0.01 1 72 0
4679 290.674 8.02781 0.01 1 8 0
4782 309.667 7.98369 0.01 1 72 0
4848 290.674 8.02781 0.01 1 8 0
4896 309.741 8.0298 0.01 1 72 0
5066 306.106 8.25506 0.01 1 72 0
5120 330.747 8.04438 0.01 1 120 0
5142 291.522 8.02781 0.01 1 8 0
5149 292.253 8.02781 0.01 1 8 0
5161 330.128 8.1285 0.01 1 119 0
5209 309.479 8.12865 0.01 1 72 0
5227 290.674 8.02781 0.01 1 8 0
5422 291.163 7.96269 0.01 1 8 0
5624 290.674 8.02781 0.01 1 8 0
5868 290.348 7.96269 0.01 1 8 0
6034 310.716 7.89337 0.01 1 72 0
6084 309.741 8.0298 0.01 1 72 0
6091 290.674 8.02781 0.01 1 8 0
6185 305.567 8.31242 0.01 1 72 0
6211 290.674 8.02781 0.01 1 7 0
6269 290.348 7.97755 0.01 1 8 0
6395 308.498 7.83338 0.01 1 72 0
