max_pf 117 min_pf 10
individual T0 sigma disp_rate r0 patch_no mut_eff
12 310.158 7.89095 0.01 1 72 0
158 326.707 7.96016 0.01 1 116 0
167 309.001 8.36351 0.01 1 72 0
190 309.001 8.30093 0.01 1 72 0
216 311.163 7.89499 0.01 1 72 0.00104375
217 292.412 7.70558 0.01 1 12 0
218 309.397 7.80235 0.01 1 72 0
235 329.612 7.83893 0.01 1 115 0
264 309.848 7.61002 0.01 1 72 0
375 310.537 8.44591 0.01 1 72 0
420 309.32 8.24468 0.01 1 72 0
534 308.96 8.33589 0.01 1 72 0
621 293.581 7.78035 0.01 1 12 0
676 293.026 7.70558 0.01 1 10 0
777 293.581 7.70558 0.01 1 12 0
804 309.708 8.36351 0.01 1 72 0
857 309.843 7.95852 0.01 1 72 0
864 293.581 7.70558 0.01 1 12 0
912 326.707 7.96016 0.01 1 116 0
995 292.581 7.6559 0.01 1 12 0
997 309.635 8.21743 0.01 1 72 0
1060 311.27 7.97611 0.01 1 72 0
1085 309.708 8.36351 0.01 1 72 0
1333 293.581 7.70558 0.01 1 12 0
1362 293.581 7.70558 0.01 1 12 0
1370 327.984 8.04649 0.01 1 117 0
1447 310.269 8.35456 0.01 1 72 0
1527 293.581 7.75588 0.01 1 12 0
1606 293.581 7.70558 0.01 1 12 0
1627 311.153 8.05704 0.01 1 72 0
1705 307.73 8.24308 0.01 1 72 0
1823 311.153 8.1793 0.01 1 72 0.000203326
1900 293.581 7.70558 0.01 1 11 0
1958 309.611 7.69164 0.01 1 72 0
2015 293.581 7.70558 0.01 1 12 0
2111 309.776 8.30938 0.01 1 72 0
2113 308.961 7.8798 0.01 1 72 0
2184 310.449 7.35864 0.01 1 72 0.00419326
2282 326.753 7.83893 0.01 1 115 0
2543 307.69 8.04121 0.01 1 72 0
2610 293.581 7.75588 0.01 1 12 0
2631 312.29 7.91045 0.01 1 72 0
2653 293.581 7.57615 0.01 1 11 0
2752 310.23 8.36351 0.01 1 72 0
2758 292.581 7.6559 0.01 1 12 0
2786 308.38 8.24308 0.01 1 72 0
2849 293.581 7.79424 0.01 1 12 0
2920 293.581 7.70558 0.01 1 11 0
2956 310.117 7.87555 0.01 1 72 0
