max_pf 87 min_pf 54
individual T0 sigma disp_rate r0 patch_no mut_eff
3 309.336 7.71975 0.01 1 72 0
25 306.338 7.71003 0.01 1 56 0
26 311.199 7.9778 0.01 1 85 0
42 309.052 8.33889 0.01 1 72 0
43 307.601 8.11556 0.01 1 72 0
49 307.894 8.49847 0.01 1 72 -0.000985727
78 306.338 7.62193 0.01 1 56 0
86 309.336 7.71975 0.01 1 72 0
114 306.338 7.62193 0.01 1 56 0
117 310.709 7.9603 0.01 1 85 0
128 306.338 7.62193 0.01 1 56 0
152 307.734 8.19839 0.01 1 72 0
162 307.855 8.26437 0.01 1 72 0
163 306.338 7.71003 0.01 1 56 0
167 306.338 7.74792 0.01 1 56 0
169 307.93 7.70842 0.01 1 56 0
177 310.803 7.91735 0.01 1 72 0
192 306.338 7.62193 0.01 1 56 0
195 311.199 8.04741 0.01 1 87 0
198 311.199 8.03173 0.01 1 85 0
208 312.291 8.18058 0.01 1 86 0
213 310.709 7.9603 0.01 1 86 0
218 311.199 8.04741 0.01 1 87 0
223 311.199 8.04741 0.01 1 85 0
226 311.199 8.04741 0.01 1 85 0
233 311.199 8.04741 0.01 1 85 0
261 306.338 7.70277 0.01 1 54 0
262 311.199 8.04741 0.01 1 87 0
280 306.338 7.62193 0.01 1 56 0
291 311.199 8.04741 0.01 1 85 0
346 311.199 8.04741 0.01 1 87 0
393 306.338 7.62193 0.01 1 56 0
400 306.338 7.62193 0.01 1 56 0
403 306.338 7.62193 0.01 1 55 0
404 306.338 7.62193 0.01 1 55 0
409 311.199 8.04741 0.01 1 86 0
423 307.93 7.70842 0.01 1 56 0
428 309.329 8.53736 0.01 1 72 0
430 311.199 8.03173 0.01 1 87 0
439 311.199 8.04741 0.01 1 87 0
459 308.539 8.18588 0.01 1 72 0
463 311.199 8.0177 0.01 1 85 0
464 306.223 7.62193 0.01 1 56 0.00154546
468 308.639 8.32736 0.01 1 72 0
489 306.637 7.62193 0.01 1 56 -0.00431727
500 311.199 8.04741 0.01 1 86 0
504 309.63 7.87751 0.01 1 72 0
514 306.338 7.70842 0.01 1 56 0
528 311.199 8.04741 0.01 1 87 0
531 309.048 7.93998 0.01 1 72 0
533 312.979 8.18058 0.01 1 85 0
549 308.305 7.71296 0.01 1 72 0
550 311.765 8.04741 0.01 1 87 0
551 311.199 8.04741 0.01 1 85 0
558 306.338 7.71003 0.01 1 56 0
575 308.305 7.71296 0.01 1 72 0
582 311.199 8.04741 0.01 1 85 0
588 309.376 7.84463 0.01 1 72 0
595 311.199 8.04741 0.01 1 86 0
605 309.118 8.50343 0.01 1 72 0
620 312.338 8.20286 0.01 1 86 0
647 309.048 7.93998 0.01 1 72 0
652 311.199 8.04741 0.01 1 86 0
656 306.338 7.62193 0.01 1 55 0
664 311.199 8.04741 0.01 1 85 0
679 305.441 7.62193 0.01 1 56 0
681 309.336 7.71975 0.01 1 72 0
691 309.605 7.64931 0.01 1 72 0
693 312.338 8.20286 0.01 1 85 0
695 310.709 7.94405 0.01 1 85 -0.000122935
700 311.199 8.04741 0.01 1 86 0
732 311.12 7.87028 0.01 1 72 0
733 310.779 7.98653 0.01 1 72 0
742 306.338 7.70842 0.01 1 56 0
749 311.199 8.04741 0.01 1 85 0
765 306.338 7.62193 0.01 1 56 0
