max_pf 100 min_pf 35
individual T0 sigma disp_rate r0 patch_no mut_eff
9 303.667 7.80742 0.01 1 37 0
61 317.124 8.20576 0.01 1 99 0
201 308.342 7.92084 0.01 1 72 0
280 307.64 7.82786 0.01 1 72 0
305 302.68 7.64702 0.01 1 36 0
340 303.667 7.80742 0.01 1 35 0
350 309.043 8.24555 0.01 1 72 0
353 302.821 7.67584 0.01 1 37 0
355 308.123 8.06846 0.01 1 72 0
356 306.374 8.18277 0.01 1 72 0
373 302.821 7.80742 0.01 1 37 0
389 303.667 7.80742 0.01 1 37 0
390 316.666 8.19536 0.01 1 98 0
397 316.666 8.35459 0.01 1 99 0
435 308.123 8.06846 0.01 1 72 0
447 302.68 7.64702 0.01 1 37 0
456 303.667 7.80742 0.01 1 37 0
469 310.095 7.52317 0.01 1 72 0
482 303.667 7.90785 0.01 1 37 0.0018
493 307.797 7.8912 0.01 1 72 0
496 302.68 7.64702 0.01 1 37 0
510 310.045 7.79719 0.01 1 72 0
550 303.303 7.89247 0.01 1 37 0
556 303.667 7.80742 0.01 1 37 0
573 317.527 8.054 0.01 1 98 0
576 310.843 7.72865 0.01 1 72 0
590 308.488 8.46452 0.01 1 72 0
671 302.68 7.64702 0.01 1 36 0
686 302.821 7.80742 0.01 1 37 0
756 302.68 7.64702 0.01 1 37 0
769 302.821 7.67584 0.01 1 36 0
778 303.838 7.77278 0.01 1 36 -0.000617154
785 302.68 7.64702 0.01 1 36 0
792 302.538 7.89247 0.01 1 37 0
793 310.927 7.80344 0.01 1 72 0
809 303.457 7.80742 0.01 1 36 0
822 302.821 7.80742 0.01 1 35 0
842 303.667 7.73906 0.01 1 36 -0.00123002
875 317.124 8.20576 0.01 1 100 0
910 302.68 7.64702 0.01 1 36 0
933 317.124 8.20576 0.01 1 100 0
1017 304.02 7.80742 0.01 1 37 0
1026 302.68 7.64702 0.01 1 36 0
1027 310.927 7.75043 0.01 1 72 0
1062 302.821 7.80742 0.01 1 36 0
1094 302.68 7.64702 0.01 1 36 0
1105 308.488 7.74948 0.01 1 72 0
1136 317.124 8.20576 0.01 1 99 0
1155 302.821 7.80742 0.01 1 37 0
1205 317.124 8.20576 0.01 1 99 0
1216 302.68 7.64702 0.01 1 36 0
1236 302.821 7.80742 0.01 1 37 0
1251 302.463 7.83401 0.01 1 37 0.000497155
1288 303.667 8.01014 0.01 1 37 0
1365 316.666 8.19536 0.01 1 98 0
1374 317.124 8.20576 0.01 1 99 0
1380 302.821 7.80742 0.01 1 37 0
1409 316.666 8.19536 0.01 1 98 0
1411 304.096 7.80742 0.01 1 37 0
1455 303.667 7.80742 0.01 1 35 0
1457 309.533 7.57541 0.01 1 72 0
1466 303.667 7.80742 0.01 1 36 0
1491 303.667 7.80742 0.01 1 37 0
1493 302.821 7.80742 0.01 1 37 0
1498 308.488 8.31368 0.01 1 72 0
1503 304.02 7.80742 0.01 1 36 0
1508 309.723 7.90801 0.01 1 72 0
1511 317.439 8.19536 0.01 1 98 0
1512 302.821 7.80742 0.01 1 37 0
1524 307.991 8.11806 0.01 1 72 0
1557 308.328 8.06055 0.01 1 72 0
1578 316.666 8.29763 0.01 1 99 0
1600 303.667 7.65725 0.01 1 37 0
1660 317.124 8.20576 0.01 1 99 0
1693 310.095 7.52317 0.01 1 72 0
1702 302.821 8.00373 0.01 1 37 0
1709 317.439 8.34442 0.01 1 100 0
1710 317.124 8.19536 0.01 1 98 0
1734 302.68 7.64702 0.01 1 36 0
1761 308.123 8.06846 0.01 1 72 0
1816 303.121 7.80742 0.01 1 37 0
1833 318.025 8.19536 0.01 1 98 0.0101794
1838 303.667 7.79743 0.01 1 37 0
1856 316.666 8.19536 0.01 1 98 0
1898 303.667 7.80742 0.01 1 36 0
1934 310.843 7.72865 0.01 1 72 0
1936 303.667 7.80742 0.01 1 36 0
1990 316.08 8.20576 0.01 1 100 -0.0140067
1996 307.797 7.8912 0.01 1 72 0
2024 309.264 7.91361 0.01 1 72 0
2038 302.538 7.89247 0.01 1 37 0
2102 308.342 7.83244 0.01 1 72 0
2108 302.538 7.89247 0.01 1 37 0
2115 310.927 7.80344 0.01 1 72 0
2168 310.076 7.68098 0.01 1 72 0
2171 316.666 8.3263 0.01 1 98 0
2173 309.516 7.91361 0.01 1 72 0
2251 316.313 8.03006 0.01 1 98 0
2257 303.667 7.80742 0.01 1 36 0
2258 302.509 7.64702 0.01 1 36 0
2332 303.667 7.80742 0.01 1 37 0
2339 305.038 7.80742 0.01 1 37 0
2351 302.68 7.64702 0.01 1 36 0
2356 317.439 8.19536 0.01 1 98 0
2374 303.667 7.80742 0.01 1 37 0
2384 303.667 7.80742 0.01 1 36 0
2399 308.488 8.31368 0.01 1 72 0
2400 316.666 8.19536 0.01 1 98 0
2404 316.666 8.3263 0.01 1 98 0
2414 302.538 7.89247 0.01 1 36 0
2511 317.124 8.20576 0.01 1 99 0
2516 309.264 8.08198 0.01 1 72 0
2530 317.439 8.19536 0.01 1 98 0
2589 310.915 8.33928 0.01 1 72 0
2597 302.538 7.89247 0.01 1 36 0
2603 309.264 8.08198 0.01 1 72 0
2614 310.927 7.75043 0.01 1 72 0
2624 302.68 7.64702 0.01 1 36 0
2633 317.124 8.20576 0.01 1 100 0
2634 304.02 7.80742 0.01 1 37 0
2642 308.386 7.90801 0.01 1 72 0
2707 303.667 7.79743 0.01 1 37 0
2752 303.667 7.80742 0.01 1 37 0
2809 309.61 7.58847 0.01 1 72 0
2873 308.325 8.23073 0.01 1 72 0
2909 304.02 7.80742 0.01 1 37 0
2952 309.264 7.91038 0.01 1 72 -2.5332e-06
2958 302.821 7.80742 0.01 1 37 0
2970 303.229 7.77318 0.01 1 37 0
2973 310.927 7.75043 0.01 1 72 0
2980 309.077 7.84629 0.01 1 72 0
3004 310.045 7.70589 0.01 1 72 0
3007 308.533 8.00814 0.01 1 72 0
3101 308.488 7.74948 0.01 1 72 0
3102 302.538 7.89247 0.01 1 36 0
