max_pf 91 min_pf 49
individual T0 sigma disp_rate r0 patch_no mut_eff
5 306.973 8.4254 0.01 1 51 0
22 307.667 8.29228 0.01 1 72 0
54 306.973 8.38832 0.01 1 50 0
55 308.051 7.80025 0.01 1 72 0
61 305.842 8.31355 0.01 1 50 0
63 305.842 8.31355 0.01 1 50 0
69 307.899 7.77086 0.01 1 72 0
93 307.667 8.29228 0.01 1 72 0
95 312.129 7.78293 0.01 1 90 0
104 306.814 8.25305 0.01 1 51 0
109 307.899 8.20712 0.01 1 72 0
114 304.495 8.31355 0.01 1 50 0
117 312.8 7.92173 0.01 1 72 0
119 306.973 8.26764 0.01 1 51 0
138 306.973 8.26764 0.01 1 51 0
155 311.606 7.75611 0.01 1 89 0
169 306.973 8.26764 0.01 1 50 0
170 306.973 8.26764 0.01 1 51 0
176 304.495 8.31355 0.01 1 50 0
184 306.973 8.26764 0.01 1 51 0
198 306.973 8.26764 0.01 1 51 0
222 307.746 8.08209 0.01 1 72 0
225 311.606 7.77338 0.01 1 91 0
235 305.8 8.31355 0.01 1 51 0
236 306.79 8.29228 0.01 1 72 0
243 306.973 8.26764 0.01 1 50 0
252 310.194 7.75611 0.01 1 89 0
261 305.842 8.31355 0.01 1 50 0
267 306.973 8.26764 0.01 1 50 0
292 306.973 8.31355 0.01 1 51 0
293 307.667 8.29228 0.01 1 72 0
294 305.842 8.31355 0.01 1 50 0
296 309.214 7.85373 0.01 1 72 0
299 306.973 8.26764 0.01 1 51 0
306 306.973 8.31355 0.01 1 51 0
314 310.194 7.75611 0.01 1 89 0
346 306.973 8.26764 0.01 1 51 0
373 311.606 7.75611 0.01 1 90 0
375 310.194 7.75611 0.01 1 89 0
397 310.194 7.78293 0.01 1 90 0
427 306.973 8.26764 0.01 1 50 0
441 306.973 8.26764 0.01 1 51 0
457 308.587 8.32035 0.01 1 51 0
459 305.842 8.31355 0.01 1 51 0
465 305.842 8.31355 0.01 1 50 0
485 305.842 8.31355 0.01 1 50 0
492 306.973 8.02308 0.01 1 49 0
509 306.973 8.02308 0.01 1 49 0
512 311.661 7.78293 0.01 1 89 0
517 308.38 7.97887 0.01 1 72 0
536 313.344 7.75611 0.01 1 89 0
537 311.935 7.75611 0.01 1 89 0
548 309.3 7.95208 0.01 1 72 0
564 306.973 8.09408 0.01 1 50 0
575 311.661 7.78293 0.01 1 89 0
588 307.195 7.97326 0.01 1 72 0
591 306.973 8.26764 0.01 1 50 0
609 306.973 8.30618 0.01 1 51 0
623 310.19 8.37721 0.01 1 50 0
643 308.34 7.94968 0.01 1 72 0
659 310.168 8.56127 0.01 1 50 0
671 306.973 8.31355 0.01 1 50 0
709 306.973 8.30302 0.01 1 51 0
729 311.606 7.75611 0.01 1 91 0
739 306.973 8.31355 0.01 1 51 0
749 307.642 8.05658 0.01 1 72 0
754 306.973 8.31355 0.01 1 51 0
758 306.973 8.31355 0.01 1 50 0
764 311.606 7.77338 0.01 1 91 0
765 306.973 8.31355 0.01 1 50 0
784 307.667 8.29228 0.01 1 72 0
785 310.194 7.75611 0.01 1 89 0
823 306.973 8.26764 0.01 1 49 0
824 306.973 8.26764 0.01 1 50 0
836 311.606 7.75611 0.01 1 91 0
842 312.129 7.78293 0.01 1 89 0
873 305.842 8.31355 0.01 1 50 0
874 306.196 8.3517 0.01 1 50 0
878 305.855 8.31355 0.01 1 51 0
889 312.129 7.78293 0.01 1 89 0
