max_pf 93 min_pf 46
individual T0 sigma disp_rate r0 patch_no mut_eff
0 304.705 7.7477 0.01 1 48 0
15 305.108 7.95597 0.01 1 48 0
41 305.108 7.98688 0.01 1 48 0
61 305.108 7.97855 0.01 1 48 0
66 310.878 7.6966 0.01 1 72 0
96 310.553 8.01883 0.01 1 92 0
132 312.663 7.83348 0.01 1 91 0
156 309.325 8.01883 0.01 1 93 0
178 310.553 8.08683 0.01 1 72 0
179 310.553 7.79572 0.01 1 91 0
199 310.435 7.52205 0.01 1 72 0
234 310.096 7.77262 0.01 1 72 0
236 312.663 8.01883 0.01 1 91 0
249 305.108 7.72833 0.01 1 47 0
258 304.705 7.7477 0.01 1 48 0
269 309.325 8.01883 0.01 1 93 0
284 305.108 7.72833 0.01 1 48 0
307 305.034 7.95959 0.01 1 48 0
328 305.108 7.97855 0.01 1 48 0
372 308.664 7.83224 0.01 1 72 0
393 305.108 7.95959 0.01 1 48 0
395 312.663 8.01883 0.01 1 91 0
408 311.352 8.0953 0.01 1 72 0
420 308.718 8.05676 0.01 1 72 0
422 309.984 8.24079 0.01 1 72 0
444 312.663 7.84531 0.01 1 91 0
466 305.108 7.72833 0.01 1 47 0
508 307.64 7.82851 0.01 1 72 0
525 303.429 8.0532 0.01 1 48 0
529 309.85 8.05676 0.01 1 72 0
536 307.505 7.95665 0.01 1 72 0
603 305.108 7.95959 0.01 1 48 0
606 305.108 8.0532 0.01 1 48 0
610 312.663 8.01883 0.01 1 91 0
632 304.637 7.7477 0.01 1 48 0
635 304.349 7.95959 0.01 1 47 0
651 302.611 7.7477 0.01 1 48 0
669 304.637 7.7477 0.01 1 48 0
684 308.467 7.90039 0.01 1 72 0
690 312.663 8.01883 0.01 1 92 0
706 304.349 7.95959 0.01 1 48 0
712 304.349 7.95959 0.01 1 48 0
735 312.663 8.01883 0.01 1 92 0
738 307.62 8.24621 0.01 1 72 0
781 307.62 8.24621 0.01 1 72 0
800 303.429 8.0532 0.01 1 47 0
810 307.593 8.09498 0.01 1 72 0
863 303.429 8.0532 0.01 1 47 0
868 304.349 7.95959 0.01 1 46 0
869 307.593 8.09498 0.01 1 72 0
891 309.368 7.71876 0.01 1 72 0
934 310.553 8.47182 0.01 1 93 0
940 305.108 8.12369 0.01 1 47 0
955 312.569 7.84531 0.01 1 91 0
972 310.553 7.79572 0.01 1 91 0
997 305.108 7.95959 0.01 1 48 0
1040 309.853 8.34709 0.01 1 72 0
1088 309.156 8.05213 0.01 1 72 0
1137 312.017 8.38809 0.01 1 72 -0.000130191
1138 312.017 8.43378 0.01 1 72 0
1154 309.325 8.01883 0.01 1 93 0
1192 310.553 8.29451 0.01 1 91 0
1200 303.374 8.15269 0.01 1 48 0.00110792
1212 309.368 7.71876 0.01 1 72 0
1217 305.108 7.96011 0.01 1 48 0
1244 310.57 8.0095 0.01 1 72 0
1275 310.855 8.15035 0.01 1 72 0
1320 307.72 7.89049 0.01 1 72 8.50409e-05
1324 310.172 7.97895 0.01 1 72 0
