max_pf 114 min_pf 10
individual T0 sigma disp_rate r0 patch_no mut_eff
12 309.901 8.52235 0.01 1 72 0
50 292.25 8.12546 0.01 1 11 0
90 292.25 8.12546 0.01 1 12 0
156 292.239 8.1167 0.01 1 12 0
197 293.692 8.27147 0.01 1 11 0
237 292.664 8.1167 0.01 1 12 0
364 327.877 7.68825 0.01 1 112 0
436 326.525 7.68825 0.01 1 113 0
457 292.25 8.12546 0.01 1 12 0
460 294.399 8.1841 0.01 1 12 0
461 293.692 8.1167 0.01 1 11 0
582 323.448 7.68825 0.01 1 113 0
620 308.111 7.91293 0.01 1 72 0
672 309.096 7.84362 0.01 1 72 0
689 305.863 8.1136 0.01 1 72 0
692 293.692 8.1167 0.01 1 12 0
776 293.692 8.1167 0.01 1 12 0
802 310.647 8.41934 0.01 1 72 0
853 309.206 7.97956 0.01 1 72 0
865 291.306 8.10137 0.01 1 12 0
872 309.84 8.19248 0.01 1 72 0
899 292.25 8.12546 0.01 1 12 0
917 292.25 8.12546 0.01 1 10 0
919 292.664 8.1167 0.01 1 12 0
924 305.863 8.1136 0.01 1 72 0
966 310.335 7.91002 0.01 1 72 0
974 309.901 8.52235 0.01 1 72 0
1019 294.399 8.1841 0.01 1 12 0
1048 306.981 8.13114 0.01 1 72 0
1056 312.689 8.72175 0.01 1 72 0
1071 292.664 8.1167 0.01 1 11 0
1088 294.583 8.1167 0.01 1 12 -0.00714687
1127 308.462 7.99759 0.01 1 72 -7.09295e-06
1153 310.335 7.91002 0.01 1 72 0
1217 292.025 8.12546 0.01 1 11 0
1359 292.025 8.12546 0.01 1 12 0
1412 292.25 8.12546 0.01 1 10 0
1720 292.25 8.12546 0.01 1 12 0
1769 290.563 8.12546 0.01 1 12 0
1787 293.692 8.1167 0.01 1 12 0
1800 292.25 8.12546 0.01 1 12 0
1822 328.606 7.68825 0.01 1 112 0
1908 295.969 8.18297 0.01 1 10 0
1955 290.788 8.12546 0.01 1 12 0
1973 290.563 8.12546 0.01 1 12 0
2010 295.1 8.18297 0.01 1 12 0
2038 292.25 8.12546 0.01 1 11 0
2044 292.25 8.12546 0.01 1 12 0
2120 305.51 7.68597 0.01 1 72 0
2172 290.788 8.12546 0.01 1 11 0
2174 291.306 8.10137 0.01 1 12 0
