 time_step hot_T0 q_25_hot_br_T0 q_75_hot_br_T0 hot_wr_T0 q_25_hot_wr_T0 q_75_hot_wr_T0 cold_T0 q_25_cold_br_T0 q_75_cold_br_T0 cold_wr_T0 q_25_cold_wr_T0 q_75_cold_wr_T0
29 2058.0 310.755 310.4415 311.05600000000004 0.9774542586912119 0.6744841220638117 1.239632210078759 307.102 306.6275 307.4915 0.9408099478979302 0.676276552803445 1.3862843965562999
30 2060.0 310.78 310.4415 311.05600000000004 0.94635885802468 0.665276644704474 1.210359900856072 307.102 306.594 307.52 0.8653682706340045 0.620323314147852 1.3664236827921277
31 2062.0 310.78 310.4605 311.079 0.941607495245475 0.6629698888110196 1.243340464376086 307.201 306.594 307.49850000000004 0.8686340687568711 0.6407985565655923 1.3125498381745577
32 2064.0 310.807 310.4605 311.1245 0.9257115709004264 0.6515828615989541 1.2418626631906062 307.206 306.678 307.4925 0.8330432752288345 0.6246557118372196 1.26035303150173
33 2066.0 310.78 310.472 311.08349999999996 0.8898840435708164 0.6112779912686146 1.1902719818796108 307.188 306.678 307.49850000000004 0.8159067992303758 0.5834888028032725 1.2523843723251404
34 2068.0 310.861 310.4605 311.1775 0.8845083364460554 0.6320618650154599 1.2043197261567982 307.161 306.5935 307.491 0.8318771740411548 0.5313589410581904 1.2306168010480625
35 2070.0 310.874 310.4605 311.1885 0.856609049342114 0.55943080016546 1.2058917973639114 307.188 306.5935 307.547 0.85935280494874 0.5323833068767754 1.1496346342626658
36 2072.0 310.861 310.48199999999997 311.1775 0.8594843628130349 0.555982816543822 1.1826502669432908 307.087 306.56 307.547 0.7640776185626673 0.5047075786904325 1.0885645123423444
37 2074.0 310.881 310.4675 311.22249999999997 0.8386092778766713 0.4914668480905462 1.1732477610741228 307.087 306.56 307.63750000000005 0.7184517774387462 0.5166483730199108 1.0664378946327882
38 2076.0 310.874 310.4705 311.22249999999997 0.7693681289775225 0.5138508829665828 1.191312109059682 307.161 306.509 307.68399999999997 0.7015989980233255 0.48546430001517415 0.9604851957361027
39 2078.0 310.895 310.4675 311.33799999999997 0.8173458799578155 0.448394265096692 1.1583039143766887 307.161 306.509 307.68399999999997 0.700812563516012 0.463693740023417 0.9842530720358467
40 2080.0 310.895 310.4415 311.3415 0.7755271199383591 0.4684892061281275 1.142302217297158 307.056 306.56 307.68399999999997 0.6767018800407738 0.42560431358701367 0.9997293957511701
41 2082.0 310.895 310.4415 311.3415 0.7940899825921696 0.4774509722643995 1.200922021144231 307.056 306.56 307.68399999999997 0.6823948570699676 0.39397622203038035 0.9633818621787251
42 2084.0 310.881 310.3845 311.3415 0.7954092624185517 0.4554111631634679 1.1926093125507211 307.138 306.56 307.68399999999997 0.6207331992672641 0.3583577989321537 0.990131579781627
43 2086.0 310.886 310.3845 311.411 0.795119921492837 0.4641538747474095 1.153998878478836 307.138 306.56 307.68399999999997 0.6110005053605884 0.33616740385028476 1.0042932385167407
44 2088.0 310.881 310.3845 311.411 0.7675738512162413 0.4533417378515473 1.1576337620132262 307.161 306.56 307.581 0.5459658249590593 0.32664518256406627 1.0014649976564023
45 2090.0 310.886 310.456 311.4655 0.7849522648130868 0.4333495471067488 1.1594319599254057 307.138 306.56 307.5735 0.5354717468820398 0.30345654032850344 0.9796407450816234
46 2092.0 310.895 310.4415 311.411 0.7914830991457177 0.45131658496057186 1.1257097358345334 307.068 306.56 307.5735 0.5329104172133214 0.2877320249182156 0.9572482949114585
47 2094.0 310.9015 310.389 311.5245 0.7996072695399963 0.4479224916032881 1.1251373150333044 307.138 306.509 307.63750000000005 0.5324952163571353 0.2734541786216985 0.9520696667044182
48 2096.0 310.903 310.31600000000003 311.5245 0.7691245442794574 0.4211790468037662 1.103396256641949 307.138 306.437 307.63750000000005 0.49896490145176975 0.27759753381868946 0.893034352746856
49 2098.0 310.903 310.2985 311.6085 0.7517723313437518 0.4093448545021309 1.0690666365720798 307.119 306.509 307.63750000000005 0.5132953176081368 0.27081432308663167 0.8872818718672519
50 2100.0 310.895 310.31600000000003 311.6085 0.6881547081427306 0.38486402996731583 1.0947484228156483 307.161 306.56 307.63750000000005 0.520074104998591 0.24937346093582352 0.853823397988754
51 2102.0 310.903 310.422 311.6085 0.710964193601238 0.3691697045040204 1.1099436745825433 307.161 306.5325 307.59000000000003 0.5162462226712007 0.25024713232100454 0.8748055998048742
52 2104.0 310.969 310.3845 311.6325 0.6846003185089244 0.36980371953346747 1.163807345914514 307.161 306.4835 307.59000000000003 0.5109699445591432 0.21836444472263156 0.8845684704402852
53 2106.0 310.957 310.456 311.6085 0.6323154702829981 0.34365136183926015 1.190639048780387 307.176 306.4835 307.5635 0.4841575938254062 0.21973834860927677 0.8215980716050575
54 2108.0 310.971 310.5045 311.6705 0.5990483986701416 0.33079389602921894 1.1479040940474188 307.161 306.4835 307.5635 0.5002134795762915 0.21095756583942576 0.8099433618317078
55 2110.0 310.995 310.5045 311.6885 0.5566478676274751 0.3778439286724242 1.1433107604771433 307.161 306.4655 307.5635 0.47241081039134025 0.21182377133113833 0.8014321818485564
56 2112.0 311.039 310.505 311.6705 0.526728376898625 0.3696020059052734 1.0779956668017623 307.056 306.437 307.5635 0.4821845743133642 0.20871931018745973 0.7674770781218143
57 2114.0 311.072 310.5 311.72450000000003 0.5217647882244499 0.3274347756365323 1.0104766811662438 307.104 306.44449999999995 307.59000000000003 0.46850980090480787 0.21012538533972547 0.7293110546458276
58 2116.0 311.072 310.4845 311.8025 0.48072942731564905 0.33009193215913524 1.010474445731866 307.104 306.437 307.59000000000003 0.45155448099544043 0.221972389363444 0.709132375378285
59 2118.0 311.072 310.3845 311.84950000000003 0.4984693084084285 0.33172855597720785 1.0118640976699311 307.104 306.392 307.59000000000003 0.44392299670730256 0.20887220130931364 0.7162845203228667
60 2120.0 311.072 310.3845 311.84950000000003 0.5052693898852612 0.34759539135897166 0.9784453393954472 307.129 306.392 307.59000000000003 0.4342533550603137 0.20349082152001885 0.7017754614523665
61 2122.0 311.039 310.30150000000003 311.946 0.5027286370681419 0.35411617584694566 1.050135030357346 307.135 306.392 307.63750000000005 0.4410493861588818 0.2074474750347809 0.6675376249376992
62 2124.0 311.072 310.34400000000005 311.902 0.502353181545978 0.35869257439575986 1.0782307421173205 307.135 306.3425 307.63750000000005 0.43889759227393915 0.22324453314577275 0.6993317790255196
63 2126.0 311.022 310.2505 311.902 0.5053159330189247 0.3557764781639525 1.079703779291202 307.135 306.3425 307.63750000000005 0.40150092873870247 0.19970185046256617 0.6766594278842922
64 2128.0 311.022 310.2505 311.84950000000003 0.5110478663212714 0.3303770817183852 1.0039748869990652 307.161 306.392 307.59000000000003 0.42108285858085864 0.22443133892823353 0.6713625138855438
65 2130.0 311.022 310.2505 311.84950000000003 0.5087849873942782 0.35803645981725585 0.9944136750350612 307.161 306.392 307.59000000000003 0.43132040630948654 0.22180170171808372 0.6615888671125283
66 2132.0 311.072 310.473 311.8375 0.47779100908971645 0.30025535598648945 0.8859859040518465 307.137 306.392 307.59000000000003 0.4083837778214136 0.2205862786626002 0.6401787069918541
67 2134.0 311.072 310.476 311.8585 0.46840450003230377 0.31496009880633336 0.873374829889961 307.161 306.392 307.63750000000005 0.3993784633089743 0.23546977126637159 0.6475306038970234
68 2136.0 311.072 310.456 311.84950000000003 0.4711447081501828 0.29465307613085057 0.8198970990658708 307.161 306.392 307.63750000000005 0.4010226735742655 0.22030137692312407 0.6484781267547544
69 2138.0 311.039 310.473 311.90549999999996 0.47369073201826706 0.2759324184387298 0.7621445579904276 307.161 306.392 307.59000000000003 0.38796240738780435 0.24637281559241392 0.6449954309058785
70 2140.0 311.053 310.444 311.90549999999996 0.4561748491816353 0.29144769812693927 0.7487359591000695 307.056 306.392 307.5635 0.3819648542568711 0.22269562312044028 0.6408831171276693
71 2142.0 311.053 310.47 311.92449999999997 0.4422484091595018 0.2866240964983945 0.790958021305994 307.056 306.392 307.5635 0.3718924618432026 0.2201723838430955 0.6179677831099075
72 2144.0 311.082 310.50199999999995 311.91600000000005 0.4342260653334391 0.28787608217818644 0.7802532723285822 307.056 306.392 307.5635 0.361061220486009 0.20345160636369966 0.6000848103250986
73 2146.0 311.098 310.50199999999995 311.946 0.4606095628231758 0.2951892704016603 0.7778080172664668 307.04 306.392 307.5635 0.36527200660105635 0.2229338792593451 0.5777236963409905
74 2148.0 311.136 310.50199999999995 311.9665 0.4501200986757107 0.2771411302775044 0.671078707545263 307.04 306.3315 307.5635 0.35641881944732534 0.21255153023669576 0.5696396748140901
75 2150.0 311.082 310.50199999999995 311.946 0.4768052536591105 0.2864313756916059 0.6626247993439776 307.056 306.3315 307.5635 0.3506120581766419 0.24080791772410487 0.5628125244343428
76 2152.0 311.098 310.50199999999995 311.923 0.4463231348749359 0.2807681315625123 0.6336231880547069 307.1 306.3315 307.59000000000003 0.3715225399538464 0.23046624014288367 0.5858901562784429
77 2154.0 311.098 310.50199999999995 311.946 0.4504536828188708 0.29053784168482766 0.6513755744457705 307.056 306.3315 307.59000000000003 0.3425247674528779 0.22839630197063737 0.5844569435716954
78 2156.0 311.082 310.4705 311.9705 0.43459274599983116 0.28264581699885116 0.6750431992311586 307.056 306.3315 307.59000000000003 0.3431166146247664 0.23096895141560098 0.5720970507127576
79 2158.0 311.082 310.505 311.9705 0.3907122957960937 0.2853684344737022 0.6894585318597083 307.056 306.2425 307.5635 0.33654004600193965 0.2367560308189057 0.5732732247413139
80 2160.0 311.082 310.505 312.0055 0.385838104843098 0.28058712001154107 0.6490666921272485 307.056 306.2425 307.5635 0.33333351109499226 0.2415639333862074 0.5671258198354232
81 2162.0 311.082 310.505 312.0055 0.4018497893027198 0.27027415219939355 0.6301468077360566 307.056 306.2425 307.5635 0.33288541649909914 0.21782910464017086 0.5320635442232844
82 2164.0 311.098 310.4415 311.9705 0.418227587513121 0.24409342352591296 0.6682605427390381 307.1 306.2425 307.5635 0.3230157128774818 0.21765309731257895 0.5389610479584837
83 2166.0 311.082 310.3995 311.9705 0.40810106882787667 0.24594103938602913 0.6337258016288219 307.1 306.2425 307.5635 0.3281408144814235 0.20657187223208587 0.5043001750966997
84 2168.0 311.11350000000004 310.4415 311.9705 0.4203774596122006 0.26421945794456786 0.6557196569946695 307.1 306.2425 307.5635 0.32906802663770285 0.20720168027658498 0.5138761734974735
85 2170.0 311.125 310.4415 312.0055 0.4316197387565194 0.26552133882715484 0.6283608310046371 307.056 306.2425 307.529 0.34305089063838584 0.21342031591810862 0.5176598438732275
86 2172.0 311.157 310.4705 312.0635 0.45105722072577215 0.26292913798743156 0.6367520907131273 307.056 306.2425 307.50250000000005 0.32857359065338054 0.21539908769460053 0.5147855106106982
87 2174.0 311.157 310.457 312.0635 0.4329029416585159 0.26122514645000666 0.667625359401216 307.056 306.19 307.50250000000005 0.3372859427054289 0.22018710457630394 0.4854888823076967
88 2176.0 311.167 310.4415 312.0635 0.41735376861116885 0.2620735798348178 0.6686891242303475 307.056 306.19 307.50250000000005 0.3489526981871061 0.19486046774937588 0.5137729861944491
89 2178.0 311.167 310.469 312.0635 0.4039117089887395 0.2589782529340252 0.7126207294850206 307.056 306.19 307.47450000000003 0.329185338864791 0.2080323112515682 0.5065407490349441
90 2180.0 311.157 310.4705 312.0635 0.4013569400715584 0.2600670223529778 0.67499188014819 307.04 306.19 307.47450000000003 0.3314536045232374 0.20200049183771315 0.5030821393794295
91 2182.0 311.198 310.4575 312.0635 0.4233575928456718 0.24981648270259912 0.6883793568712833 307.04 306.19 307.481 0.31665931584933116 0.20650461785022825 0.5024554993599079
92 2184.0 311.198 310.515 312.0635 0.42927581704663925 0.23936690796986365 0.7212828525621926 307.023 306.19 307.481 0.3198870930166638 0.19772718246645365 0.5233131541458165
93 2186.0 311.157 310.495 312.0635 0.3925765358133323 0.2236193297684838 0.6938911770176825 307.023 306.19 307.481 0.3294774835790292 0.18803424954389128 0.5015380925810565
94 2188.0 311.157 310.505 312.0635 0.37213131503402747 0.22296229585109129 0.7409531808176726 307.04 306.19 307.491 0.3174967864455947 0.19183072773183654 0.5151612379071966
95 2190.0 311.198 310.505 312.0635 0.3863615795127201 0.2152066773493262 0.7253378594353834 307.04 306.19 307.491 0.30649212141447296 0.20468523169361932 0.5133573094892985
96 2192.0 311.198 310.505 312.0635 0.3918677695593853 0.23165589471600023 0.7105297000304018 307.04 306.19 307.481 0.313203330267987 0.21145578231681567 0.5047151114000534
97 2194.0 311.243 310.589 312.0635 0.39114265496954004 0.2381765496361536 0.7281547557677721 307.04 306.19050000000004 307.481 0.2941394262855115 0.19485420437239884 0.47871741066402085
98 2196.0 311.198 310.505 312.0635 0.42028986958977366 0.24060245226864155 0.7334105019686292 307.04 306.19 307.486 0.29707311480365733 0.17874885210385077 0.4838844435821944
99 2198.0 311.198 310.505 312.0635 0.42123797709623734 0.25188279525516205 0.7266893497791307 307.04 306.23850000000004 307.486 0.30820430163777357 0.18526536752745948 0.5032210510098746
100 2200.0 311.198 310.505 312.0635 0.418050998992185 0.24497643615183706 0.7716095947643944 307.04 306.14300000000003 307.47450000000003 0.30931175392142546 0.19309003678447234 0.5491307528087576
101 2202.0 311.198 310.505 312.0635 0.4236609946539954 0.24092019953867538 0.852480860515189 307.04 306.14300000000003 307.46000000000004 0.3190938955187365 0.20007520551180882 0.5364079085529943
102 2204.0 311.198 310.54449999999997 312.0635 0.42244603288214394 0.22917278679673253 0.8687751286753633 307.04 306.14300000000003 307.46000000000004 0.3255076291968572 0.2018793609804977 0.5071723041982257
103 2206.0 311.258 310.6725 312.154 0.4493021244849701 0.22388629482711886 0.8019496510976869 307.04 306.14300000000003 307.46000000000004 0.31083119847951385 0.2044996884210714 0.4815996341040741
104 2208.0 311.258 310.6725 312.171 0.4812306739240478 0.20682815723321138 0.8126312093280191 307.04 306.14300000000003 307.41949999999997 0.30302681800137726 0.20265130568220613 0.4655133235964388
105 2210.0 311.258 310.69849999999997 312.154 0.4289420392805919 0.22984880033247446 0.774155652280895 307.023 306.14300000000003 307.39099999999996 0.3055971137585292 0.20002382661370577 0.46950002335629404
106 2212.0 311.317 310.69849999999997 312.209 0.42037845467063806 0.22720296175334426 0.7902184571187438 307.023 306.23850000000004 307.41949999999997 0.3230019510671725 0.1991077308776204 0.48284712974485033
107 2214.0 311.317 310.69849999999997 312.209 0.4123980980370696 0.23020717603991592 0.7715779149921727 307.023 306.23850000000004 307.3725 0.3254444769521268 0.19336059217043405 0.4935035007922597
108 2216.0 311.258 310.69849999999997 312.209 0.41651637508753075 0.2183478578561402 0.7480027898990422 307.023 306.23850000000004 307.3725 0.3263391752162127 0.1940573306885418 0.5042580451669316
109 2218.0 311.243 310.6725 312.154 0.40420278739743837 0.23129869951673732 0.6532743311688788 307.023 306.23850000000004 307.3725 0.3030166864600641 0.209077418050943 0.5162063984328298
110 2220.0 311.258 310.7015 312.185 0.41354635419222135 0.208899939642955 0.6841253608876118 307.023 306.23850000000004 307.3725 0.3062761576123576 0.19969547152814532 0.49019378812074
111 2222.0 311.243 310.6725 312.185 0.41375450903251126 0.2084916663628929 0.6490561020726735 307.0 306.23850000000004 307.3485 0.3195707176125374 0.20558098145998166 0.5211084482195595
112 2224.0 311.243 310.6725 312.154 0.41340082493316943 0.20942005557588728 0.6460673363674109 307.023 306.14300000000003 307.41949999999997 0.32865758785883553 0.20815968299877047 0.5281333562131096
113 2226.0 311.258 310.6725 312.185 0.3923256359538565 0.2169661389071454 0.6766630768150877 307.0 306.14300000000003 307.41949999999997 0.3261864483299365 0.22041079059188393 0.5279071685964953
114 2228.0 311.258 310.6725 312.185 0.4038125863755259 0.21393240759836138 0.6801364214985646 306.995 306.14300000000003 307.3725 0.30741614397625067 0.1952246700403128 0.5341430325967489
115 2230.0 311.317 310.6725 312.185 0.35784260558586184 0.20925782758021422 0.691506076978442 306.995 306.1975 307.3725 0.3136389332178501 0.19756527421813252 0.5209709705010883
116 2232.0 311.317 310.6725 312.25800000000004 0.3629124013972608 0.22454278477531958 0.6500793990721805 306.883 306.059 307.356 0.32211759585399324 0.2017576159258197 0.5004248417238483
117 2234.0 311.317 310.6725 312.25800000000004 0.3734601294315356 0.21512078687554523 0.6440060794545007 306.883 306.059 307.356 0.31645369101868287 0.21119392111049828 0.5162315889850876
118 2236.0 311.258 310.67600000000004 312.18899999999996 0.3828152877017176 0.21494867577386195 0.5904702497440054 306.883 306.016 307.356 0.31454760615189803 0.2131993258156226 0.48965119992513034
119 2238.0 311.258 310.67600000000004 312.18899999999996 0.36938550110864876 0.2214891192456946 0.6611982787859157 306.883 306.059 307.356 0.3347176537019874 0.19342287142237075 0.49305651909763704
120 2240.0 311.243 310.589 312.25800000000004 0.3607685066221208 0.21657966681605728 0.6505193887474274 306.846 306.059 307.3215 0.322615125639888 0.18986740544382807 0.4940407050626977
121 2242.0 311.299 310.65650000000005 312.25800000000004 0.36129177572428656 0.23060015199481043 0.6264085210056454 306.795 306.016 307.3215 0.32101718240931526 0.1825921553306441 0.5113759172111838
122 2244.0 311.243 310.664 312.27049999999997 0.3703772534486405 0.2289845654211891 0.6243399309013997 306.795 306.016 307.3215 0.30434292085739145 0.18114633324625246 0.5047481791590407
123 2246.0 311.243 310.679 312.27049999999997 0.3457271304537486 0.2432228636635543 0.6418680368582613 306.795 305.9825 307.356 0.31835623996788426 0.18861991580930815 0.5194902888663917
124 2248.0 311.299 310.65650000000005 312.25800000000004 0.3330845841752655 0.23383799125368374 0.6485360829169285 306.795 305.952 307.356 0.3123621984693148 0.1933999927373285 0.5324173744355444
125 2250.0 311.299 310.65650000000005 312.25800000000004 0.35470536220708654 0.23221634305498662 0.6612409605512279 306.829 305.952 307.356 0.2839213818450958 0.18208796491340085 0.5206491833706228
126 2252.0 311.299 310.65650000000005 312.25800000000004 0.3695438525350774 0.24296448728675 0.6324485054631049 306.829 305.9825 307.356 0.29611924505033943 0.190959757510259 0.5202767466117469
127 2254.0 311.299 310.67100000000005 312.25800000000004 0.3661631658879107 0.25399016816136577 0.6570374239634587 306.829 305.9825 307.3825 0.2727418547961402 0.1939265735913942 0.5271789547534947
128 2256.0 311.454 310.679 312.25800000000004 0.35637059953490413 0.23910232715952584 0.6599789972598091 306.829 305.9825 307.356 0.28189301591167815 0.18791177542746945 0.5238679765187804
129 2258.0 311.454 310.69 312.25800000000004 0.3672982552823051 0.23332105836189052 0.6675259826424227 306.829 305.952 307.356 0.27593940108803744 0.18653394536028756 0.5474179940429615
130 2260.0 311.454 310.697 312.25800000000004 0.39004250612558516 0.2419608403781301 0.688456451810258 306.829 305.952 307.356 0.2832654583815053 0.18674433653005526 0.5704588713009711
131 2262.0 311.465 310.74249999999995 312.289 0.42041661326908897 0.21746749001331184 0.6761442447241279 306.829 305.952 307.3215 0.30230077257011573 0.19826707099180463 0.5819145727912169
132 2264.0 311.465 310.79549999999995 312.289 0.38918084016833343 0.22127758826540933 0.7107258816396704 306.829 305.952 307.3215 0.29393245015409936 0.1903332635212327 0.5618519707305181
133 2266.0 311.454 310.79549999999995 312.289 0.4328296053402741 0.22669340568937113 0.684293149249398 306.829 305.952 307.30499999999995 0.30289660668030277 0.18804090461504502 0.5576292611291813
134 2268.0 311.454 310.79549999999995 312.369 0.4074466861098918 0.2117177266584203 0.6899447371158947 306.829 305.85299999999995 307.30499999999995 0.31444402346228784 0.1947000167418233 0.5503697396406579
135 2270.0 311.465 310.79549999999995 312.3755 0.4254811814488242 0.215403975319437 0.6885711063174093 306.795 305.75424999999996 307.3215 0.3135031511047565 0.16460083466075298 0.5574317953876528
136 2272.0 311.454 310.79549999999995 312.3755 0.41056289483734787 0.20406230521644386 0.6673569483740072 306.795 305.67 307.3215 0.3162097530544716 0.16414933036471757 0.5855415990340223
137 2274.0 311.465 310.79549999999995 312.3755 0.40821550052164274 0.19538374253979368 0.6714710112735843 306.795 305.67 307.30499999999995 0.32358685731516196 0.17617354426913 0.60722540526769
138 2276.0 311.454 310.74249999999995 312.3755 0.4228726365108295 0.1927731088779833 0.6785580442327166 306.756 305.64 307.30499999999995 0.32753972001363363 0.177868226440888 0.5967201036854843
139 2278.0 311.454 310.74249999999995 312.3755 0.4284038716812729 0.19463007539485194 0.6933043544717548 306.756 305.64 307.28999999999996 0.3293438703400871 0.18310561847871776 0.6001673514588911
140 2280.0 311.454 310.74249999999995 312.3755 0.4163801499568882 0.19548243123046588 0.699073465970852 306.756 305.67 307.28999999999996 0.35206870361524445 0.18305791780396097 0.6496211144774398
141 2282.0 311.454 310.74249999999995 312.3755 0.4398441130815865 0.20062176494021908 0.7057228572457204 306.756 305.67 307.28999999999996 0.3606912150919285 0.18925673011974398 0.6803090900802955
142 2284.0 311.454 310.74249999999995 312.481 0.4292867816609514 0.20160558160456774 0.7151733164177153 306.756 305.67 307.28999999999996 0.36670982402182717 0.19743147296383368 0.7087587826518837
143 2286.0 311.465 310.74249999999995 312.45500000000004 0.4297224280868267 0.19317450012122783 0.7092798408611869 306.756 305.67 307.28999999999996 0.3764755009281214 0.2170896224168191 0.692385535544346
144 2288.0 311.454 310.74249999999995 312.481 0.4273407024139999 0.21587783239927577 0.6684421146007101 306.756 305.595 307.28999999999996 0.385643021098179 0.20494079071701624 0.6684243259055964
145 2290.0 311.513 310.74249999999995 312.3755 0.4370107253619361 0.20480643260515227 0.7414293128655665 306.731 305.595 307.28999999999996 0.38034752454834847 0.21669162834930372 0.6327996054160537
146 2292.0 311.56 310.74249999999995 312.5065 0.4663559631582413 0.19943163104853068 0.7253084078021523 306.731 305.595 307.28999999999996 0.4048779378496058 0.2174660325046108 0.6280015979731088
147 2294.0 311.56 310.758 312.3755 0.4283385537505422 0.19941496206176557 0.7292078193928037 306.641 305.52 307.28999999999996 0.3735213781817091 0.21510618852204755 0.6106547781420548
148 2296.0 311.56 310.758 312.5325 0.41103202592398613 0.21855869462510086 0.7206006449614832 306.445 305.52 307.2715 0.3789601187394284 0.22695649799589923 0.6579442022287263
149 2298.0 311.56 310.758 312.481 0.43650557174548993 0.21009627648908846 0.7354616854850191 306.445 305.52 307.2715 0.4234854190822216 0.23718950461578459 0.6690974270269339
150 2300.0 311.56 310.8175 312.5325 0.4115875104257031 0.21170302478349995 0.7602147945808537 306.445 305.52 307.2715 0.4137070313479549 0.25749618936995333 0.6475800114961598
