	time	range_hot	range_cold
0	2000	77	67
1	2002	77	67
2	2004	77	67
3	2006	77	66
4	2008	78	66
5	2014	78	66
6	2016	78	66
7	2018	78	66
8	2020	78	66
9	2022	78	66
10	2026	79	65
11	2028	79	65
12	2032	79	65
13	2034	79	65
14	2036	79	65
15	2044	79	65
16	2046	79	65
17	2048	79	64
18	2050	79	64
19	2052	79	64
20	2054	79	64
21	2056	79	64
22	2058	80	64
23	2062	80	64
24	2064	80	64
25	2068	80	64
26	2070	80	63
27	2072	80	64
28	2074	80	64
29	2078	81	63
30	2080	81	63
31	2082	81	63
32	2084	81	63
33	2086	81	63
34	2088	81	63
35	2092	81	63
36	2094	81	63
37	2096	81	63
38	2100	82	63
39	2102	82	63
40	2106	82	62
41	2110	82	62
42	2112	82	62
43	2114	82	62
44	2118	82	62
45	2120	82	62
46	2122	82	62
47	2124	82	61
48	2128	83	61
49	2130	83	61
50	2132	83	61
51	2140	83	61
52	2142	83	61
53	2144	83	61
54	2146	83	61
55	2148	83	61
56	2150	83	61
57	2152	83	61
58	2154	83	61
59	2156	84	60
60	2158	84	60
61	2162	84	60
62	2164	84	60
63	2166	84	60
64	2170	84	60
65	2172	84	60
66	2174	84	60
67	2176	85	60
68	2178	85	59
69	2180	85	59
70	2182	85	59
71	2184	85	59
72	2188	85	59
73	2192	85	59
74	2194	85	59
75	2196	85	59
76	2198	85	59
77	2202	85	59
78	2204	85	59
79	2206	85	59
80	2208	85	59
81	2210	85	58
82	2212	85	58
83	2214	86	58
84	2220	86	58
85	2230	86	57
86	2232	86	57
87	2234	86	57
88	2236	86	57
89	2238	86	57
90	2240	86	57
91	2242	86	56
92	2244	86	56
93	2248	86	56
94	2250	86	56
95	2252	87	56
96	2254	86	56
97	2256	86	56
98	2258	87	56
99	2260	87	56
100	2264	87	56
101	2266	87	56
102	2268	87	56
103	2270	87	56
104	2272	87	56
105	2274	87	56
106	2276	87	56
107	2278	87	56
108	2280	87	55
109	2284	87	55
110	2286	87	55
111	2288	87	55
112	2290	87	55
113	2292	87	55
114	2296	87	55
115	2298	87	55
116	2300	87	55
117	2302	87	54
118	2304	87	54
119	2306	87	54
120	2308	87	54
121	2310	87	54
122	2312	88	54
123	2314	88	54
124	2320	88	54
125	2322	88	54
126	2324	88	54
127	2326	88	54
128	2328	88	54
129	2330	88	54
130	2332	88	54
131	2334	88	54
132	2336	88	54
133	2338	88	54
134	2340	88	54
135	2342	88	54
136	2344	90	54
137	2346	90	54
138	2348	90	54
139	2350	90	53
140	2352	90	53
141	2354	90	53
142	2356	90	53
143	2358	90	53
144	2360	90	53
145	2362	90	53
146	2364	90	53
147	2366	90	53
148	2368	90	53
149	2370	90	53
150	2372	91	52
151	2374	91	52
152	2376	91	52
153	2378	91	52
154	2380	90	52
155	2382	90	52
156	2384	91	52
157	2386	91	52
158	2390	91	51
159	2392	91	51
160	2394	91	51
161	2400	90	51
162	2402	90	51
163	2404	90	51
164	2406	90	51
165	2408	90	51
166	2410	90	51
167	2412	90	51
168	2414	90	51
169	2416	91	51
170	2418	91	51
171	2420	91	51
172	2424	91	51
173	2426	91	51
174	2428	91	51
175	2430	91	51
176	2434	91	51
177	2436	91	50
178	2438	91	50
179	2442	91	50
180	2444	91	50
181	2448	91	50
182	2450	91	50
183	2452	91	50
184	2454	91	50
185	2456	91	50
186	2458	91	50
187	2460	91	50
188	2462	91	50
189	2464	91	50
190	2466	91	50
191	2470	91	50
192	2472	91	50
193	2474	91	50
194	2478	91	49
195	2480	91	49
196	2482	91	49
197	2484	91	49
198	2486	91	49
199	2488	91	49
200	2490	91	49
201	2492	91	49
202	2494	91	49
203	2496	92	49
204	2498	92	49
205	2500	92	49
206	2502	92	49
207	2504	92	49
208	2506	92	49
209	2510	92	49
210	2512	92	49
211	2514	92	49
212	2516	92	48
213	2518	92	48
214	2520	92	48
215	2522	92	48
216	2524	92	48
217	2526	92	48
218	2528	92	48
219	2530	92	48
220	2532	92	48
221	2534	92	48
222	2536	92	48
223	2538	92	47
224	2540	92	47
225	2542	92	47
226	2544	92	47
227	2546	92	47
228	2548	92	47
229	2550	92	47
230	2554	92	47
231	2558	92	47
232	2560	92	47
233	2562	92	47
234	2564	92	47
235	2566	92	47
236	2570	92	47
237	2572	92	47
238	2574	92	47
239	2576	93	47
240	2578	92	47
241	2580	92	47
242	2582	93	47
243	2584	93	47
244	2586	93	47
245	2590	92	47
246	2592	92	47
247	2594	92	47
248	2598	92	47
249	2600	92	46
250	2604	92	47
251	2606	93	47
252	2608	93	46
