	time	range_hot	range_cold
0	2000	77	67
1	2002	77	67
2	2004	77	66
3	2006	78	66
4	2008	78	66
5	2010	78	66
6	2012	78	66
7	2014	78	66
8	2020	78	66
9	2022	78	65
10	2024	78	65
11	2026	78	65
12	2028	78	65
13	2030	78	65
14	2032	78	65
15	2034	79	65
16	2036	79	65
17	2038	79	65
18	2040	79	65
19	2042	79	65
20	2044	79	65
21	2046	79	65
22	2048	79	65
23	2050	79	64
24	2054	79	64
25	2056	80	64
26	2060	80	64
27	2064	80	64
28	2066	80	64
29	2068	80	64
30	2070	80	63
31	2072	80	63
32	2074	80	63
33	2076	80	63
34	2078	81	63
35	2080	81	63
36	2082	81	63
37	2086	81	63
38	2090	81	62
39	2092	81	62
40	2094	81	62
41	2096	81	62
42	2098	82	62
43	2106	82	62
44	2108	82	62
45	2112	82	62
46	2114	82	62
47	2116	82	61
48	2118	82	61
49	2120	82	61
50	2124	83	61
51	2126	83	61
52	2128	83	61
53	2130	83	61
54	2132	83	61
55	2134	83	61
56	2136	83	61
57	2138	83	61
58	2140	83	60
59	2142	83	60
60	2144	83	60
61	2146	83	60
62	2148	83	60
63	2152	83	60
64	2154	83	60
65	2156	84	60
66	2158	84	60
67	2160	84	60
68	2162	84	60
69	2164	84	60
70	2166	84	60
71	2168	84	60
72	2170	84	60
73	2172	84	60
74	2178	84	60
75	2182	84	59
76	2184	84	59
77	2186	84	59
78	2190	84	59
79	2192	84	59
80	2194	84	59
81	2196	84	59
82	2198	84	59
83	2204	85	58
84	2206	85	59
85	2210	85	58
86	2212	85	58
87	2214	85	58
88	2216	86	58
89	2222	86	58
90	2226	86	58
91	2230	86	58
92	2234	86	58
93	2238	86	58
94	2240	86	57
95	2242	87	57
96	2246	87	57
97	2248	87	57
98	2250	86	57
99	2254	87	57
100	2258	87	57
101	2260	87	57
102	2262	87	57
103	2264	87	56
104	2266	87	56
105	2268	87	56
106	2270	87	56
107	2272	87	56
108	2274	87	56
109	2276	87	56
110	2278	87	56
111	2280	87	56
112	2282	87	56
113	2284	88	56
114	2290	88	56
115	2292	88	56
116	2294	88	56
117	2298	88	55
118	2300	88	55
119	2302	88	55
120	2304	88	55
121	2306	88	55
122	2308	88	55
123	2310	88	55
124	2312	88	55
125	2314	88	55
126	2316	88	55
127	2318	88	55
128	2320	88	54
129	2322	88	54
130	2324	89	54
131	2326	89	54
132	2328	89	54
133	2330	89	54
134	2332	89	54
135	2334	88	54
136	2336	88	54
137	2338	89	53
138	2342	89	53
139	2344	89	53
140	2346	89	53
141	2350	89	53
142	2354	89	53
143	2356	89	53
144	2360	89	53
145	2364	89	53
146	2366	89	53
147	2368	89	52
148	2370	89	52
149	2374	89	52
150	2378	89	52
151	2380	89	52
152	2382	89	52
153	2384	89	52
154	2388	89	51
155	2390	89	51
156	2392	89	51
157	2394	90	52
158	2396	90	52
159	2398	90	51
160	2400	90	51
161	2402	90	51
162	2404	90	51
163	2406	90	51
164	2408	90	51
165	2410	90	51
166	2412	90	51
167	2414	90	51
168	2416	90	51
169	2418	90	51
170	2420	90	51
171	2424	90	51
172	2426	90	50
173	2428	90	50
174	2430	90	50
175	2434	90	50
176	2436	90	50
177	2438	91	50
178	2440	90	50
179	2442	90	50
180	2444	90	50
181	2446	90	50
182	2448	90	50
183	2450	90	50
184	2452	90	50
185	2454	90	50
186	2456	90	50
187	2458	90	50
188	2466	90	50
189	2468	90	50
190	2470	91	50
191	2472	91	50
192	2474	91	49
193	2476	91	49
194	2478	91	49
195	2482	91	49
196	2486	91	49
197	2490	91	49
198	2492	90	49
199	2494	90	49
200	2496	90	49
201	2502	91	48
202	2504	91	49
203	2508	91	49
204	2510	91	48
205	2512	91	48
206	2514	91	48
207	2516	91	48
208	2518	91	48
209	2520	91	48
210	2522	91	48
211	2524	91	48
212	2528	91	48
213	2530	91	48
214	2532	91	48
215	2536	90	48
216	2540	90	48
217	2542	90	48
218	2544	90	48
219	2548	90	48
220	2550	90	48
221	2552	90	48
222	2554	90	48
223	2556	90	48
224	2558	90	48
225	2560	90	48
226	2564	90	48
227	2572	90	48
228	2580	91	48
229	2584	91	48
230	2586	91	48
231	2588	91	48
232	2592	91	47
233	2596	91	47
234	2600	91	47
235	2602	91	47
236	2604	91	47
237	2606	91	47
238	2608	91	47
239	2612	91	47
240	2614	91	47
241	2618	91	47
242	2620	91	47
243	2622	91	47
244	2624	91	47
245	2626	91	47
246	2628	91	47
247	2630	91	47
248	2632	91	47
249	2634	92	47
250	2636	92	47
251	2638	91	47
252	2640	91	47
