	time	range_hot	range_cold
0	2000	77	67
1	2002	77	67
2	2004	77	67
3	2006	78	67
4	2008	78	66
5	2010	78	66
6	2012	78	66
7	2014	78	66
8	2016	78	66
9	2018	78	66
10	2020	78	66
11	2022	78	66
12	2024	78	66
13	2026	78	66
14	2028	78	65
15	2030	79	64
16	2032	79	64
17	2034	79	64
18	2036	79	64
19	2038	79	64
20	2040	79	64
21	2046	79	63
22	2048	79	63
23	2050	79	63
24	2052	79	63
25	2054	79	63
26	2058	80	63
27	2060	80	63
28	2062	80	63
29	2064	80	63
30	2068	80	63
31	2070	80	62
32	2072	80	62
33	2074	80	62
34	2076	80	62
35	2078	80	62
36	2080	80	62
37	2082	80	62
38	2086	81	61
39	2088	81	61
40	2090	81	61
41	2092	81	61
42	2098	81	61
43	2100	81	61
44	2104	82	61
45	2106	82	61
46	2110	82	60
47	2114	82	60
48	2116	82	60
49	2118	82	60
50	2120	82	60
51	2122	82	60
52	2124	82	60
53	2126	82	60
54	2128	82	60
55	2130	82	59
56	2132	83	59
57	2134	83	59
58	2138	83	59
59	2144	83	59
60	2146	83	59
61	2148	83	59
62	2152	84	59
63	2154	84	59
64	2156	84	58
65	2160	84	58
66	2162	84	58
67	2164	84	58
68	2166	84	58
69	2168	84	58
70	2170	84	58
71	2172	84	58
72	2174	84	58
73	2176	84	58
74	2178	84	58
75	2180	84	58
76	2182	85	57
77	2184	85	57
78	2186	85	57
79	2188	85	57
80	2190	85	57
81	2192	85	57
82	2194	85	57
83	2196	85	57
84	2198	85	57
85	2200	85	57
86	2202	85	57
87	2204	85	57
88	2206	85	57
89	2208	85	56
90	2210	85	56
91	2212	85	56
92	2214	85	56
93	2216	85	56
94	2218	85	56
95	2220	85	55
96	2222	85	55
97	2224	85	55
98	2226	85	55
99	2230	85	55
100	2234	85	55
101	2236	85	55
102	2238	85	55
103	2240	86	55
104	2244	86	55
105	2246	86	55
106	2252	86	55
107	2254	86	55
108	2256	86	55
109	2258	86	54
110	2260	86	54
111	2262	86	54
112	2264	86	54
113	2266	86	54
114	2268	86	54
115	2270	86	54
116	2272	86	54
117	2274	86	54
118	2276	87	54
119	2278	87	54
120	2280	87	54
121	2282	87	53
122	2284	87	53
123	2286	87	53
124	2288	87	53
125	2290	87	53
126	2292	87	53
127	2296	87	53
128	2298	87	53
129	2300	87	53
130	2302	87	53
131	2306	87	53
132	2308	87	52
133	2314	87	52
134	2318	87	52
135	2320	87	52
136	2322	87	52
137	2326	87	52
138	2328	87	52
139	2330	87	52
140	2336	87	52
141	2340	87	52
142	2342	87	52
143	2346	87	51
144	2348	87	51
145	2350	87	51
146	2352	87	51
147	2354	88	51
148	2356	88	51
149	2358	88	51
150	2360	88	51
151	2362	88	51
152	2366	88	51
153	2370	88	51
154	2372	88	51
155	2374	88	51
156	2376	88	51
157	2380	88	51
158	2382	88	50
159	2384	88	50
160	2386	88	50
161	2388	88	50
162	2390	88	50
163	2392	88	50
164	2394	88	50
165	2396	88	50
166	2398	89	50
167	2400	88	50
168	2402	88	50
169	2404	88	50
170	2406	89	50
171	2410	89	50
172	2412	89	50
173	2416	89	50
174	2418	89	50
175	2420	89	50
176	2422	89	50
177	2428	89	50
178	2430	89	50
179	2432	89	50
180	2434	89	49
181	2438	89	49
182	2440	89	49
183	2442	89	49
184	2444	89	49
185	2446	89	49
186	2448	89	49
187	2450	89	49
188	2452	89	49
189	2454	89	49
190	2456	90	49
191	2458	90	49
192	2460	90	49
193	2462	90	49
194	2464	90	49
195	2466	90	49
196	2468	90	49
197	2470	90	49
198	2474	90	47
199	2476	91	49
200	2478	90	49
201	2480	91	49
202	2484	90	49
203	2486	91	49
204	2488	91	49
205	2490	91	48
206	2492	91	49
207	2494	91	49
208	2496	91	49
209	2498	91	49
210	2500	90	49
211	2502	91	49
212	2504	91	49
213	2506	91	49
214	2508	91	49
215	2512	90	49
216	2514	91	47
217	2516	91	47
218	2520	90	47
219	2522	90	47
220	2526	90	47
221	2530	90	47
222	2532	90	47
223	2536	90	47
224	2538	90	47
225	2542	90	47
226	2544	90	47
227	2548	90	47
228	2550	90	47
229	2552	90	47
230	2554	90	47
231	2558	90	47
232	2560	90	47
233	2562	90	47
234	2564	90	47
235	2566	90	47
236	2568	91	47
237	2572	91	47
238	2574	91	47
239	2576	91	47
240	2578	91	47
241	2580	91	47
242	2582	91	47
243	2584	91	47
244	2588	91	47
245	2592	91	47
246	2594	91	47
247	2596	91	47
248	2598	91	47
249	2600	91	46
250	2602	91	46
251	2604	91	46
252	2606	91	46
