	time	range_hot	range_cold
0	2000	77	67
1	2002	77	67
2	2004	77	66
3	2006	77	66
4	2012	78	66
5	2014	78	66
6	2020	78	66
7	2022	78	65
8	2024	78	65
9	2026	78	65
10	2028	78	65
11	2030	79	65
12	2032	79	65
13	2034	79	65
14	2036	79	65
15	2038	79	65
16	2040	79	65
17	2042	80	65
18	2044	80	65
19	2046	80	65
20	2054	80	64
21	2056	80	64
22	2058	80	64
23	2060	80	64
24	2062	80	64
25	2064	81	64
26	2066	82	64
27	2068	82	64
28	2070	82	63
29	2074	82	63
30	2076	82	63
31	2078	82	63
32	2080	82	63
33	2082	82	63
34	2084	82	63
35	2086	82	63
36	2088	82	63
37	2090	82	63
38	2092	83	63
39	2096	83	63
40	2098	83	63
41	2100	83	62
42	2102	83	62
43	2104	83	62
44	2106	84	62
45	2110	84	62
46	2112	84	62
47	2114	84	62
48	2116	84	61
49	2120	84	61
50	2122	84	61
51	2124	84	61
52	2126	84	61
53	2128	84	61
54	2130	84	61
55	2132	84	61
56	2136	84	61
57	2138	84	61
58	2142	84	60
59	2144	85	60
60	2146	85	60
61	2148	84	60
62	2150	84	60
63	2156	85	60
64	2158	85	60
65	2160	85	59
66	2162	85	59
67	2164	85	59
68	2166	85	59
69	2168	85	59
70	2170	85	59
71	2172	85	59
72	2174	85	59
73	2176	85	59
74	2178	85	59
75	2180	85	59
76	2182	85	59
77	2184	85	59
78	2186	85	59
79	2190	85	58
80	2196	86	58
81	2200	86	58
82	2204	86	58
83	2206	86	57
84	2208	86	57
85	2210	87	57
86	2212	87	57
87	2214	87	57
88	2218	86	57
89	2220	86	57
90	2222	86	57
91	2226	86	57
92	2228	86	57
93	2230	86	57
94	2232	88	57
95	2234	88	57
96	2238	88	57
97	2240	88	57
98	2242	88	56
99	2244	88	56
100	2246	88	56
101	2248	88	56
102	2250	88	56
103	2252	88	56
104	2256	88	56
105	2258	88	56
106	2260	88	56
107	2262	88	56
108	2264	88	56
109	2266	88	56
110	2268	88	56
111	2270	88	56
112	2272	88	56
113	2274	89	55
114	2276	88	55
115	2278	88	55
116	2280	89	55
117	2282	88	55
118	2284	89	55
119	2286	89	55
120	2292	88	55
121	2294	88	55
122	2298	88	54
123	2300	88	54
124	2302	88	54
125	2304	88	54
126	2306	88	54
127	2314	88	54
128	2316	88	54
129	2320	89	54
130	2322	89	54
131	2328	89	54
132	2330	89	54
133	2332	89	54
134	2334	89	54
135	2336	89	53
136	2338	89	53
137	2340	89	53
138	2342	89	53
139	2344	89	53
140	2346	89	53
141	2348	89	53
142	2350	89	53
143	2354	89	53
144	2356	89	53
145	2358	89	53
146	2360	89	53
147	2362	89	53
148	2366	89	53
149	2368	89	52
150	2370	89	52
151	2372	89	52
152	2374	89	52
153	2376	89	52
154	2378	89	52
155	2380	89	52
156	2384	89	52
157	2386	90	52
158	2388	90	52
159	2390	90	52
160	2392	90	52
161	2394	90	52
162	2396	90	52
163	2398	90	52
164	2400	90	52
165	2402	90	52
166	2404	90	52
167	2406	90	52
168	2410	90	52
169	2414	90	52
170	2416	90	52
171	2418	90	52
172	2420	90	51
173	2422	90	51
174	2424	90	51
175	2426	90	51
176	2428	90	51
177	2430	91	51
178	2432	91	51
179	2436	91	51
180	2438	91	51
181	2440	91	51
182	2444	91	51
183	2446	91	51
184	2448	91	51
185	2450	91	51
186	2452	91	51
187	2454	91	51
188	2456	91	51
189	2458	91	51
190	2460	91	50
191	2466	90	50
192	2468	90	50
193	2470	90	50
194	2474	90	50
195	2476	90	50
196	2478	90	50
197	2482	90	50
198	2484	90	50
199	2486	90	50
200	2488	90	50
201	2490	90	50
202	2492	90	50
203	2494	90	50
204	2498	90	50
205	2500	90	50
206	2504	91	50
207	2506	91	50
208	2508	91	50
209	2510	91	50
210	2514	91	49
211	2516	91	49
212	2518	91	49
213	2520	90	49
214	2522	90	49
215	2524	91	50
216	2526	91	50
217	2528	91	49
218	2532	91	49
219	2536	91	49
220	2538	91	49
221	2540	91	49
222	2542	91	49
223	2544	91	49
224	2546	91	49
225	2550	91	49
226	2558	91	49
227	2560	91	49
228	2564	91	48
229	2566	91	48
230	2568	91	48
231	2570	91	48
232	2574	91	48
233	2576	91	48
234	2578	91	48
235	2580	91	48
236	2582	91	48
237	2586	91	48
238	2588	91	48
239	2590	91	48
240	2592	91	48
241	2596	91	48
242	2600	91	48
243	2602	91	48
244	2604	91	48
245	2606	91	47
246	2610	91	47
247	2612	91	47
248	2614	91	47
249	2616	91	47
250	2620	91	47
251	2624	91	47
252	2626	91	47
