	time	range_hot	range_cold
0	2000	77	67
1	2002	77	67
2	2004	77	67
3	2006	78	67
4	2012	78	66
5	2016	78	66
6	2018	78	66
7	2020	78	66
8	2022	79	66
9	2024	79	66
10	2026	79	66
11	2030	79	65
12	2032	80	65
13	2034	80	65
14	2036	80	65
15	2040	80	65
16	2044	80	65
17	2046	80	64
18	2050	80	64
19	2054	80	64
20	2056	80	64
21	2058	80	64
22	2062	81	64
23	2066	81	64
24	2068	81	63
25	2070	81	63
26	2072	81	63
27	2074	81	63
28	2076	81	63
29	2078	81	63
30	2082	81	63
31	2084	82	63
32	2086	82	63
33	2088	82	63
34	2090	82	63
35	2092	82	62
36	2094	82	62
37	2096	82	62
38	2100	82	62
39	2102	82	62
40	2104	82	62
41	2106	82	62
42	2108	82	62
43	2110	82	62
44	2112	82	61
45	2114	82	61
46	2118	82	61
47	2124	83	61
48	2126	83	61
49	2128	83	60
50	2130	83	60
51	2132	83	60
52	2134	83	60
53	2136	83	60
54	2140	83	60
55	2142	83	60
56	2144	83	60
57	2146	83	60
58	2150	83	60
59	2154	84	60
60	2158	84	59
61	2160	84	59
62	2162	84	59
63	2166	84	59
64	2168	84	59
65	2172	84	59
66	2174	84	59
67	2176	85	59
68	2178	85	59
69	2180	85	59
70	2182	85	59
71	2186	85	59
72	2188	85	58
73	2192	85	58
74	2198	85	58
75	2200	85	58
76	2202	85	58
77	2204	85	58
78	2206	85	57
79	2208	85	57
80	2210	85	57
81	2212	85	57
82	2218	86	57
83	2220	86	57
84	2222	87	57
85	2226	87	57
86	2228	87	57
87	2234	87	57
88	2236	87	57
89	2238	87	57
90	2240	87	57
91	2242	87	57
92	2248	87	56
93	2250	87	56
94	2252	87	56
95	2254	87	56
96	2256	87	56
97	2260	87	56
98	2262	87	56
99	2264	87	56
100	2266	87	56
101	2268	87	56
102	2270	87	56
103	2272	87	56
104	2274	87	56
105	2276	87	55
106	2280	88	55
107	2282	88	55
108	2284	88	55
109	2286	88	55
110	2288	88	55
111	2290	88	55
112	2292	88	55
113	2294	88	55
114	2296	88	55
115	2298	88	55
116	2300	88	55
117	2302	88	55
118	2304	88	55
119	2306	88	55
120	2308	88	55
121	2310	88	55
122	2314	88	54
123	2318	88	54
124	2320	89	54
125	2324	89	54
126	2328	90	54
127	2330	89	54
128	2332	89	54
129	2334	89	54
130	2336	89	54
131	2338	89	54
132	2342	90	53
133	2344	90	53
134	2346	90	53
135	2348	90	53
136	2350	90	53
137	2352	90	53
138	2354	90	53
139	2356	90	53
140	2358	90	53
141	2360	90	53
142	2362	90	53
143	2364	90	53
144	2366	90	53
145	2368	90	53
146	2372	90	53
147	2374	90	53
148	2376	90	53
149	2378	90	53
150	2380	91	53
151	2382	90	52
152	2384	90	52
153	2386	90	52
154	2388	90	52
155	2390	90	52
156	2392	90	52
157	2394	90	52
158	2396	90	52
159	2398	90	52
160	2402	90	52
161	2404	90	52
162	2408	90	52
163	2410	90	52
164	2414	90	52
165	2416	90	52
166	2418	90	52
167	2420	91	52
168	2422	91	52
169	2424	91	52
170	2426	91	52
171	2428	91	52
172	2430	91	52
173	2432	91	52
174	2436	91	52
175	2438	91	52
176	2442	91	51
177	2444	91	51
178	2446	91	51
179	2448	91	51
180	2450	91	51
181	2452	91	51
182	2454	91	51
183	2456	91	51
184	2458	91	51
185	2466	91	51
186	2468	91	51
187	2470	91	50
188	2472	91	50
189	2476	91	50
190	2480	91	50
191	2482	91	50
192	2484	91	50
193	2486	91	50
194	2488	91	50
195	2490	91	50
196	2492	91	50
197	2494	91	50
198	2496	91	50
199	2498	91	50
200	2502	91	50
201	2504	91	50
202	2506	91	49
203	2510	91	49
204	2514	91	49
205	2516	91	49
206	2518	91	49
207	2520	91	49
208	2524	91	49
209	2526	91	49
210	2528	91	49
211	2530	91	49
212	2536	91	49
213	2538	91	49
214	2540	91	49
215	2542	91	49
216	2544	91	49
217	2546	91	49
218	2548	91	49
219	2550	91	49
220	2552	91	48
221	2554	91	48
222	2558	91	48
223	2560	91	48
224	2564	91	48
225	2566	91	48
226	2570	90	48
227	2572	90	48
228	2574	91	48
229	2576	91	48
230	2578	91	48
231	2580	90	48
232	2582	91	48
233	2584	90	48
234	2586	90	48
235	2588	90	48
236	2590	91	48
237	2592	91	48
238	2596	90	48
239	2598	90	48
240	2600	90	47
241	2602	90	47
242	2604	90	47
243	2606	90	47
244	2608	90	47
245	2610	91	47
246	2612	90	47
247	2614	91	47
248	2620	91	47
249	2622	91	47
250	2626	92	47
251	2628	92	47
252	2630	92	47
