 time_step hot_dSr q_25_hot_br_dSr q_75_hot_br_dSr hot_wr_dSr q_25_hot_wr_dSr q_75_hot_wr_dSr cold_dSr q_25_cold_br_dSr q_75_cold_br_dSr cold_wr_dSr q_25_cold_wr_dSr q_75_cold_wr_dSr
108 2216.0 -0.008814655 -0.009144695 -0.0085868525 9.155448332078976e-09 5.8053896248898016e-09 1.6190677883669043e-08 -0.009123035 -0.009266825 -0.008714412500000001 1.6926651670163972e-08 8.901651215520943e-09 3.4125945505298097e-08
109 2218.0 -0.00881968 -0.009144695 -0.008589280000000001 9.73606937629547e-09 6.4715743337422076e-09 1.6808843101561492e-08 -0.009139769999999998 -0.00928186 -0.0087477675 1.6789890386141987e-08 9.184595595349368e-09 3.473840514565845e-08
110 2220.0 -0.00881968 -0.009145467499999999 -0.008580220000000001 1.0119519781111962e-08 5.793229314507717e-09 1.8748141486698404e-08 -0.009139769999999998 -0.00928186 -0.008714412500000001 1.6704354390686495e-08 9.592330772494475e-09 3.2278177548253047e-08
111 2222.0 -0.008810215 -0.009145467499999999 -0.0085802375 1.06252355471148e-08 6.557523107472809e-09 1.9099761442122127e-08 -0.009139769999999998 -0.00928186 -0.008714412500000001 1.6365077679793812e-08 9.206755822840749e-09 3.225905101483738e-08
112 2224.0 -0.008810215 -0.009144695 -0.0085802375 1.0012522261989443e-08 5.6487639278342155e-09 1.7231961629683475e-08 -0.009123035 -0.0092820825 -0.008714412500000001 1.4808463800518081e-08 9.063088598457081e-09 3.3983822061213454e-08
113 2226.0 -0.008810215 -0.009144695 -0.008559032500000001 1.0020693642726657e-08 6.18738318141355e-09 1.8009938467823947e-08 -0.009123035 -0.0092820825 -0.008714412500000001 1.557381081906461e-08 7.823851378596588e-09 3.419852339871714e-08
114 2228.0 -0.008810215 -0.009144695 -0.0085576425 1.0304069015459433e-08 6.267089667171832e-09 1.9030755280480758e-08 -0.009123035 -0.0092820825 -0.008714412500000001 1.518381441566305e-08 7.513581193072712e-09 3.7960622686911034e-08
115 2230.0 -0.008810215 -0.009124542499999999 -0.0085802375 1.0729502716964475e-08 6.2852179275727154e-09 1.9146879103215693e-08 -0.009123035 -0.0092820825 -0.008714412500000001 1.50685922890498e-08 7.503891810443912e-09 3.301484327947587e-08
116 2232.0 -0.00880196 -0.009099175000000001 -0.008559032500000001 1.0689740396976035e-08 7.064510444640086e-09 1.9698432207266495e-08 -0.0091184325 -0.0092820825 -0.008714412500000001 1.3403216432021459e-08 7.445905840860223e-09 3.4020496454712435e-08
117 2234.0 -0.008797224999999999 -0.009099175000000001 -0.008559032500000001 1.1350635193535246e-08 6.900310345617958e-09 2.120922807314751e-08 -0.009139769999999998 -0.0092839425 -0.008714412500000001 1.4800116315128626e-08 7.651102807541032e-09 3.180950216240535e-08
118 2236.0 -0.008797224999999999 -0.009099175000000001 -0.0085576425 1.0789838933462033e-08 6.905287589858884e-09 1.9579355536111836e-08 -0.009123035 -0.00928186 -0.008714412500000001 1.6471220505087546e-08 8.40897967167182e-09 3.127076452910233e-08
119 2238.0 -0.008797224999999999 -0.009099175000000001 -0.0085576425 1.0559087873255105e-08 7.0266231875788355e-09 1.9648150788696587e-08 -0.009123035 -0.009266825 -0.008714412500000001 1.6061690917975847e-08 8.157891268873332e-09 3.0588824296968104e-08
120 2240.0 -0.008793155 -0.009096745 -0.0085576425 1.0929563336153326e-08 7.0275759248504385e-09 1.9716738570094115e-08 -0.009158065 -0.00928186 -0.008710215 1.6436811123592943e-08 8.245407459521829e-09 3.098225915692033e-08
121 2242.0 -0.008772305000000001 -0.0091276375 -0.008548935 1.0571160163290893e-08 6.161571215443629e-09 1.8083407633504228e-08 -0.009163345 -0.0092862825 -0.0087708525 1.6542626891640883e-08 8.474191346673466e-09 3.387743471993285e-08
122 2244.0 -0.008772305000000001 -0.0091276375 -0.008548935 1.100257042101894e-08 6.793203553102954e-09 1.8196613657958147e-08 -0.009163345 -0.0092862825 -0.008714412500000001 1.6809240923736657e-08 8.762844138227645e-09 3.629527051928335e-08
123 2246.0 -0.008772305000000001 -0.0091276375 -0.0085184975 1.1222091289605416e-08 5.997473944361497e-09 1.9830235432774062e-08 -0.009141485 -0.009291795 -0.00877291 1.5861021593480406e-08 8.885398425592706e-09 3.705875871478035e-08
124 2248.0 -0.008772305000000001 -0.0091276375 -0.0085184975 1.260858344032051e-08 6.355642790217151e-09 2.0357235248064445e-08 -0.009123035 -0.009291795 -0.0087673625 1.691604399577949e-08 8.645514263615264e-09 3.808642025602284e-08
125 2250.0 -0.008772305000000001 -0.0091276375 -0.0085184975 1.1852333831115202e-08 6.32073474906197e-09 1.97493524598461e-08 -0.009104025 -0.0092820825 -0.0087673625 1.5851202859988957e-08 9.370502747799557e-09 3.474167611649433e-08
126 2252.0 -0.008772305000000001 -0.0091276375 -0.0085184975 1.280642194264404e-08 6.417467092223006e-09 2.1028571021740968e-08 -0.009104025 -0.0092820825 -0.008721537500000001 1.586420448784466e-08 9.163423185943492e-09 3.5043681306601085e-08
127 2254.0 -0.008785155 -0.0091276375 -0.008463695 1.2785313990720052e-08 6.881213209875652e-09 1.9921006332842674e-08 -0.009104025 -0.0092820825 -0.008721537500000001 1.5292089083942845e-08 9.322370767060133e-09 3.4633398020396266e-08
128 2256.0 -0.008772305000000001 -0.0091276375 -0.008463695 1.2528583155395805e-08 6.977384624462504e-09 1.922608179598676e-08 -0.00908221 -0.0092820825 -0.0087673625 1.5895600177712343e-08 8.889938927222472e-09 3.6187845329516436e-08
129 2258.0 -0.008772305000000001 -0.009149875 -0.008463695 1.2545039671969058e-08 6.792849655473497e-09 2.0224127811942894e-08 -0.00908221 -0.009266825 -0.0087673625 1.5307754052749693e-08 8.441977887554303e-09 3.3387012274825687e-08
130 2260.0 -0.008772305000000001 -0.009149875 -0.008463695 1.1219212084841488e-08 6.644954191861573e-09 2.02728145634472e-08 -0.00908221 -0.009266825 -0.0087673625 1.5203599412767324e-08 8.561797734266117e-09 3.209853954366865e-08
131 2262.0 -0.008772305000000001 -0.009149875 -0.008463695 1.1287073053529293e-08 6.541049087975225e-09 2.0683711101812542e-08 -0.00908221 -0.0092584575 -0.008714412500000001 1.648584802245537e-08 9.758961756645515e-09 3.2899883567774307e-08
132 2264.0 -0.00878223 -0.00909136 -0.0084331825 1.10293430020402e-08 6.42559043062838e-09 1.9872298760021177e-08 -0.009104025 -0.009266825 -0.0087708525 1.6705143030703004e-08 8.567088240010408e-09 3.4233929954440875e-08
133 2266.0 -0.00877523 -0.009082045 -0.0084331825 1.1431699430620429e-08 6.8611532241590475e-09 2.1757143097360948e-08 -0.009104025 -0.009266825 -0.0087708525 1.6506336916950978e-08 8.460132915732746e-09 3.431347548980227e-08
134 2268.0 -0.008772305000000001 -0.009082045 -0.0084315325 1.1971814886997278e-08 6.818673405281002e-09 2.000580006978368e-08 -0.009099204999999999 -0.009266825 -0.0087708525 1.688915194586741e-08 8.463643635603704e-09 3.407993976823239e-08
135 2270.0 -0.008772305000000001 -0.0090800275 -0.008416825 1.1771684101142947e-08 6.652379461688451e-09 2.0219517106611067e-08 -0.009104025 -0.00928186 -0.0087708525 1.762258377646029e-08 8.697558452139819e-09 3.133681544522494e-08
136 2272.0 -0.008772305000000001 -0.0090800275 -0.0083888825 1.1827621991464307e-08 6.763559250639717e-09 2.1829587843028776e-08 -0.009099204999999999 -0.00928186 -0.0087708525 1.7012057544788727e-08 7.936334476093883e-09 2.99846844150799e-08
137 2274.0 -0.00877523 -0.009060555 -0.0083376575 1.239076100641252e-08 6.297770518865856e-09 2.078501306277875e-08 -0.009099204999999999 -0.00928186 -0.0087708525 1.7367749946390693e-08 8.758293426147795e-09 2.9622596961005194e-08
138 2276.0 -0.008772305000000001 -0.009064635000000001 -0.008328975 1.3845132680448703e-08 6.209047672597071e-09 2.1657733972110807e-08 -0.009123035 -0.0092839425 -0.0087708525 1.622367647105657e-08 8.690279192732626e-09 2.9982806213972264e-08
139 2278.0 -0.0087656 -0.009072637500000001 -0.008328975 1.2442055321373817e-08 6.491167592873949e-09 2.1793539620292092e-08 -0.009123035 -0.0092839425 -0.008770475 1.546031086286054e-08 8.102320566442009e-09 3.0952420692550714e-08
140 2280.0 -0.00875436 -0.0090731725 -0.0083376575 1.1416459814722037e-08 6.712682277930736e-09 2.328289637897842e-08 -0.009123035 -0.0092862825 -0.008770475 1.584085359391317e-08 8.756627945949412e-09 3.0361078999831816e-08
141 2282.0 -0.00875436 -0.0090731725 -0.0083376575 1.0115532470391484e-08 5.736753673121495e-09 2.1119183338097136e-08 -0.009123035 -0.0092839425 -0.0087708525 1.5581144380930776e-08 8.348370830465056e-09 2.894114910600068e-08
142 2284.0 -0.00875436 -0.0090731725 -0.0083376575 9.356741041258395e-09 5.927622502024365e-09 1.8968232608356655e-08 -0.009123035 -0.0092862825 -0.008770475 1.5410866450064784e-08 7.966191992145743e-09 3.109995654183184e-08
143 2286.0 -0.00875436 -0.0090731725 -0.0083376575 1.02044307934149e-08 5.1351930846956165e-09 1.9103918874779967e-08 -0.009123035 -0.0092839425 -0.008770475 1.4412442014225922e-08 8.318050584947773e-09 2.9429031609897595e-08
144 2288.0 -0.00875436 -0.0090731725 -0.0083376575 1.0050466190633312e-08 4.9692409867867505e-09 1.8128961141142255e-08 -0.009123035 -0.00928186 -0.008770475 1.4504543030193313e-08 7.676512274744071e-09 3.066000742171211e-08
145 2290.0 -0.00875436 -0.0090731725 -0.0083376575 1.0218956938543108e-08 5.391341421941764e-09 1.798717932618645e-08 -0.009123035 -0.00928186 -0.0087708525 1.4313345828799378e-08 8.367365935794127e-09 2.9557208500682837e-08
146 2292.0 -0.00875008 -0.0090731725 -0.008328975 1.002168322858799e-08 5.260866646656069e-09 1.674683332076966e-08 -0.009123035 -0.00928186 -0.008770475 1.4007868881491723e-08 7.712865270985112e-09 2.9297046584495465e-08
147 2294.0 -0.00875008 -0.0090545425 -0.0083153525 9.575949579825647e-09 4.636480053544205e-09 1.7959339606793255e-08 -0.00909774 -0.009266825 -0.008770475 1.4679128560733217e-08 7.654787107672015e-09 2.901608679262038e-08
148 2296.0 -0.008736865 -0.0090545425 -0.0083153525 9.125025658700347e-09 4.860996063397259e-09 1.960716106233713e-08 -0.00909774 -0.009266825 -0.008770475 1.4019509421882856e-08 8.028843540269091e-09 2.71506084447826e-08
149 2298.0 -0.008736865 -0.0090545425 -0.008307785 9.468668189499968e-09 5.138513319215682e-09 2.05959701429217e-08 -0.009123035 -0.00928186 -0.0087708525 1.33548666677916e-08 7.955555557212702e-09 2.7266627178164e-08
150 2300.0 -0.008726165000000001 -0.0090514475 -0.008307785 1.0220542130673802e-08 5.032702241514311e-09 1.9341796634121528e-08 -0.009123035 -0.00928186 -0.008770475 1.3096157682531296e-08 7.757508786958003e-09 2.6510805555529466e-08
151 2302.0 -0.008692700000000001 -0.0090514475 -0.008307785 1.083795286906223e-08 4.547928773455257e-09 1.954281518349913e-08 -0.009123035 -0.00928186 -0.008770475 1.2826225371986947e-08 6.870017112779205e-09 2.687075468195528e-08
152 2304.0 -0.00867181 -0.009028755 -0.008307785 1.0395724088212057e-08 4.716998693760456e-09 2.1041589889073792e-08 -0.009123035 -0.0092839425 -0.008770475 1.2818870130099214e-08 7.47707162376369e-09 2.6752905099339532e-08
153 2306.0 -0.008685245000000001 -0.009028755 -0.00830891 9.388997691419683e-09 4.288680329130095e-09 2.087599003783556e-08 -0.009103355 -0.00928186 -0.008770475 1.283740005025545e-08 7.87340812363489e-09 2.8583691879675583e-08
154 2308.0 -0.008683554999999999 -0.009028755 -0.00830891 9.80018688057107e-09 4.815307537820037e-09 2.1334890099076868e-08 -0.009081835 -0.00928186 -0.008770475 1.1501076293207073e-08 7.3487337027369906e-09 2.905455091690269e-08
155 2310.0 -0.008657294999999999 -0.009028755 -0.00830405 9.633207978653758e-09 5.212498942619172e-09 2.1669127824816568e-08 -0.009080075 -0.00928186 -0.00876725 1.2911814857484557e-08 7.450818346865703e-09 2.9449227424832218e-08
156 2312.0 -0.008652380000000001 -0.008996 -0.008289612500000001 9.697016344267822e-09 6.243427372002657e-09 2.1289590636561045e-08 -0.009080075 -0.00928186 -0.0087676275 1.2194722997978025e-08 7.590046494882069e-09 2.9706314286844414e-08
157 2314.0 -0.008652380000000001 -0.008996 -0.008289612500000001 9.133128116289694e-09 5.654875418479464e-09 1.9298322758368425e-08 -0.009080075 -0.00928186 -0.00876725 1.18267935106273e-08 7.620584219202868e-09 2.7911555301302403e-08
158 2316.0 -0.008652380000000001 -0.008996 -0.0082758725 9.868372068858943e-09 5.288444843453444e-09 1.8286364611719617e-08 -0.009080075 -0.00928186 -0.0087781275 1.2145607586713817e-08 7.214299727930343e-09 2.8709674415009026e-08
159 2318.0 -0.008645965 -0.008996 -0.0082212775 9.976013978779066e-09 5.2269582539308675e-09 1.7510846798232535e-08 -0.009080075 -0.00928186 -0.0087781275 1.2797078722283285e-08 6.88641124085298e-09 2.997488196863992e-08
160 2320.0 -0.008613565 -0.008998820000000001 -0.0082212775 1.0394368853830901e-08 5.5229460113423885e-09 1.5954270991541028e-08 -0.009103355 -0.0092839425 -0.0087781275 1.2665437288274657e-08 6.352462543318082e-09 2.737308729461075e-08
161 2322.0 -0.008613565 -0.00899123 -0.008192675 9.16033028901642e-09 6.117454027882844e-09 1.798594231294775e-08 -0.00909774 -0.0092839425 -0.0087781275 1.267584490616539e-08 6.753147755907416e-09 2.750068646797011e-08
162 2324.0 -0.008613565 -0.00899123 -0.00816504 9.683810064752805e-09 5.7690204121303705e-09 1.7980237126418257e-08 -0.009139769999999998 -0.0092862825 -0.008800565 1.2340806006441155e-08 6.223364420506614e-09 2.5534880404092832e-08
163 2326.0 -0.008602385 -0.00899123 -0.00816504 1.0055087916131742e-08 5.934613049240925e-09 1.5909338744128227e-08 -0.009139769999999998 -0.0092862825 -0.008800565 1.2102694328504653e-08 6.8369774915024585e-09 2.3794811036879932e-08
164 2328.0 -0.008602385 -0.00899123 -0.0081429425 9.613901239406475e-09 5.93641940506268e-09 1.6824361152269053e-08 -0.009139769999999998 -0.0092862825 -0.008800565 1.225304561766049e-08 6.6569017141989115e-09 2.400919124942939e-08
165 2330.0 -0.008589610000000001 -0.00899123 -0.008148454999999999 9.705751760799702e-09 5.481628876594031e-09 1.7589136640879362e-08 -0.009139769999999998 -0.0092862825 -0.008800565 1.3137250108834258e-08 6.4409479011970415e-09 2.5840658349096966e-08
166 2332.0 -0.008589610000000001 -0.00899123 -0.008148454999999999 9.392209352979483e-09 5.094374744168486e-09 1.8174051400837505e-08 -0.009139769999999998 -0.0092862825 -0.008800565 1.2757030823144824e-08 7.110139492790067e-09 2.5961482795241308e-08
167 2334.0 -0.008589610000000001 -0.00899123 -0.008148454999999999 1.0061096262851184e-08 5.299245942502182e-09 1.8056226214340356e-08 -0.009139769999999998 -0.0092862825 -0.008754435000000001 1.2760601450976778e-08 7.1147768851558696e-09 2.6870148561105004e-08
168 2336.0 -0.008602385 -0.00899123 -0.008148454999999999 1.0026304181961604e-08 6.186829625017272e-09 1.8995939122109068e-08 -0.009139769999999998 -0.0092917825 -0.0087813525 1.2649582360955196e-08 7.905496974186697e-09 2.7008709261839914e-08
169 2338.0 -0.008592005 -0.00899123 -0.008148454999999999 1.0595990954523946e-08 5.658546945018804e-09 1.806662128919874e-08 -0.009139769999999998 -0.0092917825 -0.0087813525 1.3535738390529783e-08 7.862469401419273e-09 2.655641264984995e-08
170 2340.0 -0.00856073 -0.00899123 -0.008121182499999999 1.1299301377720837e-08 5.880087962002757e-09 2.1445121909127384e-08 -0.009139769999999998 -0.0092917825 -0.0087813525 1.3130157422474917e-08 7.364955253148271e-09 2.526335048598878e-08
171 2342.0 -0.00856073 -0.00899123 -0.008121182499999999 9.801427141023667e-09 6.059750999709327e-09 1.7415636967181962e-08 -0.00911528 -0.0092917825 -0.008754435000000001 1.4256145245615198e-08 7.699737540876867e-09 2.5862669359195692e-08
172 2344.0 -0.008589610000000001 -0.008997995 -0.00812456 1.0347144826306845e-08 5.831194447163723e-09 1.8061478430123763e-08 -0.009133909999999999 -0.0092932425 -0.008754435000000001 1.4368227548705501e-08 7.839697361114629e-09 2.39003205451958e-08
173 2346.0 -0.008589610000000001 -0.008997995 -0.008118182500000001 1.0253316202203373e-08 5.2753985415794616e-09 1.6685017730200008e-08 -0.009133909999999999 -0.0092932425 -0.0087813525 1.4036347089875947e-08 8.22651470502967e-09 2.4501093824176983e-08
174 2348.0 -0.008589610000000001 -0.008997995 -0.008085055 9.606596418694234e-09 5.094686117302188e-09 1.88224795013214e-08 -0.009123035 -0.0092932425 -0.0087813525 1.4719399152900001e-08 8.50482526681117e-09 2.4594073749233883e-08
175 2350.0 -0.008589610000000001 -0.008997995 -0.0080980475 9.395453004274388e-09 5.359360798006083e-09 1.8640275704208282e-08 -0.009123035 -0.00929497 -0.0087813525 1.352346425081642e-08 9.509164686105916e-09 2.485014569015061e-08
176 2352.0 -0.008589610000000001 -0.00899123 -0.0080980475 1.0399208597217477e-08 4.972210651799064e-09 1.8942246724400583e-08 -0.009113265 -0.009293105 -0.0087813525 1.4846188662634778e-08 9.42490425340905e-09 2.4628756858815907e-08
177 2354.0 -0.008589610000000001 -0.00899123 -0.008044602500000001 9.3768161761876e-09 4.89485324677009e-09 1.588068469157937e-08 -0.009123035 -0.009293105 -0.008746425 1.6160647730372524e-08 9.415706760054038e-09 2.6173549313958577e-08
178 2356.0 -0.00858241 -0.00896734 -0.00803541 9.939279883701814e-09 4.8718407245569304e-09 1.983556360222319e-08 -0.009113265 -0.009293105 -0.00875482625 1.5091795745127497e-08 8.275841644325352e-09 2.3469654308325896e-08
179 2358.0 -0.008589610000000001 -0.00896734 -0.0080369625 9.4879230269595e-09 5.2229310308272845e-09 1.929993667303964e-08 -0.009089985 -0.0092924375 -0.0086991675 1.4813698234328354e-08 1.034814428827687e-08 2.544134458002696e-08
180 2360.0 -0.008575095 -0.00896734 -0.0080169475 8.481320420565553e-09 5.236472027510314e-09 1.766456125045243e-08 -0.009089985 -0.0092924375 -0.008710215 1.5519701845675382e-08 8.506491726817946e-09 2.6521407750534014e-08
181 2362.0 -0.008575095 -0.00896734 -0.008024937499999999 7.643016100537503e-09 4.750946247934959e-09 1.5213185447632343e-08 -0.009089985 -0.0092924375 -0.008710215 1.6190880664050985e-08 8.015456870496249e-09 2.8720597139900872e-08
182 2364.0 -0.008575095 -0.008925272500000001 -0.0080169475 8.459722449187705e-09 5.385084921085542e-09 1.548327141806842e-08 -0.009101775 -0.0092924375 -0.008710215 1.6454446271559563e-08 8.651914943674587e-09 3.011514592561245e-08
183 2366.0 -0.008553415 -0.008925272500000001 -0.0080169475 9.375264001879858e-09 5.4328274462411814e-09 1.7245957382194948e-08 -0.009101775 -0.0092924375 -0.0086991675 1.6679746273712893e-08 8.831178467091245e-09 2.8592660207686967e-08
184 2368.0 -0.00848016 -0.0089113525 -0.0080169475 9.58407692669175e-09 4.985264628953916e-09 2.0308935102916564e-08 -0.009101775 -0.0092924375 -0.0086991675 1.851997337751493e-08 8.80319406248209e-09 2.7686702212324653e-08
185 2370.0 -0.008453215 -0.008905515 -0.0080169475 9.661579411823012e-09 4.390726187432871e-09 1.9139659677373037e-08 -0.0090956625 -0.0092924375 -0.0086991675 1.9412341864937406e-08 8.835742125681238e-09 3.075361472084917e-08
186 2372.0 -0.00850791 -0.008905515 -0.0080169475 1.2310487866973916e-08 5.6040505209845676e-09 2.176497008096651e-08 -0.009101775 -0.0092924375 -0.0086878875 1.813966032151112e-08 9.41837238869359e-09 2.9375322620087354e-08
187 2374.0 -0.00850791 -0.008905515 -0.0080169475 1.2823865888230335e-08 5.361951041127542e-09 2.36103518174667e-08 -0.009089985 -0.0092924375 -0.008693162499999999 1.6688417372195423e-08 8.641786103673819e-09 3.05474900148946e-08
188 2376.0 -0.00847796 -0.008801357499999999 -0.0080169475 1.1047695094155487e-08 5.9041105773364705e-09 2.5241776660255562e-08 -0.009089985 -0.0092924375 -0.008693162499999999 1.5796503967146927e-08 8.740643167015888e-09 2.7656294873039635e-08
189 2378.0 -0.008442100000000001 -0.0087875175 -0.0080030725 1.1118518244132654e-08 6.754687297774708e-09 2.6758123237584553e-08 -0.00907916 -0.00928186 -0.00870006 1.6020353750942734e-08 8.906281719464042e-09 2.9543596161624527e-08
190 2380.0 -0.008427265 -0.008780235 -0.0080030725 1.2214784894721138e-08 7.146836592472331e-09 2.7631636207627752e-08 -0.009048325 -0.00928186 -0.00870006 1.501410257068718e-08 9.092230893792584e-09 3.1740808731170385e-08
191 2382.0 -0.00840922 -0.008772195 -0.0079964675 1.2162815473087973e-08 5.5486770723014074e-09 2.495414614862476e-08 -0.009048325 -0.00928186 -0.0086970025 1.4657371382845455e-08 9.579157289450019e-09 2.999075479146353e-08
192 2384.0 -0.008284435 -0.008772195 -0.0078713625 1.2186752868190995e-08 5.673219201301447e-09 2.3054403177256572e-08 -0.009048325 -0.009266825 -0.0086970025 1.4067375874951745e-08 9.213076306776818e-09 3.1365394026651815e-08
193 2386.0 -0.008372295 -0.008804112499999999 -0.0079117025 1.1365400742623793e-08 6.265136653321812e-09 1.7049323481043877e-08 -0.0090891 -0.0092924375 -0.008695755 1.4938861230345277e-08 9.31581191807333e-09 3.2538184585915793e-08
194 2388.0 -0.00831403 -0.008804112499999999 -0.007968040000000001 1.1220278361191276e-08 5.489670095276179e-09 2.1198174742347826e-08 -0.0090891 -0.0092924375 -0.008677105 1.6594245217726578e-08 9.729891780718692e-09 3.136676926529779e-08
195 2390.0 -0.00831403 -0.008804112499999999 -0.007903927500000001 1.2909490971089268e-08 6.494146894722972e-09 2.620222131586233e-08 -0.0090891 -0.0092924375 -0.008694292499999999 1.6414363888626272e-08 9.763172432207824e-09 3.4318756036473556e-08
196 2392.0 -0.008372295 -0.008815835 -0.007903927500000001 1.2844992172881606e-08 6.3935286127713604e-09 2.174249130296597e-08 -0.00904147 -0.0092584575 -0.0086797825 1.6445925461800053e-08 8.38412071436963e-09 3.179332675547389e-08
197 2394.0 -0.00838877 -0.008845664999999999 -0.007939835 1.2831548203508629e-08 7.101319574350669e-09 2.3224538342018828e-08 -0.00901025 -0.00925598 -0.008662385 1.6063010106989598e-08 8.013106730903338e-09 3.01217587016276e-08
198 2396.0 -0.00833912 -0.00882312 -0.00798224 1.3535344505765097e-08 6.387158239329932e-09 2.316204996662677e-08 -0.00907555 -0.00925598 -0.008662385 1.64605122528876e-08 8.334398941842945e-09 3.143011326765599e-08
199 2398.0 -0.00833912 -0.00882312 -0.007992855 1.3275516030073632e-08 4.515701347018864e-09 2.2700468160862345e-08 -0.00907555 -0.009254565 -0.008662385 1.622054268062798e-08 7.975818972210996e-09 3.138850542327013e-08
200 2400.0 -0.008360880000000001 -0.0088254 -0.0079908175 1.1940777952964475e-08 5.6477321699852686e-09 2.5150100055223642e-08 -0.00907957 -0.009254479999999999 -0.00869814 1.4135314267356018e-08 7.224760311858818e-09 2.7994914731487233e-08
201 2402.0 -0.008360880000000001 -0.008810362499999998 -0.00798647 1.1624213608865914e-08 5.845042797317782e-09 2.382499985854782e-08 -0.00907412 -0.009254479999999999 -0.00869814 1.3893150301121717e-08 7.446618678934681e-09 2.7798348414152376e-08
202 2404.0 -0.008385705 -0.008810362499999998 -0.00798647 1.1466125977303265e-08 5.196633370782319e-09 2.3735080093663093e-08 -0.00907957 -0.009256625 -0.0087143275 1.3901466059274844e-08 7.841870987740816e-09 2.992695147562334e-08
203 2406.0 -0.00838264 -0.00879873 -0.0079644 9.673094275762602e-09 4.825940030598085e-09 2.208374741692262e-08 -0.00907555 -0.00925727 -0.00870102 1.4239076019067159e-08 8.165345466110713e-09 2.866690769678985e-08
204 2408.0 -0.00829608 -0.00879873 -0.0079644 1.0863993525077828e-08 4.97172980160826e-09 1.891121671449929e-08 -0.00907269 -0.00925727 -0.00870102 1.4187820845541256e-08 7.271968675762427e-09 3.281949292249072e-08
205 2410.0 -0.00827479 -0.00879873 -0.00785085 1.1572874912626312e-08 5.5811621467729294e-09 2.328046197808962e-08 -0.00907269 -0.00925727 -0.00870102 1.53999710139725e-08 7.858394042350046e-09 2.9792591943499246e-08
206 2412.0 -0.0082676 -0.00877469 -0.00784696 1.2461848002283226e-08 6.57392727253003e-09 2.4186961782590827e-08 -0.00907269 -0.00925727 -0.00870102 1.4939506612487398e-08 8.71085341518781e-09 3.255188712204944e-08
207 2414.0 -0.00836538 -0.0088062375 -0.0078470925 1.306499686368561e-08 5.3071789721564686e-09 2.3636133084940408e-08 -0.00900896 -0.00925406 -0.00870006 1.583568886140152e-08 8.520804789885655e-09 3.4476942666019094e-08
208 2416.0 -0.008287965000000001 -0.0088062375 -0.00783621 1.1790276139581471e-08 5.553706640813632e-09 2.135764893202039e-08 -0.009086375 -0.00928425 -0.0087399825 1.6168522270983254e-08 8.225207570535356e-09 3.0571045862811074e-08
209 2418.0 -0.008282015 -0.0087579175 -0.00783591 1.266483426645783e-08 6.088957229388785e-09 2.2396772887736608e-08 -0.009092335 -0.0092849075 -0.0086962875 1.712683564405435e-08 8.090930379638179e-09 3.185578842665754e-08
210 2420.0 -0.00828256 -0.008765624999999999 -0.0078251 1.1823796610128388e-08 6.3381715714093396e-09 2.393191782693099e-08 -0.00907269 -0.009259645 -0.0086606 1.7314958079611253e-08 8.542109671535765e-09 3.46722405603591e-08
211 2422.0 -0.00827178 -0.00876408 -0.007804885 1.0071923893106718e-08 5.551653850220424e-09 1.911215713578157e-08 -0.00907269 -0.009272869999999999 -0.008751865000000001 1.6777589301981325e-08 9.103670190113637e-09 3.61090845714703e-08
212 2424.0 -0.0082314 -0.008783825 -0.0078013375 1.0043205904300641e-08 5.1154627253023946e-09 1.8128534390308206e-08 -0.009085365 -0.0092872825 -0.00872052 1.414644331574658e-08 9.499816905511521e-09 3.431631532647685e-08
213 2426.0 -0.008132714999999999 -0.008722155 -0.0077593 9.389541623564746e-09 4.916369874744622e-09 1.5800576295936068e-08 -0.009085365 -0.0092872825 -0.00872052 1.430314309099322e-08 9.436547294943543e-09 3.180010277849186e-08
214 2428.0 -0.008169240000000001 -0.008819859999999999 -0.0077478550000000005 1.0053115460437359e-08 5.791812246358357e-09 1.6175074659172486e-08 -0.009085365 -0.0092972 -0.0086851675 1.578965081178829e-08 1.0083074226302896e-08 3.0964142847482885e-08
215 2430.0 -0.00826364 -0.00874286 -0.00776508 1.1412586877045252e-08 5.330382276476272e-09 1.9135655422706944e-08 -0.00910551 -0.009286095000000001 -0.00874386 1.6521428041201384e-08 9.984274476305162e-09 3.469686819151793e-08
