	time	range_hot	range_cold
0	2000	77	67
1	2002	77	67
2	2004	78	67
3	2006	78	66
4	2008	78	66
5	2010	78	66
6	2012	78	66
7	2014	78	66
8	2016	78	66
9	2018	78	66
10	2020	78	66
11	2022	78	65
12	2024	78	65
13	2026	79	65
14	2028	79	65
15	2030	79	65
16	2032	79	65
17	2034	79	65
18	2036	79	65
19	2038	80	64
20	2040	80	64
21	2042	80	64
22	2044	80	64
23	2046	80	64
24	2048	80	64
25	2050	80	64
26	2052	81	64
27	2054	81	64
28	2056	81	64
29	2058	81	64
30	2060	81	64
31	2062	81	63
32	2064	81	63
33	2066	82	63
34	2068	82	63
35	2070	82	63
36	2072	83	63
37	2074	82	63
38	2076	83	63
39	2078	83	63
40	2080	83	63
41	2082	83	63
42	2084	83	63
43	2086	83	62
44	2088	83	62
45	2090	83	62
46	2092	84	62
47	2094	84	62
48	2096	84	62
49	2098	84	62
50	2100	85	62
51	2102	85	62
52	2104	85	62
53	2106	85	62
54	2108	85	62
55	2110	85	62
56	2112	86	62
57	2114	86	61
58	2116	86	61
59	2118	86	61
60	2120	86	61
61	2122	86	61
62	2124	87	61
63	2126	87	60
64	2128	88	60
65	2130	88	60
66	2132	88	60
67	2134	88	60
68	2136	88	60
69	2138	88	60
70	2140	88	60
71	2142	89	60
72	2144	89	60
73	2146	89	60
74	2148	89	60
75	2150	89	60
76	2152	89	60
77	2154	90	60
78	2156	90	60
79	2158	91	59
80	2160	91	59
81	2162	91	59
82	2164	91	59
83	2166	91	59
84	2168	92	59
85	2170	92	59
86	2172	93	59
87	2174	93	58
88	2176	93	58
89	2178	93	58
90	2180	93	58
91	2182	93	58
92	2184	93	58
93	2186	94	57
94	2188	94	57
95	2190	94	57
96	2192	94	57
97	2194	94	57
98	2196	95	57
99	2198	95	57
100	2200	95	57
101	2202	95	57
102	2204	96	57
103	2206	96	57
104	2208	96	57
105	2210	96	56
106	2212	96	56
107	2214	96	56
108	2216	96	56
109	2218	96	56
110	2220	96	56
111	2222	97	56
112	2224	97	56
113	2226	97	56
114	2228	97	56
115	2230	98	55
116	2232	98	55
117	2234	98	55
118	2236	98	55
119	2238	98	55
120	2240	98	55
121	2242	98	55
122	2244	99	55
123	2246	99	55
124	2248	99	54
125	2250	99	54
126	2252	99	54
127	2254	99	54
128	2256	99	54
129	2258	99	54
130	2260	99	54
131	2262	99	54
132	2264	100	54
133	2266	100	54
134	2268	100	54
135	2270	100	54
136	2272	101	53
137	2274	101	53
138	2276	101	53
139	2278	101	53
140	2280	101	53
141	2282	101	53
142	2284	101	53
143	2286	102	53
144	2288	102	53
145	2290	102	53
146	2292	102	52
147	2294	102	52
148	2296	102	52
149	2298	103	52
150	2300	103	52
151	2302	103	52
152	2304	103	52
153	2306	104	52
154	2308	104	52
155	2310	104	52
156	2312	105	51
157	2314	105	51
158	2316	105	51
159	2318	105	51
160	2320	105	51
161	2322	105	51
162	2324	105	51
163	2326	106	51
164	2328	106	51
165	2330	106	50
166	2332	106	50
167	2334	106	50
168	2336	107	50
169	2338	107	50
170	2340	107	50
171	2342	107	50
172	2344	107	50
173	2346	107	49
174	2348	107	49
175	2350	108	49
176	2352	108	49
177	2354	108	49
178	2356	108	49
179	2358	109	49
180	2360	109	49
181	2362	109	49
182	2364	109	48
183	2366	110	48
184	2368	110	48
185	2370	110	48
186	2372	110	48
187	2374	110	48
188	2376	110	48
189	2378	110	48
190	2380	110	48
191	2382	110	48
192	2384	111	47
193	2386	111	47
194	2388	112	47
195	2390	112	47
196	2392	112	47
197	2394	112	47
198	2396	112	46
199	2398	112	46
200	2400	112	46
201	2402	113	46
202	2404	113	46
203	2406	113	46
204	2408	113	46
205	2410	114	46
206	2412	114	45
207	2414	115	45
208	2416	115	45
209	2418	116	45
210	2420	117	45
211	2422	118	44
212	2424	119	44
213	2426	120	44
214	2428	123	43
215	2430	125	43
216	2432	125	43
217	2434	128	42
218	2436	129	42
219	2438	133	41
