	time	range_hot	range_cold
0	2000	77	67
1	2002	77	67
2	2004	78	67
3	2006	78	66
4	2008	78	66
5	2010	78	66
6	2012	78	66
7	2014	79	66
8	2016	79	65
9	2018	79	65
10	2020	79	65
11	2022	79	65
12	2024	79	65
13	2026	79	65
14	2028	79	65
15	2030	80	65
16	2032	80	65
17	2034	80	64
18	2036	80	64
19	2038	80	64
20	2040	80	64
21	2042	80	64
22	2044	80	64
23	2046	81	64
24	2048	81	64
25	2050	81	64
26	2052	82	64
27	2054	82	64
28	2056	82	64
29	2058	82	63
30	2060	83	62
31	2062	83	62
32	2064	83	63
33	2066	83	62
34	2068	84	62
35	2070	84	62
36	2072	84	62
37	2074	85	62
38	2076	85	62
39	2078	85	62
40	2080	86	62
41	2082	86	62
42	2084	86	61
43	2086	86	61
44	2088	86	61
45	2090	86	61
46	2092	86	61
47	2094	86	61
48	2096	86	61
49	2098	86	61
50	2100	86	61
51	2102	86	61
52	2104	87	60
53	2106	87	60
54	2108	87	60
55	2110	87	60
56	2112	87	60
57	2114	87	60
58	2116	87	60
59	2118	88	60
60	2120	88	60
61	2122	88	60
62	2124	88	59
63	2126	88	59
64	2128	88	59
65	2130	89	59
66	2132	89	59
67	2134	89	59
68	2136	89	59
69	2138	89	59
70	2140	89	58
71	2142	89	58
72	2144	90	58
73	2146	90	58
74	2148	90	58
75	2150	90	58
76	2152	90	58
77	2154	90	58
78	2156	90	58
79	2158	91	58
80	2160	91	58
81	2162	91	58
82	2164	91	58
83	2166	91	57
84	2168	91	57
85	2170	91	57
86	2172	91	57
87	2174	91	57
88	2176	92	57
89	2178	92	57
90	2180	92	57
91	2182	92	57
92	2184	92	57
93	2186	93	57
94	2188	93	57
95	2190	93	57
96	2192	93	56
97	2194	93	56
98	2196	93	56
99	2198	93	56
100	2200	93	56
101	2202	93	56
102	2204	94	56
103	2206	94	56
104	2208	94	56
105	2210	94	56
106	2212	94	56
107	2214	94	56
108	2216	94	56
109	2218	95	56
110	2220	95	55
111	2222	95	55
112	2224	95	55
113	2226	95	55
114	2228	96	55
115	2230	96	55
116	2232	96	55
117	2234	96	55
118	2236	96	54
119	2238	96	54
120	2240	97	54
121	2242	97	54
122	2244	97	54
123	2246	97	54
124	2248	97	54
125	2250	97	53
126	2252	97	53
127	2254	97	53
128	2256	97	53
129	2258	98	53
130	2260	98	53
131	2262	98	53
132	2264	98	53
133	2266	98	53
134	2268	99	53
135	2270	99	52
136	2272	99	53
137	2274	99	52
138	2276	100	52
139	2278	100	52
140	2280	100	52
141	2282	101	52
142	2284	101	52
143	2286	102	52
144	2288	102	52
145	2290	102	52
146	2292	102	52
147	2294	103	52
148	2296	103	52
149	2298	103	52
150	2300	103	51
151	2302	103	51
152	2304	104	51
153	2306	105	51
154	2308	105	51
155	2310	105	51
156	2312	105	50
157	2314	107	50
158	2316	107	50
159	2318	108	50
160	2320	108	50
161	2322	108	50
162	2324	109	49
163	2326	109	49
164	2328	109	49
165	2330	109	49
166	2332	109	49
167	2334	109	49
168	2336	110	49
169	2338	110	49
170	2340	110	49
171	2342	111	49
172	2344	111	49
173	2346	111	49
174	2348	111	48
175	2350	111	48
176	2352	112	48
177	2354	112	48
178	2356	112	48
179	2358	113	48
180	2360	113	48
181	2362	113	48
182	2364	113	47
183	2366	113	47
184	2368	114	47
185	2370	114	47
186	2372	114	47
187	2374	114	47
188	2376	115	47
189	2378	115	46
190	2380	117	46
191	2382	118	46
192	2384	118	46
193	2386	119	46
194	2388	119	46
195	2390	119	45
196	2392	119	45
197	2394	119	45
198	2396	119	45
199	2398	119	45
200	2400	119	45
201	2402	120	45
202	2404	121	45
203	2406	122	44
204	2408	122	44
205	2410	122	44
206	2412	124	44
207	2414	125	43
208	2416	127	43
209	2418	128	42
210	2420	129	41
211	2422	139	40
