	time	range_hot	range_cold
0	2000	77	67
1	2002	77	67
2	2004	77	67
3	2006	78	66
4	2008	78	66
5	2010	78	66
6	2012	78	66
7	2014	78	66
8	2016	78	66
9	2018	79	66
10	2020	79	65
11	2022	79	65
12	2024	79	65
13	2026	79	65
14	2028	79	65
15	2030	79	65
16	2032	79	65
17	2034	80	65
18	2036	80	65
19	2038	80	65
20	2040	80	65
21	2042	80	64
22	2044	80	64
23	2046	80	64
24	2048	81	64
25	2050	81	64
26	2052	81	64
27	2054	81	64
28	2056	81	63
29	2058	81	63
30	2060	82	63
31	2062	82	63
32	2064	82	63
33	2066	82	63
34	2068	82	63
35	2070	82	63
36	2072	82	63
37	2074	82	63
38	2076	83	63
39	2078	83	63
40	2080	83	63
41	2082	83	63
42	2084	83	63
43	2086	83	63
44	2088	83	63
45	2090	84	63
46	2092	84	62
47	2094	84	62
48	2096	84	62
49	2098	84	62
50	2100	84	62
51	2102	84	62
52	2104	84	62
53	2106	85	62
54	2108	85	62
55	2110	85	62
56	2112	85	62
57	2114	85	62
58	2116	85	62
59	2118	86	62
60	2120	86	61
61	2122	86	61
62	2124	86	61
63	2126	86	61
64	2128	87	61
65	2130	87	61
66	2132	87	61
67	2134	88	61
68	2136	88	61
69	2138	88	61
70	2140	88	60
71	2142	88	60
72	2144	88	60
73	2146	88	60
74	2148	89	60
75	2150	89	60
76	2152	89	59
77	2154	89	59
78	2156	89	59
79	2158	89	59
80	2160	89	59
81	2162	90	59
82	2164	90	59
83	2166	90	59
84	2168	90	59
85	2170	90	59
86	2172	90	59
87	2174	90	59
88	2176	91	59
89	2178	91	59
90	2180	91	59
91	2182	91	59
92	2184	91	59
93	2186	91	58
94	2188	92	58
95	2190	92	58
96	2192	92	58
97	2194	92	58
98	2196	93	58
99	2198	93	58
100	2200	93	58
101	2202	93	58
102	2204	93	58
103	2206	93	58
104	2208	93	58
105	2210	93	58
106	2212	94	58
107	2214	94	57
108	2216	94	57
109	2218	94	57
110	2220	95	57
111	2222	95	57
112	2224	95	57
113	2226	95	57
114	2228	95	57
115	2230	95	57
116	2232	96	57
117	2234	96	57
118	2236	96	57
119	2238	96	57
120	2240	96	57
121	2242	96	56
122	2244	96	56
123	2246	96	56
124	2248	96	56
125	2250	96	56
126	2252	97	56
127	2254	97	56
128	2256	97	56
129	2258	97	56
130	2260	97	56
131	2262	98	56
132	2264	98	56
133	2266	98	55
134	2268	99	55
135	2270	99	55
136	2272	99	55
137	2274	99	55
138	2276	99	55
139	2278	99	55
140	2280	99	55
141	2282	99	55
142	2284	99	54
143	2286	99	54
144	2288	99	54
145	2290	99	54
146	2292	99	54
147	2294	99	54
148	2296	99	54
149	2298	99	54
150	2300	100	54
151	2302	100	54
152	2304	100	54
153	2306	100	54
154	2308	100	53
155	2310	100	53
156	2312	100	53
157	2314	100	53
158	2316	101	53
159	2318	101	53
160	2320	101	53
161	2322	101	52
162	2324	101	52
163	2326	101	52
164	2328	101	52
165	2330	101	52
166	2332	101	52
167	2334	101	52
168	2336	101	52
169	2338	102	52
170	2340	102	52
171	2342	102	52
172	2344	102	52
173	2346	102	52
174	2348	102	51
175	2350	102	51
176	2352	102	51
177	2354	102	51
178	2356	102	51
179	2358	102	51
180	2360	102	51
181	2362	102	51
182	2364	103	51
183	2366	103	51
184	2368	103	51
185	2370	103	51
186	2372	103	50
187	2374	104	50
188	2376	104	50
189	2378	104	50
190	2380	105	50
191	2382	105	50
192	2384	105	50
193	2386	105	50
194	2388	106	50
195	2390	106	50
196	2392	106	50
197	2394	106	50
198	2396	106	49
199	2398	106	49
200	2400	107	49
201	2402	107	49
202	2404	107	49
203	2406	107	49
204	2408	107	49
205	2410	107	49
206	2412	107	49
207	2414	107	49
208	2416	107	49
209	2418	107	49
210	2420	107	49
211	2422	107	49
212	2424	109	49
213	2426	109	48
214	2428	109	48
215	2430	109	47
216	2432	110	47
217	2434	110	47
218	2436	110	47
219	2438	110	47
220	2440	110	47
221	2442	110	47
222	2444	111	46
223	2446	111	46
224	2448	111	46
225	2450	111	46
226	2452	112	46
227	2454	113	46
228	2456	114	46
229	2458	114	46
230	2460	115	46
231	2462	115	45
232	2464	117	45
233	2466	118	45
234	2468	119	45
235	2470	119	45
236	2472	120	45
237	2474	120	44
238	2476	121	44
239	2478	123	44
240	2480	124	43
241	2482	126	43
242	2484	127	42
243	2486	133	41
