max_pf 90 min_pf 41
individual DHm DSm DCp disp_rate patch_no b_patch_no mut_eff DDHm DDCp
17 0.56088 -0.00102764 -0.0224289 0.01 88 88 0 0 0
23 0.556624 -0.00104053 -0.0224289 0.01 90 90 0 0 0
24 0.541487 -0.0010864 -0.0505918 0.01 43 43 0 0 0
56 0.541487 -0.0010864 -0.0505918 0.01 42 42 0 0 0
59 0.56088 -0.00102764 -0.0224289 0.01 88 88 0 0 0
60 0.524915 -0.00113662 -0.0398871 0.01 43 43 0 0 0
85 0.556624 -0.00104053 -0.0224289 0.01 88 87 0 0 0
94 0.524915 -0.00113662 -0.0398871 0.01 43 43 0 0 0
99 0.541487 -0.0010864 -0.0505918 0.01 42 42 0 0 0
125 0.541487 -0.0010864 -0.0505918 0.01 42 42 0 0 0
164 0.524915 -0.00113662 -0.0398871 0.01 43 43 0 0 0
165 0.527995 -0.00112729 -0.0156379 0.01 60 60 0 0 0
178 0.556624 -0.00104053 -0.0224289 0.01 88 88 0 0 0
201 0.551445 -0.00105623 -0.0224289 0.01 88 88 0 0 0
202 0.541569 -0.00108616 -0.0427642 0.01 60 60 0 0 0
205 0.556624 -0.00104053 -0.0224289 0.01 88 88 0 0 0
220 0.541487 -0.0010864 -0.0505918 0.01 43 43 0 0 0
228 0.602273 -0.000902202 -0.0359135 0.01 60 60 0 0 0
249 0.598033 -0.000915053 -0.0882507 0.01 60 60 0 0 0
256 0.524915 -0.00113662 -0.0564603 0.01 43 43 0 0 0
339 0.541487 -0.0010864 -0.0505918 0.01 43 43 0 0 0
340 0.524915 -0.00113662 -0.0398871 0.01 42 43 0 0 0
351 0.528064 -0.00112708 -0.0886351 0.01 60 60 0 0 0
356 0.556624 -0.00104053 -0.0224289 0.01 88 88 0 0 0
376 0.541487 -0.0010864 -0.0505918 0.01 43 44 0 0 0
381 0.556624 -0.00104053 -0.0224289 0.01 88 89 0 0 0
384 0.558967 -0.00103343 -0.0659172 0.01 60 61 0 0 0
401 0.541487 -0.0010864 -0.0505918 0.01 43 43 0 0 0
405 0.524915 -0.00113662 -0.0398871 0.01 43 44 0 0 0
420 0.48119 -0.00126912 -0.0622234 0.01 60 60 0 0 0
429 0.541487 -0.0010864 -0.0505918 0.01 43 43 0 0 0
448 0.556624 -0.00104053 -0.00677563 0.01 89 89 0.170306 0 0.0156532
454 0.536348 -0.00110197 -0.0593839 0.01 43 43 0 0 0
467 0.527959 -0.0011274 -0.0622234 0.01 60 60 0 0 0
480 0.541487 -0.0010864 -0.0505918 0.01 43 43 0 0 0
493 0.556624 -0.00104053 -0.0224289 0.01 88 88 0 0 0
506 0.556624 -0.00104053 -0.0224289 0.01 88 88 0 0 0
507 0.556624 -0.00104053 -0.0224289 0.01 89 89 0 0 0
575 0.541487 -0.0010864 -0.0505918 0.01 42 42 0 0 0
603 0.556624 -0.00104053 -0.0224289 0.01 89 89 0 0 0
628 0.556624 -0.00104053 -0.0224289 0.01 88 88 0 0 0
633 0.524915 -0.00113662 -0.0398871 0.01 43 43 0 0 0
634 0.528064 -0.00112708 -0.0622234 0.01 60 59 0 0 0
643 0.528064 -0.00112708 -0.0594009 0.01 42 43 0 0 0
656 0.528064 -0.00112708 -0.0886351 0.01 60 60 0 0 0
716 0.531326 -0.00111719 -0.0156379 0.01 60 60 0 0 0
728 0.541487 -0.0010864 -0.0505918 0.01 42 42 0 0 0
739 0.556624 -0.00104053 -0.0224289 0.01 88 88 0 0 0
774 0.550959 -0.0010577 -0.0505918 0.01 43 43 0 0 0
777 0.562657 -0.00102225 -0.0505918 0.01 43 43 0 0 0
789 0.539899 -0.00109122 -0.0426791 0.01 60 60 0 0 0
794 0.541487 -0.0010864 -0.0505918 0.01 42 42 0 0 0
811 0.528064 -0.00112708 -0.0622234 0.01 60 60 0 0 0
828 0.510481 -0.00118036 -0.0454215 0.01 60 60 0 0 0
849 0.556624 -0.00104053 -0.00332541 0.01 88 88 0 0 0
850 0.556624 -0.00104053 -0.0224289 0.01 88 88 0 0 0
912 0.528064 -0.00112708 -0.0594009 0.01 60 60 0 0 0
919 0.518585 -0.0011558 -0.0594009 0.01 60 60 0 0 0
921 0.528064 -0.00112708 -0.0521777 0.01 60 60 0 0 0
925 0.541487 -0.0010864 -0.0505918 0.01 43 44 0 0 0
942 0.528064 -0.00112708 -0.0594009 0.01 43 43 0 0 0
962 0.56088 -0.00102764 -0.0224289 0.01 88 88 0 0 0
974 0.564101 -0.00101787 -0.0117022 0.01 88 88 0 0 0
983 0.541487 -0.0010864 -0.0313531 0.01 43 44 0 0 0
991 0.523456 -0.00114104 -0.0845391 0.01 60 60 0 0 0
993 0.58629 -0.000950636 -0.0268598 0.01 60 60 0 0 0
1025 0.541487 -0.0010864 -0.0405731 0.01 43 43 0 0 0
1026 0.527995 -0.00112729 -0.0156379 0.01 60 60 0 0 0
1037 0.548706 -0.00106453 -0.0676235 0.01 60 60 -0.0173267 0.0195162 0
1038 0.521904 -0.00114575 -0.0505918 0.01 42 42 0 0 0
1045 0.541487 -0.0010864 -0.0505918 0.01 42 42 0 0 0
1050 0.52277 -0.00114312 -0.0619265 0.01 60 60 0 0 0
1124 0.556624 -0.00104053 -0.0224289 0.01 88 88 0 0 0
1134 0.534656 -0.0011071 -0.0588689 0.01 60 60 0 0 0
1136 0.530427 -0.00111992 -0.0505918 0.01 43 43 0.00676076 -0.0110602 0
1150 0.550959 -0.0010577 -0.0505918 0.01 42 42 0 0 0
1161 0.541487 -0.0010864 -0.0505918 0.01 43 43 0 0 0
1177 0.541487 -0.0010864 -0.0505918 0.01 43 44 0 0 0
1178 0.56088 -0.00102764 -0.0224289 0.01 88 88 0 0 0
1190 0.556624 -0.00104053 -0.0224289 0.01 88 88 0 0 0
1262 0.541487 -0.0010864 -0.0505918 0.01 43 43 0 0 0
1289 0.518585 -0.0011558 -0.0594009 0.01 60 60 0 0 0
1294 0.538088 -0.0010967 -0.0762874 0.01 60 60 0.00127971 0 0.00792654
1309 0.585024 -0.000954473 -0.0224289 0.01 89 89 0 0 0
1356 0.527995 -0.00112729 -0.024309 0.01 60 60 -0.00149584 0 -0.00867105
1368 0.528064 -0.00112708 -0.038432 0.01 60 60 0 0 0
1416 0.530788 -0.00111883 -0.071377 0.01 60 60 -0.00172219 0 -0.0103426
1462 0.521904 -0.00114575 -0.0505918 0.01 43 43 0 0 0
1468 0.554263 -0.00104769 -0.0280772 0.01 60 60 0 0 0
1473 0.550959 -0.0010577 -0.0505918 0.01 42 43 0 0 0
1476 0.585024 -0.000954473 -0.0224289 0.01 88 88 0 0 0
1478 0.556624 -0.00104053 -0.0224289 0.01 89 89 0 0 0
1505 0.541487 -0.0010864 -0.0505918 0.01 42 42 0 0 0
1511 0.541487 -0.0010864 -0.0505918 0.01 43 43 0 0 0
1559 0.541487 -0.0010864 -0.0505918 0.01 42 43 0 0 0
1570 0.569363 -0.00100193 -0.0594009 0.01 60 60 0.00100458 -0.0012418 0
1572 0.556624 -0.00104053 -0.0224289 0.01 89 89 0 0 0
1585 0.541487 -0.0010864 -0.0505918 0.01 41 43 0 0 0
1607 0.528064 -0.00112708 -0.0594009 0.01 43 43 0 0 0
1626 0.541487 -0.0010864 -0.0505918 0.01 43 44 0 0 0
1651 0.503767 -0.00120071 -0.0396155 0.01 60 59 0 0 0
1656 0.556624 -0.00104053 -0.0224289 0.01 89 89 0 0 0
1658 0.572976 -0.000990983 -0.0368272 0.01 60 60 0 0 0
1662 0.528064 -0.00112708 -0.0549375 0.01 60 61 0 0 0
1700 0.622888 -0.000839732 -0.0204854 0.01 60 60 0 0 0
1710 0.577223 -0.000978111 -0.069456 0.01 60 60 0 0 0
1714 0.556624 -0.00104053 -0.0224289 0.01 90 88 0 0 0
1719 0.556624 -0.00104053 -0.0224289 0.01 88 88 0 0 0
1726 0.524915 -0.00113662 -0.0398871 0.01 42 42 0 0 0
1735 0.528064 -0.00112708 -0.0622234 0.01 60 60 0 0 0
1739 0.528064 -0.00112708 -0.0584873 0.01 60 60 0 0 0
1755 0.50901 -0.00118482 -0.0622234 0.01 60 60 0 0 0
1768 0.554263 -0.00104769 -0.0315725 0.01 60 61 0 0 0
1774 0.541487 -0.0010864 -0.0505918 0.01 43 43 0 0 0
1779 0.556624 -0.00104053 -0.0224289 0.01 88 88 0 0 0
1784 0.50901 -0.00118482 -0.0622234 0.01 60 60 0 0 0
1808 0.528064 -0.00112708 -0.0622234 0.01 60 60 0 0 0
1819 0.55592 -0.00104267 -0.0505918 0.01 42 42 0 0 0
1827 0.541487 -0.0010864 -0.0505918 0.01 43 43 0 0 0
1833 0.528064 -0.00112708 -0.0521777 0.01 60 60 0 0 0
1863 0.556624 -0.00104053 -0.0224289 0.01 90 90 0 0 0
1866 0.521904 -0.00114575 -0.0505918 0.01 43 42 0 0 0
1867 0.541487 -0.0010864 -0.0505918 0.01 43 43 0 0 0
1871 0.577223 -0.000978111 -0.069456 0.01 60 60 0 0 0
