max_pf 72 min_pf 49
individual DHm DSm DCp disp_rate patch_no b_patch_no mut_eff DDHm DDCp
7 0.477299 -0.00128091 -0.0531141 0.01 51 51 0 0 0
8 0.591352 -0.000935296 -0.0142641 0.01 70 70 0 0 0
14 0.521931 -0.00114566 -0.0928478 0.01 51 51 0 0 0
18 0.591352 -0.000935296 -0.0207351 0.01 70 70 0 0 0
21 0.598392 -0.000913962 -0.0207351 0.01 71 71 0 0 0
26 0.588314 -0.000944504 -0.0142641 0.01 70 70 0 0 0
30 0.477299 -0.00128091 -0.0531141 0.01 50 50 0 0 0
34 0.543982 -0.00107884 -0.0812467 0.01 60 61 0 0 0
43 0.591352 -0.000935296 -0.00690577 0.01 70 70 0 0 0
52 0.487321 -0.00125054 -0.0573247 0.01 50 50 0 0 0
79 0.514215 -0.00116904 -0.0531141 0.01 51 51 0 0 0
82 0.596817 -0.000918736 -0.0142641 0.01 70 69 0 0 0
83 0.512312 -0.00117481 -0.0854243 0.01 60 60 0 0 0
85 0.543982 -0.00107884 -0.0810183 0.01 60 60 0 0 0
89 0.514215 -0.00116904 -0.0531141 0.01 51 51 0 0 0
109 0.477299 -0.00128091 -0.0531141 0.01 51 51 0 0 0
112 0.52356 -0.00114073 -0.0958542 0.01 60 60 0 0 0
114 0.506055 -0.00119377 -0.0928478 0.01 60 60 0 0 0
118 0.514882 -0.00116702 -0.0752628 0.01 60 60 0 0 0
126 0.477299 -0.00128091 -0.0531141 0.01 51 51 0 0 0
129 0.521931 -0.00114566 -0.0928478 0.01 51 51 0 0 0
137 0.543982 -0.00107884 -0.0752628 0.01 51 53 0 0 0
142 0.477299 -0.00128091 -0.0531141 0.01 51 51 0 0 0
160 0.477299 -0.00128091 -0.0542804 0.01 51 51 0 0 0
172 0.477299 -0.00128091 -0.0531141 0.01 51 51 0 0 0
173 0.490054 -0.00124226 -0.0255921 0.01 60 60 0 0 0
175 0.477299 -0.00128091 -0.0531141 0.01 51 51 0 0 0
180 0.591352 -0.000935296 -0.0142641 0.01 70 70 0 0 0
184 0.477299 -0.00128091 -0.0644396 0.01 51 51 0 0 0
190 0.477299 -0.00128091 -0.0531141 0.01 51 51 0 0 0
204 0.543982 -0.00107884 -0.0928478 0.01 60 60 0 0 0
215 0.591352 -0.000935296 -0.0232269 0.01 70 70 0 0 0
216 0.477299 -0.00128091 -0.0531141 0.01 50 50 0 0 0
219 0.520105 -0.0011512 -0.0958542 0.01 60 60 0 0 0
225 0.601751 -0.000903786 -0.0580298 0.01 60 60 0 0 0
234 0.591352 -0.000935296 -0.0142641 0.01 70 70 0 0 0
241 0.477299 -0.00128091 -0.0531141 0.01 51 51 0 0 0
243 0.567132 -0.00100869 -0.0823031 0.01 60 60 0 0 0
245 0.477378 -0.00128067 -0.0531141 0.01 51 51 -7.84397e-05 7.98702e-05 0
247 0.477299 -0.00128091 -0.0531141 0.01 50 50 0 0 0
254 0.591352 -0.000935296 -0.00690577 0.01 70 70 0 0 0
261 0.494487 -0.00122883 -0.104198 0.01 60 59 0 0 0
