max_pf 70 min_pf 51
individual DHm DSm DCp disp_rate patch_no b_patch_no mut_eff DDHm DDCp
4 0.582656 -0.000961647 -0.0733787 0.01 53 53 0 0 0
11 0.582656 -0.000961647 -0.0733787 0.01 53 53 0 0 0
20 0.558674 -0.00103432 -0.0148216 0.01 68 68 0 0 0
26 0.575832 -0.000982327 -0.00364185 0.01 60 60 0 0 0
27 0.613098 -0.0008694 -0.0128084 0.01 69 69 0 0 0
30 0.617063 -0.000857384 -0.0868985 0.01 52 52 0 0 0
33 0.538548 -0.00109531 -0.0305545 0.01 60 60 0 0 0
51 0.568346 -0.00100501 -0.00364185 0.01 60 60 0 0 0
70 0.582656 -0.000961647 -0.0733787 0.01 52 52 0 0 0
75 0.582656 -0.000961647 -0.0733787 0.01 52 52 0 0 0
81 0.568346 -0.00100501 -0.00364185 0.01 60 60 0 0 0
82 0.567803 -0.00100666 -0.00364185 0.01 60 60 0 0 0
103 0.570745 -0.000997743 -0.00364185 0.01 60 60 0 0 0
104 0.572986 -0.000990952 -0.0136826 0.01 60 59 0 0 0
114 0.582656 -0.000961647 -0.0733787 0.01 53 53 0 0 0
120 0.613098 -0.0008694 -0.0198751 0.01 68 68 -0.0045014 0 -0.0048279
121 0.556754 -0.00104014 -0.0653261 0.01 53 53 0 0 0
129 0.588199 -0.000944851 -0.0241508 0.01 69 69 0 0 0
130 0.589614 -0.000940562 -0.0221999 0.01 60 60 0 0 0
140 0.561267 -0.00102646 -0.0833374 0.01 60 60 0 0 0
151 0.574505 -0.000986349 -0.0128084 0.01 60 62 0 0 0
157 0.582656 -0.000961647 -0.0733787 0.01 53 53 0 0 0
163 0.613098 -0.0008694 -0.0128084 0.01 60 60 0 0 0
171 0.586261 -0.000950725 -0.015237 0.01 60 60 0 0 0
177 0.582656 -0.000961647 -0.0733787 0.01 53 53 0 0 0
178 0.565282 -0.0010143 -0.0444334 0.01 53 53 0 0 0
181 0.582656 -0.000961647 -0.0733787 0.01 53 53 0 0 0
190 0.558674 -0.00103432 -0.0148216 0.01 68 68 0 0 0
193 0.574251 -0.00098712 -0.00671464 0.01 60 60 0.00127766 0 0.00852239
202 0.570745 -0.000997743 -0.00364185 0.01 60 60 0 0 0
204 0.558674 -0.00103432 -0.0148216 0.01 68 68 0 0 0
215 0.603306 -0.000899073 -0.0241508 0.01 70 70 0 0 0
216 0.613098 -0.0008694 -0.0150472 0.01 70 70 0 0 0
224 0.599518 -0.00091055 -0.0136826 0.01 60 60 0 0 0
226 0.613098 -0.0008694 -0.0128084 0.01 69 69 0 0 0
230 0.588199 -0.000944851 -0.0241508 0.01 69 69 0 0 0
238 0.558674 -0.00103432 -0.0068765 0.01 68 68 0 0 0
240 0.613098 -0.0008694 -0.0128084 0.01 68 68 0 0 0
243 0.582656 -0.000961647 -0.0733787 0.01 53 53 0 0 0
249 0.590141 -0.000938967 -0.0303329 0.01 60 60 0 0 0
251 0.558674 -0.00103432 -0.0148216 0.01 68 67 0 0 0
252 0.583326 -0.000959617 -0.00364185 0.01 60 60 0 0 0
260 0.613098 -0.0008694 -0.0128084 0.01 60 60 0 0 0
266 0.617063 -0.000857384 -0.051296 0.01 53 53 0 0 0
270 0.609086 -0.000881557 -0.0150472 0.01 68 68 0.00325921 -0.00401169 0
277 0.586298 -0.000950613 -0.0733787 0.01 53 53 0 0 0
278 0.558674 -0.00103432 -0.0148216 0.01 68 68 0 0 0
285 0.582656 -0.000961647 -0.0733787 0.01 52 52 0 0 0
297 0.567803 -0.00100666 -0.00364185 0.01 60 60 0 0 0
300 0.558674 -0.00103432 -0.0148216 0.01 68 68 0 0 0
305 0.613098 -0.0008694 -0.0150472 0.01 69 69 0 0 0
310 0.582656 -0.000961647 -0.0979437 0.01 52 52 -0.000176653 0 -0.0146063
311 0.558674 -0.00103432 -0.0148216 0.01 68 68 0 0 0
315 0.538548 -0.00109531 -0.0128084 0.01 60 61 0 0 0
328 0.613098 -0.0008694 -0.0150472 0.01 69 69 0 0 0
344 0.613098 -0.0008694 -0.0128084 0.01 69 69 0 0 0
345 0.613098 -0.0008694 -0.0150472 0.01 69 69 0 0 0
348 0.556754 -0.00104014 -0.0653261 0.01 53 53 0 0 0
351 0.613098 -0.0008694 -0.0150472 0.01 68 68 0 0 0
365 0.558674 -0.00103432 -0.0148216 0.01 68 68 0 0 0
