	time	range_hot	range_cold
0	2000	77	67
1	2002	77	67
2	2004	78	66
3	2006	78	66
4	2008	78	66
5	2010	78	66
6	2012	78	66
7	2014	79	66
8	2016	79	66
9	2018	80	65
10	2020	80	65
11	2022	80	65
12	2024	80	65
13	2026	81	65
14	2028	81	65
15	2030	81	65
16	2032	81	65
17	2034	81	65
18	2036	82	64
19	2038	82	64
20	2040	82	64
21	2042	82	64
22	2044	82	64
23	2046	83	64
24	2048	83	64
25	2050	84	64
26	2052	84	64
27	2054	84	63
28	2056	84	63
29	2058	84	63
30	2060	84	63
31	2062	85	63
32	2064	85	63
33	2066	85	62
34	2068	85	62
35	2070	85	62
36	2072	86	61
37	2074	86	61
38	2076	86	61
39	2078	86	61
40	2080	86	61
41	2082	86	61
42	2084	87	61
43	2086	87	60
44	2088	87	60
45	2090	88	60
46	2092	88	60
47	2094	88	60
48	2096	89	59
49	2098	89	59
50	2100	89	59
51	2102	89	59
52	2104	90	59
53	2106	90	58
54	2108	90	58
55	2110	90	58
56	2112	91	58
57	2114	91	58
58	2116	92	58
59	2118	92	58
60	2120	93	58
61	2122	93	57
62	2124	93	57
63	2126	93	57
64	2128	94	57
65	2130	94	57
66	2132	94	56
67	2134	95	56
68	2136	96	56
69	2138	96	56
70	2140	97	56
71	2142	97	55
72	2144	98	55
73	2146	99	55
74	2148	99	54
75	2150	100	54
76	2152	101	54
77	2154	102	53
78	2156	103	53
79	2158	104	51
80	2160	106	51
81	2162	107	51
82	2164	108	50
83	2166	111	50
84	2168	117	47
