max_pf 86 min_pf 42
individual DHm DSm DCp disp_rate patch_no b_patch_no mut_eff DDHm DDCp
12 0.510937 -0.00117898 -0.0300328 0.01 43 43 0 0 0
24 0.544733 -0.00107657 -0.0124307 0.01 84 84 0 0 0
34 0.512099 -0.00117546 -0.0205838 0.01 43 43 0.00711685 -0.0101224 0
46 0.498514 -0.00121662 -0.0248909 0.01 43 43 0 0 0
59 0.487793 -0.00124911 -0.0553622 0.01 60 60 0 0 0
61 0.510937 -0.00117898 -0.0205838 0.01 43 43 0 0 0
82 0.523485 -0.00114096 -0.0580425 0.01 60 60 0 0 0
88 0.510454 -0.00118044 -0.00478656 0.01 60 60 0 0 0
92 0.522221 -0.00114478 -0.0205838 0.01 44 44 0 0 0
100 0.510785 -0.00117944 -0.032116 0.01 60 60 0 0 0
109 0.469223 -0.00130539 -0.0574299 0.01 60 60 0 0 0
116 0.522221 -0.00114478 -0.0205838 0.01 44 44 0 0 0
140 0.528251 -0.00112651 -0.0124307 0.01 85 85 0 0 0
160 0.487997 -0.0012485 -0.044212 0.01 60 60 0 0 0
181 0.522221 -0.00114478 -0.0205838 0.01 43 43 0 0 0
183 0.535531 -0.00110445 -0.0124307 0.01 84 84 0 0 0
184 0.522221 -0.00114478 -0.0205838 0.01 44 44 0 0 0
198 0.535531 -0.00110445 -0.0124307 0.01 84 84 0 0 0
207 0.522221 -0.00114478 -0.0455917 0.01 42 42 0 0 0
213 0.524943 -0.00113653 -0.0365333 0.01 42 42 0 0 0
214 0.522221 -0.00114478 -0.0344351 0.01 44 44 0 0 0
218 0.510785 -0.00117944 -0.032116 0.01 60 60 0 0 0
250 0.522221 -0.00114478 -0.0205838 0.01 44 44 0 0 0
267 0.535531 -0.00110445 -0.0124307 0.01 84 84 0 0 0
271 0.533201 -0.00111151 -0.0256511 0.01 60 60 0 0 0
277 0.522221 -0.00114478 -0.024453 0.01 44 44 0 0 0
279 0.510785 -0.00117944 -0.032116 0.01 60 60 0 0 0
284 0.544498 -0.00107728 -0.0124307 0.01 85 85 0 0 0
288 0.510192 -0.00118124 -0.00478656 0.01 60 60 0 0 0
329 0.518888 -0.00115489 -0.0205838 0.01 44 44 0 0 0
335 0.535531 -0.00110445 -0.0124307 0.01 85 84 0 0 0
336 0.544733 -0.00107657 -0.0124307 0.01 84 84 0 0 0
343 0.535531 -0.00110445 -0.0124307 0.01 84 84 0 0 0
361 0.522221 -0.00114478 -0.031868 0.01 43 43 0 0 0
