max_pf 77 min_pf 48
individual DHm DSm DCp disp_rate patch_no b_patch_no mut_eff DDHm DDCp
0 0.521703 -0.00114636 -0.0536649 0.01 50 50 -0.000207424 0 -0.00369469
24 0.527796 -0.00112789 -0.0351361 0.01 76 76 0 0 0
27 0.472764 -0.00129465 -0.025938 0.01 50 50 -0.000925601 0 -0.0135916
46 0.502073 -0.00120584 -0.0587732 0.01 60 60 0 0 0
53 0.531283 -0.00111732 -0.0351361 0.01 75 75 0 0 0
55 0.482249 -0.00126591 -0.0199567 0.01 60 60 0 0 0
63 0.510718 -0.00117964 -0.0499702 0.01 50 50 0 0 0
72 0.484474 -0.00125917 -0.0758042 0.01 60 60 0 0 0
87 0.498427 -0.00121689 -0.0680591 0.01 60 59 0 0 0
100 0.48875 -0.00124621 -0.069374 0.01 60 60 0 0 0
104 0.531796 -0.00111577 -0.0461002 0.01 75 75 0 0 0
115 0.475703 -0.00128575 -0.0651102 0.01 60 60 0 0 0
118 0.510718 -0.00117964 -0.0214468 0.01 50 50 0 0 0
120 0.531283 -0.00111732 -0.0351361 0.01 75 75 0 0 0
129 0.537729 -0.00109779 -0.00159863 0.01 60 59 0 0 0
131 0.507818 -0.00118843 -0.0463249 0.01 60 61 0 0 0
135 0.531283 -0.00111732 -0.0351361 0.01 76 76 0 0 0
144 0.520547 -0.00114986 -0.0525552 0.01 60 60 0 0 0
148 0.501355 -0.00120801 -0.0123465 0.01 50 50 0 0 0
158 0.510718 -0.00117964 -0.0609368 0.01 50 50 -0.000641048 0 -0.0109666
183 0.507269 -0.00119009 -0.0607629 0.01 60 60 0 0 0
191 0.531796 -0.00111577 -0.0351361 0.01 75 75 0 0 0
204 0.531283 -0.00111732 -0.0351361 0.01 75 75 0 0 0
209 0.474076 -0.00129068 -0.0185238 0.01 60 60 0 0 0
219 0.534384 -0.00110793 -0.0499702 0.01 49 50 0 0 0
220 0.50581 -0.00119451 -0.0499702 0.01 49 49 0 0 0
229 0.490831 -0.00123991 -0.0185238 0.01 60 60 0 0 0
242 0.472764 -0.00129465 -0.0123465 0.01 49 49 0 0 0
248 0.510718 -0.00117964 -0.0499702 0.01 48 48 0 0 0
252 0.490831 -0.00123991 -0.0148616 0.01 60 60 0 0 0
254 0.510718 -0.00117964 -0.0499702 0.01 50 50 0 0 0
262 0.489745 -0.0012432 -0.0222011 0.01 60 60 0 0 0
263 0.544843 -0.00107623 -0.0658265 0.01 50 51 0 0 0
265 0.514651 -0.00116772 -0.0499702 0.01 50 50 0 0 0
269 0.513482 -0.00117127 -0.0499702 0.01 50 50 0 0 0
275 0.531796 -0.00111577 -0.0351361 0.01 75 75 0 0 0
281 0.490831 -0.00123991 -0.0185238 0.01 60 60 0 0 0
283 0.490831 -0.00123991 -0.00918561 0.01 60 59 0 0 0
287 0.531796 -0.00111577 -0.0351361 0.01 77 77 0 0 0
294 0.523659 -0.00114043 -0.0525552 0.01 60 59 0 0 0
297 0.510718 -0.00117964 -0.0499702 0.01 49 49 0 0 0
310 0.48821 -0.00124785 -0.0153146 0.01 60 60 0 0 0
328 0.527796 -0.00112789 -0.0330797 0.01 76 76 0.00624931 0 0.00205639
336 0.510718 -0.00117964 -0.0499702 0.01 48 48 0 0 0
355 0.534398 -0.00110789 -0.0525552 0.01 60 60 0 0 0
361 0.52386 -0.00113982 -0.00298208 0.01 60 60 0 0 0
374 0.490831 -0.00123991 -0.0148616 0.01 60 60 0 0 0
377 0.527796 -0.00112789 -0.0351361 0.01 76 76 0 0 0
391 0.490831 -0.00123991 -0.0379152 0.01 48 48 0 0 0
408 0.527796 -0.00112789 -0.0351361 0.01 75 75 0 0 0
410 0.531796 -0.00111577 -0.0351361 0.01 76 76 0 0 0
417 0.517416 -0.00115934 -0.0581156 0.01 60 60 0 0 0
419 0.510718 -0.00117964 -0.0499702 0.01 49 49 0 0 0
424 0.507818 -0.00118843 -0.0463249 0.01 60 60 0 0 0
425 0.510718 -0.00117964 -0.0499702 0.01 48 48 0 0 0
426 0.510718 -0.00117964 -0.0499702 0.01 50 50 0 0 0
427 0.495329 -0.00122628 -0.0635217 0.01 60 60 -0.00205031 0 -0.0109665
434 0.48797 -0.00124858 -0.0123465 0.01 50 51 0 0 0
435 0.503595 -0.00120123 -0.0525552 0.01 60 60 0 0 0
467 0.475703 -0.00128575 -0.0651102 0.01 60 60 0 0 0
474 0.510718 -0.00117964 -0.057922 0.01 50 50 0 0 0
476 0.527796 -0.00112789 -0.0351361 0.01 75 75 0 0 0
486 0.526092 -0.00113305 -0.0525552 0.01 50 51 0 0 0
491 0.527796 -0.00112789 -0.028357 0.01 75 75 0.0189043 0 0.00677909
497 0.497174 -0.00122069 -0.0287515 0.01 60 60 0 0 0
508 0.472764 -0.00129465 -0.0123465 0.01 49 49 0 0 0
511 0.526092 -0.00113305 -0.0525552 0.01 50 50 0 0 0
512 0.510718 -0.00117964 -0.0499702 0.01 49 49 0 0 0
513 0.48797 -0.00124858 -0.0123465 0.01 50 50 0 0 0
514 0.510718 -0.00117964 -0.0499702 0.01 50 51 0 0 0
516 0.510718 -0.00117964 -0.0492853 0.01 50 51 0 0 0
518 0.510718 -0.00117964 -0.0499702 0.01 50 50 0 0 0
521 0.527796 -0.00112789 -0.0351361 0.01 75 74 0 0 0
532 0.527796 -0.00112789 -0.0351361 0.01 75 75 0 0 0
536 0.520795 -0.00114911 -0.0525552 0.01 60 62 0 0 0
557 0.510718 -0.00117964 -0.0499702 0.01 49 49 0 0 0
558 0.510718 -0.00117964 -0.0499702 0.01 49 49 0 0 0
566 0.497174 -0.00122069 -0.0287515 0.01 60 61 0 0 0
568 0.488788 -0.0012461 -0.0525552 0.01 60 61 0 0 0
589 0.510718 -0.00117964 -0.0499702 0.01 50 50 0 0 0
593 0.544843 -0.00107623 -0.0658265 0.01 50 50 0 0 0
603 0.540178 -0.00109037 -0.0351361 0.01 75 75 0 0 0
626 0.472764 -0.00129465 -0.0123465 0.01 49 49 0 0 0
641 0.510718 -0.00117964 -0.0499702 0.01 50 50 0 0 0
647 0.510718 -0.00117964 -0.0499702 0.01 48 48 0 0 0
649 0.526092 -0.00113305 -0.0525552 0.01 60 60 0 0 0
661 0.515861 -0.00116406 -0.00288622 0.01 60 60 0 0 0
670 0.527796 -0.00112789 -0.0351361 0.01 75 75 0 0 0
696 0.510718 -0.00117964 -0.0499702 0.01 49 49 0 0 0
697 0.531283 -0.00111732 -0.0351361 0.01 76 76 0 0 0
718 0.490831 -0.00123991 -0.00714956 0.01 60 60 0 0 0
724 0.48875 -0.00124621 -0.069374 0.01 60 60 0 0 0
731 0.527796 -0.00112789 -0.0351361 0.01 76 75 0 0 0
734 0.490831 -0.00123991 -0.0379152 0.01 48 48 0 0 0
736 0.479878 -0.0012731 -0.00714956 0.01 60 61 0 0 0
738 0.490831 -0.00123991 -0.0379152 0.01 50 49 0 0 0
749 0.510718 -0.00117964 -0.0499702 0.01 48 48 0 0 0
751 0.510718 -0.00117964 -0.0499702 0.01 49 49 0 0 0
759 0.510718 -0.00117964 -0.057922 0.01 50 50 0 0 0
776 0.527796 -0.00112789 -0.0351361 0.01 75 74 0 0 0
814 0.510718 -0.00117964 -0.0499702 0.01 49 49 0 0 0
831 0.510718 -0.00117964 -0.0499702 0.01 48 48 0 0 0
845 0.531796 -0.00111577 -0.0341722 0.01 75 74 0 0 0
847 0.48797 -0.00124858 -0.0148785 0.01 50 50 0 0 0
896 0.510718 -0.00117964 -0.0541185 0.01 49 49 -0.00036414 0 -0.00414828
929 0.510718 -0.00117964 -0.0499702 0.01 50 50 0 0 0
932 0.503358 -0.00120195 -0.0499702 0.01 50 50 0 0 0
934 0.510718 -0.00117964 -0.0499702 0.01 49 49 0 0 0
946 0.510718 -0.00117964 -0.0499702 0.01 49 49 0 0 0
948 0.474076 -0.00129068 -0.0185238 0.01 60 60 0 0 0
949 0.527796 -0.00112789 -0.0351361 0.01 75 75 0 0 0
950 0.490831 -0.00123991 -0.0379152 0.01 50 50 0 0 0
952 0.605496 -0.000892437 -0.0461288 0.01 50 51 0 0 0
961 0.510718 -0.00117964 -0.0499702 0.01 48 48 0 0 0
964 0.527796 -0.00112789 -0.0351361 0.01 76 76 0 0 0
968 0.510718 -0.00117964 -0.0499702 0.01 49 49 0 0 0
970 0.510718 -0.00117964 -0.0499702 0.01 50 50 0 0 0
