max_pf 86 min_pf 45
individual DHm DSm DCp disp_rate patch_no b_patch_no mut_eff DDHm DDCp
4 0.50239 -0.00120488 -0.0212423 0.01 60 60 0 0 0
30 0.581352 -0.0009656 -0.063082 0.01 84 83 0 0 0
34 0.541805 -0.00108544 -0.0820101 0.01 46 47 0 0 0
39 0.497525 -0.00121962 -0.0212423 0.01 60 60 0 0 0
41 0.588188 -0.000944885 -0.0181525 0.01 84 84 0 0 0
42 0.51404 -0.00116958 -0.0820101 0.01 46 46 0.00692165 -0.00976562 0
48 0.50239 -0.00120488 -0.0231386 0.01 60 59 0 0 0
63 0.564348 -0.00101713 -0.0319836 0.01 84 84 0 0 0
65 0.559163 -0.00103284 -0.0820101 0.01 47 47 0 0 0
68 0.523805 -0.00113998 -0.0729465 0.01 45 45 0 0 0
70 0.497525 -0.00121962 -0.0212423 0.01 60 60 0 0 0
75 0.559163 -0.00103284 -0.0820101 0.01 46 47 0 0 0
81 0.501366 -0.00120798 -0.0880594 0.01 60 60 0 0 0
109 0.497525 -0.00121962 -0.0212423 0.01 60 60 0 0 0
126 0.559163 -0.00103284 -0.0675003 0.01 46 46 0 0 0
138 0.530188 -0.00112064 -0.0820101 0.01 45 46 0 0 0
143 0.523805 -0.00113998 -0.0820101 0.01 46 46 0 0 0
148 0.523805 -0.00113998 -0.0729465 0.01 45 45 0 0 0
149 0.53284 -0.00111261 -0.0820101 0.01 47 47 0 0 0
165 0.581352 -0.0009656 -0.063082 0.01 85 85 0 0 0
170 0.53284 -0.00111261 -0.0820101 0.01 47 47 0 0 0
182 0.610922 -0.000875993 -0.0767126 0.01 60 60 0 0 0
191 0.523805 -0.00113998 -0.0820101 0.01 47 46 0 0 0
196 0.537851 -0.00109742 -0.0820101 0.01 47 47 -0.00988211 0.0140458 0
197 0.606845 -0.000888349 -0.0934156 0.01 60 60 -0.00181092 0.00255221 0
200 0.523805 -0.00113998 -0.0753282 0.01 46 46 0 0 0
208 0.581352 -0.0009656 -0.063082 0.01 85 85 0 0 0
220 0.471272 -0.00129918 -0.0212423 0.01 60 60 0.028411 -0.026253 0
223 0.523805 -0.00113998 -0.0845877 0.01 46 47 -0.00037621 0 -0.00257758
236 0.559163 -0.00103284 -0.0820101 0.01 47 47 0 0 0
237 0.497525 -0.00121962 -0.0229844 0.01 60 60 -0.0011645 0 -0.00613253
239 0.495342 -0.00122624 -0.0212423 0.01 60 60 0 0 0
258 0.581352 -0.0009656 -0.063082 0.01 85 85 0 0 0
260 0.523805 -0.00113998 -0.0820101 0.01 46 46 0 0 0
269 0.53284 -0.00111261 -0.0820101 0.01 46 46 0 0 0
271 0.551602 -0.00105575 -0.0820101 0.01 46 47 0 0 0
274 0.559163 -0.00103284 -0.0820101 0.01 47 48 0 0 0
287 0.581352 -0.0009656 -0.0417962 0.01 86 85 0 0 0
300 0.501366 -0.00120798 -0.0868437 0.01 60 60 0 0 0
318 0.493032 -0.00123324 -0.0212423 0.01 60 60 0 0 0
329 0.581352 -0.0009656 -0.0319836 0.01 84 84 0 0 0
330 0.559163 -0.00103284 -0.0820101 0.01 47 47 0 0 0
336 0.501366 -0.00120798 -0.0880594 0.01 60 60 0 0 0
341 0.559163 -0.00103284 -0.0720494 0.01 47 47 0 0 0
354 0.496609 -0.0012224 -0.0212423 0.01 60 60 0 0 0
365 0.523805 -0.00113998 -0.0820101 0.01 46 46 0 0 0
375 0.523805 -0.00113998 -0.0820101 0.01 45 46 0 0 0
377 0.581352 -0.0009656 -0.0319836 0.01 84 84 0 0 0
387 0.523805 -0.00113998 -0.0820101 0.01 46 46 0 0 0
388 0.53284 -0.00111261 -0.0820101 0.01 46 47 0 0 0
412 0.523805 -0.00113998 -0.0820101 0.01 47 47 0 0 0
414 0.523805 -0.00113998 -0.0729465 0.01 45 45 0 0 0
435 0.50239 -0.00120488 -0.0231386 0.01 60 60 0 0 0
436 0.501366 -0.00120798 -0.0978074 0.01 60 60 0 0 0
448 0.581352 -0.0009656 -0.0189894 0.01 86 86 0 0 0
461 0.522691 -0.00114336 -0.0820101 0.01 46 46 0 0 0
476 0.523805 -0.00113998 -0.0729465 0.01 46 45 0 0 0
494 0.559163 -0.00103284 -0.0820101 0.01 47 47 0 0 0
497 0.523805 -0.00113998 -0.0820101 0.01 47 46 0 0 0
506 0.563588 -0.00101943 -0.0444155 0.01 60 60 0 0 0
511 0.523805 -0.00113998 -0.0820101 0.01 46 46 0 0 0
521 0.523805 -0.00113998 -0.0820101 0.01 46 46 0 0 0
522 0.577547 -0.000977131 -0.0553449 0.01 85 84 0 0 0
528 0.581352 -0.0009656 -0.063082 0.01 85 85 0 0 0
529 0.541805 -0.00108544 -0.0820101 0.01 47 47 0 0 0
537 0.581352 -0.0009656 -0.0319836 0.01 84 84 0 0 0
544 0.501366 -0.00120798 -0.0880594 0.01 60 60 0 0 0
545 0.523071 -0.00114221 -0.0704819 0.01 60 60 0 0 0
575 0.523805 -0.00113998 -0.0820101 0.01 47 46 0 0 0
590 0.50239 -0.00120488 -0.0231386 0.01 60 60 0 0 0
592 0.559163 -0.00103284 -0.0820101 0.01 46 47 0 0 0
609 0.581352 -0.0009656 -0.0417962 0.01 85 85 0 0 0
610 0.523805 -0.00113998 -0.0820101 0.01 46 46 0 0 0
620 0.559163 -0.00103284 -0.0762448 0.01 47 48 0 0 0
627 0.541805 -0.00108544 -0.0820101 0.01 47 47 0 0 0
642 0.563588 -0.00101943 -0.0444155 0.01 60 60 0 0 0
649 0.541805 -0.00108544 -0.0820101 0.01 47 47 0 0 0
656 0.556058 -0.00104225 -0.0704819 0.01 60 60 0 0 0
660 0.523805 -0.00113998 -0.0753282 0.01 46 46 0 0 0
