	time	range_hot	range_cold
0	2000	77	67
1	2002	77	67
2	2004	78	66
3	2006	78	66
4	2008	78	66
5	2010	78	66
6	2012	78	65
7	2014	78	65
8	2016	79	65
9	2018	79	65
10	2020	79	65
11	2022	80	65
12	2024	80	65
13	2026	80	65
14	2028	80	65
15	2030	81	64
16	2032	81	64
17	2034	81	64
18	2036	81	64
19	2038	81	64
20	2040	81	63
21	2042	81	63
22	2044	82	63
23	2046	82	63
24	2048	82	63
25	2050	82	63
26	2052	82	62
27	2054	82	62
28	2056	82	62
29	2058	83	62
30	2060	83	62
31	2062	83	62
32	2064	83	61
33	2066	83	61
34	2068	84	61
35	2070	84	61
36	2072	84	61
37	2074	84	61
38	2076	84	61
39	2078	85	60
40	2080	85	60
41	2082	86	60
42	2084	86	60
43	2086	86	59
44	2088	86	59
45	2090	87	59
46	2092	87	59
47	2094	88	59
48	2096	88	59
49	2098	89	58
50	2100	89	58
51	2102	89	58
52	2104	89	58
53	2106	89	58
54	2108	90	58
55	2110	90	57
56	2112	91	57
57	2114	91	57
58	2116	91	57
59	2118	92	57
60	2120	92	57
61	2122	92	56
62	2124	93	56
63	2126	93	55
64	2128	93	55
65	2130	94	55
66	2132	94	55
67	2134	95	54
68	2136	95	54
69	2138	96	54
70	2140	96	54
71	2142	96	53
72	2144	97	53
73	2146	98	53
74	2148	99	53
75	2150	100	52
76	2152	100	52
77	2154	102	52
78	2156	103	50
79	2158	105	50
80	2160	106	50
81	2162	110	48
82	2164	115	47
83	2166	103	53
84	2168	103	53
85	2170	104	53
86	2172	105	53
87	2174	106	53
88	2176	107	52
89	2178	108	52
90	2180	109	51
91	2182	110	51
92	2184	112	50
93	2186	113	50
94	2188	114	48
95	2190	115	48
96	2192	120	47
