max_pf 96 min_pf 43
individual DHm DSm DCp disp_rate patch_no b_patch_no mut_eff DDHm DDCp
10 0.591182 -0.000935813 -0.0536743 0.01 44 44 0 0 0
16 0.537376 -0.00109886 -0.0867142 0.01 60 60 0 0 0
17 0.594337 -0.000926251 -0.0453255 0.01 44 45 0 0 0
21 0.591182 -0.000935813 -0.0543408 0.01 45 45 0 0 0
22 0.551928 -0.00105476 -0.0733263 0.01 60 60 0 0 0
55 0.591182 -0.000935813 -0.0536743 0.01 44 44 0 0 0
62 0.594337 -0.000926251 -0.0453255 0.01 45 45 0 0 0
93 0.594337 -0.000926251 -0.0453255 0.01 43 44 0 0 0
99 0.532039 -0.00111503 -0.00814944 0.01 95 95 0 0 0
111 0.591182 -0.000935813 -0.0536743 0.01 45 45 0 0 0
118 0.532039 -0.00111503 -0.00814944 0.01 94 94 0 0 0
120 0.591182 -0.000935813 -0.0543408 0.01 44 44 0 0 0
125 0.532039 -0.00111503 -0.00814944 0.01 95 95 0 0 0
130 0.591182 -0.000935813 -0.0536743 0.01 44 44 0 0 0
134 0.542733 -0.00108263 -0.00814944 0.01 94 94 0 0 0
165 0.581548 -0.000965006 -0.0453255 0.01 45 45 0 0 0
166 0.537376 -0.00109886 -0.0839766 0.01 60 60 0.000441164 0 0.00273759
200 0.591182 -0.000935813 -0.0543408 0.01 43 44 0 0 0
214 0.532039 -0.00111503 -0.00814944 0.01 94 94 0 0 0
239 0.594337 -0.000926251 -0.0453255 0.01 45 45 0 0 0
248 0.591182 -0.000935813 -0.0370682 0.01 44 44 0.00334055 0 0.0166061
268 0.601695 -0.000903954 -0.0415826 0.01 45 45 0 0 0
290 0.601695 -0.000903954 -0.0543408 0.01 45 45 0 0 0
300 0.591182 -0.000935813 -0.0536743 0.01 44 44 0 0 0
312 0.545159 -0.00107528 -0.0867142 0.01 60 60 0 0 0
313 0.591182 -0.000935813 -0.0536743 0.01 43 44 0 0 0
319 0.591182 -0.000935813 -0.0543408 0.01 44 44 0 0 0
321 0.591182 -0.000935813 -0.0543408 0.01 44 44 0 0 0
325 0.583266 -0.000959801 -0.0543408 0.01 45 47 0 0 0
329 0.532039 -0.00111503 -0.00814944 0.01 94 94 0 0 0
371 0.591182 -0.000935813 -0.0536743 0.01 44 44 0 0 0
373 0.601695 -0.000903954 -0.0543408 0.01 45 45 0 0 0
378 0.586374 -0.000950383 -0.0536743 0.01 44 44 0 0 0
380 0.591182 -0.000935813 -0.0536743 0.01 44 44 0 0 0
392 0.586374 -0.000950383 -0.0536743 0.01 44 44 0 0 0
405 0.532039 -0.00111503 -0.00814944 0.01 94 94 0 0 0
423 0.532039 -0.00111503 -0.00814944 0.01 94 94 0 0 0
438 0.53508 -0.00110582 -0.0232699 0.01 60 60 0 0 0
445 0.565762 -0.00101284 -0.0685294 0.01 60 60 0 0 0
451 0.591182 -0.000935813 -0.0536743 0.01 45 45 0 0 0
461 0.591182 -0.000935813 -0.0536743 0.01 45 44 0 0 0
467 0.591182 -0.000935813 -0.0520623 0.01 44 44 0 0 0
479 0.591182 -0.000935813 -0.0536743 0.01 44 44 0 0 0
481 0.601695 -0.000903954 -0.0543408 0.01 45 45 0 0 0
489 0.574123 -0.000987507 -0.0515407 0.01 60 60 0 0 0
508 0.500072 -0.0012119 -0.0816806 0.01 60 60 0 0 0
520 0.556377 -0.00104128 -0.0311676 0.01 60 60 0 0 0
540 0.533167 -0.00111162 -0.00814944 0.01 95 95 0 0 0
557 0.571365 -0.000995864 -0.0873782 0.01 60 60 0 0 0
563 0.532039 -0.00111503 -0.00814944 0.01 95 95 0 0 0
574 0.532039 -0.00111503 -0.00814944 0.01 95 95 0 0 0
577 0.608175 -0.000884318 -0.0614681 0.01 60 60 -0.0138176 0.0187159 0
584 0.591182 -0.000935813 -0.0536743 0.01 45 44 0 0 0
585 0.591182 -0.000935813 -0.0536743 0.01 45 44 0 0 0
604 0.571351 -0.000995907 -0.0733263 0.01 60 60 0 0 0
606 0.631986 -0.000812163 -0.0381228 0.01 45 45 -0.0200871 0.0408045 0
609 0.594337 -0.000926251 -0.0564494 0.01 45 46 0 0 0
615 0.591182 -0.000935813 -0.0536743 0.01 43 44 0 0 0
616 0.532039 -0.00111503 -0.00814944 0.01 95 94 0 0 0
672 0.572128 -0.000993552 -0.0536743 0.01 43 43 0 0 0
