max_pf 89 min_pf 39
individual DHm DSm DCp disp_rate patch_no b_patch_no mut_eff DDHm DDCp
7 0.45726 -0.00134164 -0.0340393 0.01 40 41 -0.00544925 0.00647077 0
13 0.450789 -0.00136124 -0.0587698 0.01 41 41 0 0 0
23 0.433802 -0.00141272 -0.0587698 0.01 40 40 0 0 0
47 0.529216 -0.00112359 -0.0731936 0.01 60 60 0 0 0
56 0.535546 -0.00110441 -0.0828954 0.01 88 88 0 0 0
78 0.487341 -0.00125048 -0.087822 0.01 60 59 0.000525415 0 0.00407489
80 0.514954 -0.00116681 -0.091722 0.01 60 60 0 0 0
85 0.52713 -0.00112991 -0.10937 0.01 89 87 0 0 0
107 0.536428 -0.00110173 -0.0918969 0.01 60 61 0 0 0
110 0.441306 -0.00138998 -0.115388 0.01 60 61 0 0 0
129 0.450789 -0.00136124 -0.0587698 0.01 41 42 0 0 0
175 0.450789 -0.00136124 -0.0587698 0.01 41 42 0 0 0
186 0.480439 -0.0012714 -0.127487 0.01 60 60 0 0 0
189 0.450789 -0.00136124 -0.0524694 0.01 41 41 0 0 0
196 0.433802 -0.00141272 -0.0587698 0.01 40 40 0 0 0
201 0.450789 -0.00136124 -0.0587698 0.01 41 41 0 0 0
206 0.488313 -0.00124753 -0.0814332 0.01 60 60 0 0 0
209 0.450789 -0.00136124 -0.0587698 0.01 41 41 0 0 0
256 0.535546 -0.00110441 -0.0828954 0.01 87 87 0 0 0
297 0.535546 -0.00110441 -0.0828954 0.01 87 87 0 0 0
333 0.450789 -0.00136124 -0.0440105 0.01 40 40 0 0 0
336 0.450789 -0.00136124 -0.0440105 0.01 40 40 0 0 0
342 0.450789 -0.00136124 -0.0587698 0.01 41 41 0 0 0
361 0.450789 -0.00136124 -0.0587698 0.01 41 41 0 0 0
364 0.450789 -0.00136124 -0.0587698 0.01 41 41 0 0 0
385 0.432864 -0.00141556 -0.0587698 0.01 40 40 0 0 0
395 0.490464 -0.00124102 -0.0918246 0.01 60 60 0 0 0
401 0.501927 -0.00120628 -0.095531 0.01 60 60 0 0 0
443 0.461035 -0.0013302 -0.106629 0.01 60 60 0 0 0
466 0.450789 -0.00136124 -0.0587698 0.01 41 41 0 0 0
478 0.450789 -0.00136124 -0.0899486 0.01 41 45 0 0 0
497 0.450789 -0.00136124 -0.0457759 0.01 41 41 0 0 0
501 0.445652 -0.00137681 -0.0587698 0.01 41 42 0 0 0
522 0.524289 -0.00113852 -0.0802684 0.01 60 60 0 0 0
523 0.433802 -0.00141272 -0.0587698 0.01 41 41 0 0 0
527 0.50489 -0.0011973 -0.0655193 0.01 60 59 0 0 0
