max_pf 77 min_pf 48
individual DHm DSm DCp disp_rate patch_no b_patch_no mut_eff DDHm DDCp
5 0.511552 -0.00117712 -0.038867 0.01 60 60 0 0 0
7 0.497005 -0.0012212 -0.0866945 0.01 60 61 0 0 0
18 0.508752 -0.0011856 -0.0138459 0.01 60 60 0 0 0
25 0.494843 -0.00122775 -0.0864341 0.01 50 50 0 0 0
35 0.509735 -0.00118262 -0.09103 0.01 60 60 0 0 0
38 0.51321 -0.00117209 -0.0728636 0.01 60 63 0 0 0
40 0.493076 -0.0012331 -0.0910308 0.01 60 60 0 0 0
42 0.534522 -0.00110751 -0.0894527 0.01 60 60 0 0 0
47 0.497986 -0.00121822 -0.0894527 0.01 49 49 0 0 0
49 0.497986 -0.00121822 -0.0894527 0.01 50 50 0 0 0
53 0.514125 -0.00116932 -0.0138459 0.01 60 60 0 0 0
56 0.475207 -0.00128725 -0.0894527 0.01 50 50 0 0 0
73 0.502238 -0.00120534 -0.0894527 0.01 50 50 -0.00371905 0.0042522 0
77 0.458971 -0.00133645 -0.0461438 0.01 76 76 0 0 0
84 0.485356 -0.0012565 -0.0111939 0.01 60 60 0 0 0
85 0.482608 -0.00126482 -0.0461438 0.01 75 75 -0.00745234 0.00812367 0
89 0.458971 -0.00133645 -0.0461438 0.01 76 76 0 0 0
90 0.548342 -0.00106563 -0.0737197 0.01 49 49 0 0 0
105 0.458971 -0.00133645 -0.0461438 0.01 75 75 0 0 0
115 0.502238 -0.00120534 -0.0894527 0.01 49 50 0 0 0
117 0.501546 -0.00120744 -0.0760367 0.01 50 50 0 0 0
126 0.479207 -0.00127513 -0.0210524 0.01 60 60 0 0 0
145 0.458971 -0.00133645 -0.0461438 0.01 75 75 0 0 0
149 0.506829 -0.00119143 -0.0772229 0.01 60 60 0 0 0
152 0.512396 -0.00117456 -0.0119216 0.01 60 60 0 0 0
155 0.488154 -0.00124802 -0.0872075 0.01 60 60 0 0 0
156 0.458971 -0.00133645 -0.0461438 0.01 75 75 0 0 0
158 0.497986 -0.00121822 -0.0894527 0.01 50 50 0 0 0
159 0.489092 -0.00124518 -0.0894527 0.01 48 48 0 0 0
176 0.458971 -0.00133645 -0.0461438 0.01 76 76 0 0 0
182 0.458971 -0.00133645 -0.0461438 0.01 75 75 0 0 0
188 0.458971 -0.00133645 -0.0330716 0.01 77 77 0 0 0
192 0.497986 -0.00121822 -0.0894527 0.01 50 50 0 0 0
194 0.497986 -0.00121822 -0.0894527 0.01 50 50 0 0 0
203 0.497986 -0.00121822 -0.0894527 0.01 50 50 0 0 0
237 0.493073 -0.00123311 -0.0910308 0.01 60 59 0 0 0
246 0.458971 -0.00133645 -0.0461438 0.01 75 75 0 0 0
259 0.52944 -0.00112291 -0.0726986 0.01 60 59 0.000176519 0 0.0015583
264 0.497986 -0.00121822 -0.0894527 0.01 48 48 0 0 0
268 0.497986 -0.00121822 -0.0894527 0.01 50 50 0 0 0
275 0.497986 -0.00121822 -0.0894527 0.01 50 50 0 0 0
311 0.458971 -0.00133645 -0.0461438 0.01 75 75 0 0 0
319 0.505122 -0.0011966 -0.0108363 0.01 60 60 0 0 0
320 0.501546 -0.00120744 -0.0760367 0.01 50 50 0 0 0
341 0.530123 -0.00112084 -0.0562481 0.01 60 60 0 0 0
342 0.494843 -0.00122775 -0.0894527 0.01 50 50 0 0 0
346 0.458971 -0.00133645 -0.0461438 0.01 75 75 0 0 0
351 0.504558 -0.00119831 -0.0336282 0.01 60 60 0 0 0
361 0.493073 -0.00123311 -0.0851675 0.01 60 60 0 0 0
365 0.458971 -0.00133645 -0.0461438 0.01 75 75 0 0 0
374 0.489092 -0.00124518 -0.0894527 0.01 49 49 0 0 0
390 0.458971 -0.00133645 -0.0461438 0.01 76 75 0 0 0
400 0.548342 -0.00106563 -0.0832771 0.01 49 49 0 0 0
412 0.509406 -0.00118362 -0.09103 0.01 60 60 0.000315368 -0.000328481 0
439 0.458971 -0.00133645 -0.0330716 0.01 76 76 0 0 0
443 0.494843 -0.00122775 -0.0894527 0.01 50 50 0 0 0
446 0.458971 -0.00133645 -0.0150123 0.01 76 76 0 0 0
455 0.522935 -0.00114262 -0.0138459 0.01 60 60 0 0 0
457 0.497986 -0.00121822 -0.0894527 0.01 50 50 0 0 0
461 0.499328 -0.00121416 -0.0246334 0.01 60 60 -0.000674844 0 -0.00358102
470 0.463404 -0.00132302 -0.0461438 0.01 76 76 0 0 0
472 0.52958 -0.00112248 -0.0905581 0.01 60 60 0 0 0
473 0.510539 -0.00118019 -0.0910308 0.01 60 60 0 0 0
476 0.458971 -0.00133645 -0.0461438 0.01 76 77 0 0 0
481 0.458971 -0.00133645 -0.0461438 0.01 76 76 0 0 0
482 0.533029 -0.00111203 -0.0772229 0.01 60 60 0 0 0
492 0.548342 -0.00106563 -0.0646863 0.01 50 50 0 0 0
495 0.52958 -0.00112248 -0.0646863 0.01 50 51 0 0 0
501 0.526525 -0.00113174 -0.0138459 0.01 60 60 0 0 0
516 0.497986 -0.00121822 -0.0894527 0.01 50 50 0 0 0
518 0.458971 -0.00133645 -0.0461438 0.01 75 75 0 0 0
530 0.530123 -0.00112084 -0.0423214 0.01 60 60 0.00234628 0 0.0139268
547 0.458971 -0.00133645 -0.0461438 0.01 75 75 0 0 0
572 0.458971 -0.00133645 -0.0455635 0.01 75 75 0 0 0
590 0.497986 -0.00121822 -0.0863256 0.01 50 50 0 0 0
603 0.458971 -0.00133645 -0.0461438 0.01 76 76 0 0 0
605 0.497986 -0.00121822 -0.0894527 0.01 50 50 0 0 0
610 0.489092 -0.00124518 -0.0894527 0.01 49 49 0 0 0
611 0.521147 -0.00114804 -0.0402812 0.01 60 60 0 0 0
623 0.497986 -0.00121822 -0.0894527 0.01 50 50 0 0 0
629 0.458971 -0.00133645 -0.0330716 0.01 75 75 0 0 0
630 0.505122 -0.0011966 -0.0274218 0.01 60 60 0 0 0
643 0.479207 -0.00127513 -0.0210524 0.01 60 60 0 0 0
644 0.487189 -0.00125094 -0.0210524 0.01 60 60 0 0 0
647 0.505122 -0.0011966 -0.022513 0.01 60 60 0 0 0
650 0.497986 -0.00121822 -0.0894527 0.01 49 49 0 0 0
659 0.463404 -0.00132302 -0.0461438 0.01 75 75 0 0 0
660 0.510539 -0.00118019 -0.0910308 0.01 60 60 0 0 0
663 0.517681 -0.00115854 -0.0065578 0.01 60 60 0 0 0
676 0.458971 -0.00133645 -0.0461438 0.01 75 75 0 0 0
681 0.548342 -0.00106563 -0.0646863 0.01 50 50 0 0 0
709 0.511379 -0.00117764 -0.0698013 0.01 60 59 0 0 0
718 0.526525 -0.00113174 -0.0153329 0.01 60 61 0 0 0
726 0.488872 -0.00124584 -0.0138459 0.01 60 60 0 0 0
741 0.504049 -0.00119985 -0.00958231 0.01 60 60 0 0 0
744 0.502238 -0.00120534 -0.0894527 0.01 50 50 0 0 0
745 0.546693 -0.00107063 -0.0119216 0.01 60 59 0 0 0
747 0.488872 -0.00124584 -0.0138459 0.01 60 60 0 0 0
755 0.458971 -0.00133645 -0.0461438 0.01 76 76 0 0 0
774 0.497986 -0.00121822 -0.0894527 0.01 50 50 0 0 0
775 0.505122 -0.0011966 -0.0138459 0.01 60 60 0 0 0
783 0.548342 -0.00106563 -0.0646863 0.01 50 50 0 0 0
785 0.521147 -0.00114804 -0.0402812 0.01 60 60 0 0 0
794 0.548342 -0.00106563 -0.0646863 0.01 50 50 0 0 0
802 0.52958 -0.00112248 -0.0905581 0.01 60 60 0 0 0
808 0.497986 -0.00121822 -0.0894527 0.01 49 49 0 0 0
819 0.458971 -0.00133645 -0.0461438 0.01 76 76 0 0 0
827 0.548342 -0.00106563 -0.0646863 0.01 50 50 0 0 0
831 0.520587 -0.00114974 -0.0138459 0.01 60 60 -0.00633052 0.0064618 0
853 0.496646 -0.00122228 -0.0111939 0.01 60 61 0 0 0
864 0.52958 -0.00112248 -0.0914319 0.01 60 60 0 0 0
871 0.497986 -0.00121822 -0.0894527 0.01 50 51 0 0 0
892 0.458971 -0.00133645 -0.0330716 0.01 75 75 0 0 0
901 0.542217 -0.00108419 -0.0330475 0.01 60 61 0 0 0
919 0.458971 -0.00133645 -0.0461438 0.01 75 75 0 0 0
929 0.523601 -0.0011406 -0.0279893 0.01 60 59 0 0 0
931 0.485356 -0.0012565 -0.0111939 0.01 60 60 0 0 0
936 0.458971 -0.00133645 -0.0461438 0.01 75 75 0 0 0
959 0.503211 -0.00120239 -0.0741268 0.01 60 61 0 0 0
963 0.523234 -0.00114172 -0.0772229 0.01 60 60 0 0 0
971 0.458971 -0.00133645 -0.0506261 0.01 76 76 -0.014204 0 -0.00448228
975 0.458971 -0.00133645 -0.0461438 0.01 75 75 0 0 0
977 0.458971 -0.00133645 -0.0330716 0.01 76 76 0 0 0
980 0.517024 -0.00116053 -0.00685447 0.01 60 62 0 0 0
981 0.548342 -0.00106563 -0.0737197 0.01 49 49 0 0 0
985 0.504049 -0.00119985 -0.00958231 0.01 60 60 0 0 0
987 0.497986 -0.00121822 -0.0894527 0.01 50 50 0 0 0
988 0.497986 -0.00121822 -0.0894527 0.01 50 50 0 0 0
998 0.497986 -0.00121822 -0.0894527 0.01 49 49 0 0 0
1003 0.458971 -0.00133645 -0.0461438 0.01 77 77 0 0 0
1008 0.548342 -0.00106563 -0.0737197 0.01 48 48 0 0 0
1009 0.530123 -0.00112084 -0.0562481 0.01 60 60 0 0 0
1012 0.517526 -0.00115901 -0.0121543 0.01 60 60 0 0 0
1014 0.494843 -0.00122775 -0.0894527 0.01 50 51 0 0 0
