max_pf 78 min_pf 46
individual DHm DSm DCp disp_rate patch_no b_patch_no mut_eff DDHm DDCp
49 0.578297 -0.000974859 -0.0687035 0.01 78 78 0 0 0
50 0.60545 -0.000892577 -0.0687035 0.01 76 76 -0.0105399 0.0180001 0
56 0.578297 -0.000974859 -0.0687035 0.01 77 77 0 0 0
57 0.618858 -0.000851946 -0.0819261 0.01 60 59 0 0 0
69 0.579253 -0.000971962 -0.0812381 0.01 48 48 0 0 0
79 0.60253 -0.000901423 -0.062852 0.01 60 59 0 0 0
80 0.599968 -0.000909189 -0.00128474 0.01 60 60 0 0 0
89 0.58627 -0.000950697 -0.056944 0.01 60 60 0 0 0
90 0.579253 -0.000971962 -0.0812381 0.01 48 47 0 0 0
91 0.58745 -0.000947122 -0.0687035 0.01 76 76 0 0 0
104 0.579253 -0.000971962 -0.0676625 0.01 48 48 0 0 0
109 0.582763 -0.000961325 -0.0687035 0.01 77 77 0 0 0
114 0.595017 -0.000924192 -0.0136831 0.01 60 60 0 0 0
118 0.621449 -0.000844094 -0.0038559 0.01 76 76 0 0 0
125 0.579253 -0.000971962 -0.0901985 0.01 48 48 0 0 0
133 0.54245 -0.00108349 -0.0514484 0.01 60 60 0 0 0
141 0.547624 -0.00106781 -0.0514484 0.01 60 61 0 0 0
155 0.582763 -0.000961325 -0.0687035 0.01 77 77 0 0 0
163 0.578297 -0.000974859 -0.0687035 0.01 78 78 0 0 0
169 0.58745 -0.000947122 -0.0687035 0.01 76 76 0 0 0
177 0.579253 -0.000971962 -0.0812381 0.01 47 48 0 0 0
217 0.629673 -0.000819172 -0.00565165 0.01 76 76 0 0 0
219 0.58745 -0.000947122 -0.0687035 0.01 77 77 0 0 0
225 0.58745 -0.000947122 -0.0723242 0.01 76 75 0 0 0
227 0.58745 -0.000947122 -0.0687035 0.01 77 77 0 0 0
236 0.601427 -0.000904767 -0.0038559 0.01 76 76 0.00983846 -0.0105977 0
239 0.610465 -0.00087738 -0.0610647 0.01 76 76 0.0154521 0 0.00763877
253 0.561782 -0.0010249 -0.0514484 0.01 60 60 0 0 0
258 0.58745 -0.000947122 -0.0687035 0.01 77 76 0 0 0
272 0.588304 -0.000944533 -0.0714991 0.01 47 47 0 0 0
274 0.578297 -0.000974859 -0.0687035 0.01 76 76 0 0 0
276 0.60253 -0.000901423 -0.072631 0.01 60 60 0 0 0
296 0.613744 -0.000867441 -0.0676625 0.01 48 48 0 0 0
299 0.574963 -0.00098496 -0.0769934 0.01 48 48 0 0 0
302 0.578297 -0.000974859 -0.0687035 0.01 76 76 0 0 0
310 0.579253 -0.000971962 -0.0769934 0.01 47 47 0 0 0
343 0.57317 -0.000990395 -0.0687035 0.01 60 60 0 0 0
345 0.58745 -0.000947122 -0.0687035 0.01 78 78 0 0 0
354 0.60253 -0.000901423 -0.072631 0.01 60 60 0 0 0
369 0.554823 -0.00104599 -0.0564527 0.01 60 60 0 0 0
376 0.58745 -0.000947122 -0.0687035 0.01 77 77 0 0 0
393 0.579253 -0.000971962 -0.0901985 0.01 48 48 0 0 0
394 0.58745 -0.000947122 -0.0687035 0.01 77 77 0 0 0
396 0.585526 -0.000952951 -0.0389309 0.01 60 60 0 0 0
397 0.603321 -0.000899026 -0.0848705 0.01 60 60 0 0 0
402 0.579253 -0.000971962 -0.0676625 0.01 48 48 0 0 0
