max_pf 84 min_pf 43
individual DHm DSm DCp disp_rate patch_no b_patch_no mut_eff DDHm DDCp
3 0.564101 -0.00101787 -0.0170783 0.01 83 83 0 0 0
18 0.541487 -0.0010864 -0.0505918 0.01 45 45 0 0 0
20 0.602273 -0.000902202 -0.0359135 0.01 60 60 -0.00135446 0 -0.0099713
23 0.547105 -0.00106938 -0.0306751 0.01 60 60 0 0 0
32 0.541487 -0.0010864 -0.0505918 0.01 43 43 0 0 0
34 0.546152 -0.00107227 -0.0594009 0.01 45 45 0 0 0
47 0.564101 -0.00101787 -0.0224289 0.01 84 84 0 0 0
51 0.528064 -0.00112708 -0.038432 0.01 60 60 0 0 0
54 0.573876 -0.000988255 -0.0388959 0.01 60 59 0 0 0
59 0.564101 -0.00101787 -0.0224289 0.01 82 82 0 0 0
63 0.577223 -0.000978111 -0.069456 0.01 60 60 0 0 0
65 0.564101 -0.00101787 -0.0224289 0.01 82 82 0 0 0
76 0.564101 -0.00101787 -0.0224289 0.01 83 83 0 0 0
90 0.541487 -0.0010864 -0.0505918 0.01 44 46 0 0 0
102 0.550897 -0.00105789 -0.0224289 0.01 82 82 0 0 0
121 0.564101 -0.00101787 -0.0224289 0.01 84 84 0 0 0
123 0.566295 -0.00101123 -0.0737738 0.01 60 60 0 0 0
140 0.564101 -0.00101787 -0.0224289 0.01 84 84 0 0 0
195 0.528168 -0.00112676 -0.0594009 0.01 60 60 -0.00897542 0.00958341 0
201 0.564101 -0.00101787 -0.0224289 0.01 82 82 0 0 0
204 0.518585 -0.0011558 -0.0594009 0.01 60 60 0 0 0
207 0.582316 -0.000962678 -0.0388959 0.01 60 60 -0.00673568 0.00844014 0
216 0.541487 -0.0010864 -0.0405731 0.01 44 44 0 0 0
235 0.541487 -0.0010864 -0.0505918 0.01 44 44 0 0 0
249 0.550774 -0.00105826 -0.0505918 0.01 45 45 -0.0058793 0.00928706 0
251 0.551219 -0.00105691 -0.0224289 0.01 82 82 0.0107614 -0.0128822 0
