max_pf 79 min_pf 45
individual DHm DSm DCp disp_rate patch_no b_patch_no mut_eff DDHm DDCp
10 0.533746 -0.00110986 -0.0228612 0.01 77 77 0 0 0
25 0.529945 -0.00112138 -0.0234813 0.01 78 78 -0.00249627 0 -0.00062005
27 0.529945 -0.00112138 -0.0228612 0.01 77 77 0 0 0
48 0.477416 -0.00128056 -0.0678981 0.01 47 47 0 0 0
52 0.526627 -0.00113143 -0.0435511 0.01 46 46 0 0 0
53 0.498518 -0.00121661 -0.0852407 0.01 47 47 0 0 0
64 0.529945 -0.00112138 -0.0228612 0.01 77 77 0 0 0
65 0.541125 -0.0010875 -0.0363985 0.01 60 60 0 0 0
78 0.526627 -0.00113143 -0.0435511 0.01 47 47 0 0 0
79 0.465988 -0.00131519 -0.0678981 0.01 46 46 0 0 0
87 0.526627 -0.00113143 -0.0554864 0.01 45 45 0 0 0
96 0.526627 -0.00113143 -0.0435511 0.01 45 45 0 0 0
100 0.529945 -0.00112138 -0.0228612 0.01 77 77 0 0 0
105 0.570557 -0.000998311 -0.0442772 0.01 60 60 0 0 0
108 0.547783 -0.00106732 -0.0517384 0.01 60 60 0 0 0
117 0.498518 -0.00121661 -0.0678981 0.01 47 47 0 0 0
124 0.547696 -0.00106759 -0.0917969 0.01 60 60 0 0 0
128 0.500147 -0.00121167 -0.0678981 0.01 47 47 0 0 0
131 0.498518 -0.00121661 -0.0678981 0.01 46 47 0 0 0
137 0.529945 -0.00112138 -0.0228612 0.01 78 78 0 0 0
138 0.512641 -0.00117382 -0.0363985 0.01 60 60 0 0 0
157 0.555511 -0.0010439 -0.0283232 0.01 60 60 0 0 0
172 0.479081 -0.00127551 -0.0663633 0.01 47 48 0.00020802 0 0.00153481
184 0.498518 -0.00121661 -0.0678981 0.01 47 47 0 0 0
189 0.497218 -0.00122055 -0.0678981 0.01 60 60 0 0 0
199 0.529945 -0.00112138 -0.0144829 0.01 60 60 0 0 0
203 0.539241 -0.00109321 -0.0706072 0.01 60 60 0 0 0
211 0.464624 -0.00131932 -0.0678981 0.01 46 46 0.0125847 -0.014457 0
230 0.529945 -0.00112138 -0.0228612 0.01 77 77 0 0 0
237 0.526627 -0.00113143 -0.0435511 0.01 47 47 0 0 0
244 0.479081 -0.00127551 -0.0678981 0.01 46 46 0 0 0
252 0.529945 -0.00112138 -0.0332326 0.01 77 77 0 0 0
266 0.512641 -0.00117382 -0.0363985 0.01 60 60 0 0 0
268 0.529945 -0.00112138 -0.0228612 0.01 77 77 0 0 0
278 0.487684 -0.00124944 -0.0435511 0.01 60 60 0 0 0
294 0.529945 -0.00112138 -0.0228612 0.01 78 78 0 0 0
298 0.515701 -0.00116454 -0.0678981 0.01 60 60 0 0 0
305 0.529945 -0.00112138 -0.0228612 0.01 77 77 0 0 0
334 0.523812 -0.00113996 -0.0144829 0.01 60 60 0 0 0
335 0.500147 -0.00121167 -0.0678981 0.01 47 47 0 0 0
361 0.498518 -0.00121661 -0.0678981 0.01 47 47 0 0 0
362 0.485208 -0.00125694 -0.0435511 0.01 60 61 0 0 0
372 0.529945 -0.00112138 -0.0245438 0.01 78 78 0 0 0
384 0.552706 -0.00105241 -0.0228612 0.01 78 78 0 0 0
391 0.498518 -0.00121661 -0.06598 0.01 47 47 0 0 0
396 0.529945 -0.00112138 -0.0228612 0.01 78 78 0 0 0
402 0.529945 -0.00112138 -0.0228612 0.01 77 77 0 0 0
417 0.479081 -0.00127551 -0.0678981 0.01 46 46 0 0 0
429 0.529945 -0.00112138 -0.00519171 0.01 77 77 0 0 0
