max_pf 79 min_pf 46
individual DHm DSm DCp disp_rate patch_no b_patch_no mut_eff DDHm DDCp
21 0.544597 -0.00107698 -0.0909654 0.01 60 60 0 0 0
24 0.554463 -0.00104708 -0.0575262 0.01 60 60 0 0 0
30 0.551602 -0.00105575 -0.0820101 0.01 47 47 0 0 0
40 0.581352 -0.0009656 -0.056195 0.01 77 77 0 0 0
41 0.577133 -0.000978386 -0.0820101 0.01 47 47 0 0 0
42 0.559163 -0.00103284 -0.0820101 0.01 47 48 0 0 0
43 0.559163 -0.00103284 -0.0820101 0.01 47 48 0 0 0
52 0.501366 -0.00120798 -0.0948102 0.01 60 60 -0.00121501 0 -0.00675081
53 0.585905 -0.000951804 -0.0555016 0.01 60 60 0 0 0
56 0.559163 -0.00103284 -0.0820101 0.01 47 48 0 0 0
69 0.53284 -0.00111261 -0.0820101 0.01 46 46 0 0 0
71 0.559163 -0.00103284 -0.0820101 0.01 48 48 0 0 0
75 0.559163 -0.00103284 -0.0820101 0.01 48 48 0 0 0
89 0.581352 -0.0009656 -0.053999 0.01 77 77 -0.0253844 0 -0.00958349
94 0.581352 -0.0009656 -0.0444155 0.01 78 78 0 0 0
100 0.571356 -0.00099589 -0.0434855 0.01 60 60 0 0 0
115 0.552967 -0.00105161 -0.0909654 0.01 60 60 0 0 0
120 0.581352 -0.0009656 -0.0444155 0.01 77 77 0 0 0
134 0.559163 -0.00103284 -0.0820101 0.01 48 50 0 0 0
140 0.523805 -0.00113998 -0.0820101 0.01 46 46 0 0 0
155 0.581352 -0.0009656 -0.0444155 0.01 77 77 0 0 0
162 0.559163 -0.00103284 -0.0778527 0.01 47 47 0 0 0
166 0.559163 -0.00103284 -0.0762448 0.01 48 48 0 0 0
195 0.556058 -0.00104225 -0.0479848 0.01 60 60 0 0 0
197 0.559163 -0.00103284 -0.0820101 0.01 48 48 0 0 0
203 0.592657 -0.000931344 -0.040965 0.01 77 77 0 0 0
212 0.523805 -0.00113998 -0.0820101 0.01 47 46 0 0 0
222 0.541805 -0.00108544 -0.0820101 0.01 47 47 0 0 0
223 0.544905 -0.00107605 -0.0693924 0.01 60 61 0 0 0
225 0.576213 -0.000981172 -0.0690816 0.01 79 79 0 0 0
233 0.576213 -0.000981172 -0.0522127 0.01 78 78 0 0 0
235 0.581352 -0.0009656 -0.0444155 0.01 78 78 0 0 0
241 0.587567 -0.000946767 -0.104874 0.01 60 60 0 0 0
247 0.581352 -0.0009656 -0.040965 0.01 77 77 0 0 0
251 0.577315 -0.000977833 -0.108015 0.01 60 60 0 0 0
253 0.523805 -0.00113998 -0.0820101 0.01 46 46 0 0 0
277 0.581352 -0.0009656 -0.040965 0.01 77 77 0 0 0
281 0.576213 -0.000981172 -0.0592792 0.01 78 78 0 0 0
283 0.581352 -0.0009656 -0.0444155 0.01 77 77 0 0 0
286 0.559163 -0.00103284 -0.0820101 0.01 47 47 0 0 0
297 0.581352 -0.0009656 -0.0444155 0.01 77 77 0 0 0
301 0.581352 -0.0009656 -0.0444155 0.01 77 77 0 0 0
316 0.581352 -0.0009656 -0.039755 0.01 77 77 0 0 0
319 0.581352 -0.0009656 -0.0444155 0.01 77 77 0 0 0
324 0.586754 -0.000949231 -0.0801866 0.01 60 60 0 0 0
333 0.529317 -0.00112328 -0.0954196 0.01 60 60 0 0 0
335 0.501366 -0.00120798 -0.0880594 0.01 60 60 0 0 0
336 0.571356 -0.00099589 -0.0710312 0.01 60 59 0 0 0
355 0.581352 -0.0009656 -0.040965 0.01 77 77 0 0 0
363 0.559163 -0.00103284 -0.0820101 0.01 47 47 0 0 0
370 0.549385 -0.00106247 -0.0803774 0.01 48 48 0 0 0
375 0.559163 -0.00103284 -0.0820101 0.01 47 47 0 0 0
386 0.541805 -0.00108544 -0.0803774 0.01 48 48 0 0 0
389 0.581352 -0.0009656 -0.0444155 0.01 77 77 0 0 0
393 0.581352 -0.0009656 -0.0444155 0.01 77 77 0 0 0
396 0.541805 -0.00108544 -0.0820101 0.01 48 48 0 0 0
403 0.559163 -0.00103284 -0.0820101 0.01 48 49 0 0 0
417 0.581352 -0.0009656 -0.0444155 0.01 77 77 0 0 0
423 0.581352 -0.0009656 -0.0444155 0.01 77 77 0 0 0
426 0.541805 -0.00108544 -0.0820101 0.01 48 48 0 0 0
427 0.579656 -0.000970741 -0.0934647 0.01 60 60 0.000830114 0 0.00591496
429 0.559163 -0.00103284 -0.0820101 0.01 48 48 0 0 0
458 0.581352 -0.0009656 -0.0444155 0.01 77 77 0 0 0
462 0.559163 -0.00103284 -0.0820101 0.01 47 47 0 0 0
472 0.559163 -0.00103284 -0.0762448 0.01 48 48 0 0 0
476 0.592857 -0.000930737 -0.0894422 0.01 60 60 0 0 0
484 0.555022 -0.00104539 -0.0479848 0.01 60 60 0 0 0
485 0.581352 -0.0009656 -0.0444155 0.01 77 78 0 0 0
489 0.501366 -0.00120798 -0.0880594 0.01 60 60 0 0 0
533 0.601293 -0.000905172 -0.119305 0.01 60 60 0 0 0
544 0.571356 -0.00099589 -0.0570014 0.01 60 60 0 0 0
545 0.581352 -0.0009656 -0.0444155 0.01 78 78 0 0 0
553 0.6065 -0.000889394 -0.0609841 0.01 60 60 0 0 0
557 0.559163 -0.00103284 -0.0820101 0.01 48 48 0 0 0
562 0.523805 -0.00113998 -0.0820101 0.01 47 47 0 0 0
