max_pf 90 min_pf 42
individual DHm DSm DCp disp_rate patch_no b_patch_no mut_eff DDHm DDCp
3 0.543383 -0.00108066 -0.00669872 0.01 88 88 0 0 0
13 0.56246 -0.00102285 -0.024305 0.01 60 60 0 0 0
23 0.557692 -0.0010373 -0.00669872 0.01 89 89 0 0 0
29 0.582734 -0.000961413 -0.0454499 0.01 44 44 0 0 0
38 0.558618 -0.00103449 -0.00669872 0.01 89 89 -0.0145569 0.0152352 0
51 0.582734 -0.000961413 -0.0454499 0.01 44 44 0 0 0
54 0.582734 -0.000961413 -0.0449839 0.01 43 43 0 0 0
84 0.582734 -0.000961413 -0.0454499 0.01 44 44 0 0 0
88 0.543383 -0.00108066 -0.00669872 0.01 88 88 0 0 0
93 0.536687 -0.00110095 -0.0241056 0.01 60 60 0 0 0
101 0.582734 -0.000961413 -0.0282779 0.01 43 43 0 0 0
102 0.592941 -0.00093048 -0.0675764 0.01 60 60 0 0 0
112 0.582734 -0.000961413 -0.0545063 0.01 43 44 0 0 0
114 0.580363 -0.000968598 -0.0545063 0.01 44 44 0 0 0
117 0.582734 -0.000961413 -0.0545063 0.01 44 44 0 0 0
120 0.543383 -0.00108066 -0.00669872 0.01 88 88 0 0 0
122 0.493202 -0.00123272 -0.0725158 0.01 60 60 0 0 0
127 0.543383 -0.00108066 -0.00669872 0.01 89 89 0 0 0
156 0.528685 -0.0011252 -0.0290234 0.01 60 60 0 0 0
174 0.543383 -0.00108066 -0.00669872 0.01 89 89 0 0 0
176 0.589535 -0.000940803 -0.0282779 0.01 42 43 -0.00351288 0.00680137 0
178 0.58391 -0.000957847 -0.0454499 0.01 44 44 0 0 0
198 0.582734 -0.000961413 -0.0454499 0.01 43 43 0 0 0
200 0.542705 -0.00108271 -0.0290234 0.01 60 60 0 0 0
204 0.579027 -0.000972646 -0.0454499 0.01 60 60 0 0 0
207 0.587957 -0.000945586 -0.0359746 0.01 60 60 0 0 0
238 0.535338 -0.00110504 -0.0391682 0.01 60 59 0 0 0
248 0.542705 -0.00108271 -0.0518454 0.01 60 59 0 0 0
249 0.512309 -0.00117482 -0.049643 0.01 60 60 0 0 0
268 0.568973 -0.00100311 -0.017169 0.01 60 60 0 0 0
279 0.582734 -0.000961413 -0.0454499 0.01 44 44 0 0 0
291 0.582734 -0.000961413 -0.0454499 0.01 43 43 0 0 0
297 0.52375 -0.00114015 -0.032603 0.01 60 60 0 0 0
301 0.543383 -0.00108066 -0.00669872 0.01 90 90 0 0 0
302 0.582734 -0.000961413 -0.0454499 0.01 44 44 0 0 0
304 0.582734 -0.000961413 -0.0454499 0.01 44 44 0 0 0
308 0.493202 -0.00123272 -0.0725158 0.01 60 60 0 0 0
