max_pf 88 min_pf 42
individual DHm DSm DCp disp_rate patch_no b_patch_no mut_eff DDHm DDCp
0 0.581253 -0.000965901 -0.0625924 0.01 44 45 0 0 0
15 0.583744 -0.000958352 -0.0483886 0.01 44 43 0 0 0
34 0.564116 -0.00101783 -0.0454857 0.01 86 86 0 0 0
63 0.567811 -0.00100663 -0.0517288 0.01 44 45 0 0 0
71 0.510318 -0.00118085 -0.0454857 0.01 60 60 0 0 0
77 0.588329 -0.000944458 -0.0483886 0.01 43 43 0 0 0
82 0.569683 -0.00100096 -0.0236765 0.01 86 86 -0.00348935 0.00469011 0
89 0.51739 -0.00115943 -0.0454857 0.01 60 60 0 0 0
106 0.564116 -0.00101783 -0.0526393 0.01 88 88 0 0 0
159 0.519338 -0.00115352 -0.0367825 0.01 60 60 0 0 0
180 0.583744 -0.000958352 -0.0407059 0.01 44 44 0 0 0
195 0.600558 -0.000907401 -0.0796769 0.01 60 60 0 0 0
202 0.512843 -0.0011732 -0.040656 0.01 60 60 0 0 0
203 0.564116 -0.00101783 -0.0454857 0.01 87 87 0 0 0
234 0.516411 -0.00116239 -0.0454857 0.01 60 60 0 0 0
263 0.581262 -0.000965873 -0.0822753 0.01 60 60 0 0 0
271 0.583744 -0.000958352 -0.0483886 0.01 43 43 0 0 0
280 0.580604 -0.000967867 -0.0159318 0.01 44 44 0 0 0
288 0.564116 -0.00101783 -0.0526393 0.01 88 88 0 0 0
299 0.567811 -0.00100663 -0.0517288 0.01 44 44 0 0 0
311 0.597645 -0.000916229 -0.082415 0.01 60 60 0 0 0
331 0.583744 -0.000958352 -0.0407059 0.01 43 44 0 0 0
348 0.588329 -0.000944458 -0.0483886 0.01 43 43 0 0 0
355 0.54046 -0.00108952 -0.0488153 0.01 60 60 -0.00266245 0 -0.0162418
382 0.564116 -0.00101783 -0.0454857 0.01 86 86 0 0 0
398 0.581253 -0.000965901 -0.0625924 0.01 44 45 0 0 0
427 0.567811 -0.00100663 -0.0517288 0.01 43 43 0 0 0
448 0.564993 -0.00101517 -0.0236765 0.01 86 86 0 0 0
453 0.564116 -0.00101783 -0.0454857 0.01 86 86 0 0 0
463 0.516411 -0.00116239 -0.0454857 0.01 60 60 0 0 0
470 0.571132 -0.000996571 -0.0625924 0.01 44 45 0 0 0
474 0.516411 -0.00116239 -0.0556514 0.01 60 60 0 0 0
484 0.53582 -0.00110358 -0.0389386 0.01 60 60 0 0 0
485 0.571132 -0.000996571 -0.043079 0.01 44 45 0 0 0
495 0.54046 -0.00108952 -0.0488153 0.01 60 60 0 0 0
513 0.53582 -0.00110358 -0.0454857 0.01 60 61 0 0 0
529 0.564116 -0.00101783 -0.0454857 0.01 86 86 0 0 0
538 0.567811 -0.00100663 -0.0517288 0.01 44 44 0 0 0
543 0.567811 -0.00100663 -0.0517288 0.01 44 44 0 0 0
546 0.571132 -0.000996571 -0.043079 0.01 44 44 0 0 0
564 0.57286 -0.000991334 -0.0483886 0.01 43 43 0 0 0
571 0.568323 -0.00100508 -0.0454857 0.01 87 87 0 0 0
582 0.581253 -0.000965901 -0.0559835 0.01 44 44 0 0 0
597 0.571132 -0.000996571 -0.043079 0.01 44 44 0 0 0
598 0.583744 -0.000958352 -0.0483183 0.01 43 43 0 0 0
