max_pf 81 min_pf 46
individual DHm DSm DCp disp_rate patch_no b_patch_no mut_eff DDHm DDCp
8 0.58391 -0.000957847 -0.0454499 0.01 48 48 0 0 0
12 0.582734 -0.000961413 -0.0454499 0.01 46 46 0 0 0
13 0.56246 -0.00102285 -0.024305 0.01 60 60 0 0 0
14 0.582734 -0.000961413 -0.0545063 0.01 46 46 0 0 0
41 0.58391 -0.000957847 -0.0454499 0.01 47 47 0 0 0
49 0.542705 -0.00108271 -0.0152493 0.01 60 60 0 0 0
52 0.58391 -0.000957847 -0.0454499 0.01 47 47 0 0 0
58 0.58391 -0.000957847 -0.0454499 0.01 48 48 0 0 0
81 0.52375 -0.00114015 -0.032603 0.01 60 60 0 0 0
94 0.557044 -0.00103926 -0.0329497 0.01 48 48 0.0012724 0 0.0125002
115 0.54779 -0.0010673 -0.0390189 0.01 80 80 0 0 0
121 0.582734 -0.000961413 -0.0454499 0.01 47 47 0 0 0
126 0.528685 -0.0011252 -0.0290234 0.01 60 60 0 0 0
131 0.54779 -0.0010673 -0.0414265 0.01 79 79 0 0 0
133 0.588835 -0.000942924 -0.0308853 0.01 60 60 0 0 0
151 0.58391 -0.000957847 -0.0454499 0.01 48 48 0 0 0
152 0.542705 -0.00108271 -0.0247338 0.01 60 60 0 0 0
168 0.58391 -0.000957847 -0.0645882 0.01 47 47 0 0 0
169 0.54779 -0.0010673 -0.0414265 0.01 79 79 0 0 0
170 0.56246 -0.00102285 -0.024305 0.01 60 60 0 0 0
185 0.592941 -0.00093048 -0.0409533 0.01 60 60 0 0 0
202 0.58391 -0.000957847 -0.0645882 0.01 48 48 0 0 0
203 0.58391 -0.000957847 -0.0454499 0.01 47 48 0 0 0
217 0.58391 -0.000957847 -0.0454499 0.01 48 49 0 0 0
246 0.56195 -0.00102439 -0.017743 0.01 60 60 0 0 0
257 0.58391 -0.000957847 -0.0454499 0.01 48 48 0 0 0
259 0.54779 -0.0010673 -0.0390189 0.01 80 80 0 0 0
260 0.542705 -0.00108271 -0.0271912 0.01 60 60 0 0 0
266 0.577676 -0.00097674 -0.024305 0.01 60 59 0 0 0
300 0.58391 -0.000957847 -0.0645882 0.01 47 47 0 0 0
330 0.58391 -0.000957847 -0.0645882 0.01 47 47 0 0 0
346 0.571785 -0.000994592 -0.0257521 0.01 60 60 0 0 0
358 0.542705 -0.00108271 -0.0271912 0.01 60 60 0 0 0
362 0.54779 -0.0010673 -0.0390189 0.01 80 80 0 0 0
366 0.566733 -0.0010099 -0.0390189 0.01 79 79 -0.0141139 0.0189434 0
372 0.58391 -0.000957847 -0.0645882 0.01 47 47 0 0 0
399 0.493202 -0.00123272 -0.0725158 0.01 60 60 0 0 0
407 0.56195 -0.00102439 -0.0472804 0.01 60 61 0 0 0
408 0.54779 -0.0010673 -0.0390189 0.01 79 79 0 0 0
410 0.54779 -0.0010673 -0.0390189 0.01 79 79 0 0 0
425 0.540714 -0.00108875 -0.0290234 0.01 60 60 0 0 0
434 0.54779 -0.0010673 -0.0390189 0.01 80 80 0 0 0
456 0.54779 -0.0010673 -0.0390189 0.01 80 80 0 0 0
463 0.582734 -0.000961413 -0.0454499 0.01 46 46 0 0 0
464 0.569207 -0.0010024 -0.0108191 0.01 60 60 0 0 0
470 0.551164 -0.00105708 -0.0273208 0.01 60 59 0 0 0
474 0.58391 -0.000957847 -0.0454499 0.01 47 47 0 0 0
483 0.598821 -0.000912663 -0.0220306 0.01 48 48 0 0 0
500 0.518762 -0.00115527 -0.0225111 0.01 60 60 0 0 0
503 0.58391 -0.000957847 -0.0454499 0.01 48 48 0 0 0
512 0.58391 -0.000957847 -0.0645882 0.01 47 47 0 0 0
517 0.58391 -0.000957847 -0.0645882 0.01 46 47 0 0 0
534 0.54779 -0.0010673 -0.0390189 0.01 79 79 0 0 0
546 0.502865 -0.00120344 -0.0779942 0.01 60 60 0 0 0
555 0.58391 -0.000957847 -0.0645882 0.01 47 47 0 0 0
564 0.58391 -0.000957847 -0.0454499 0.01 48 48 0 0 0
567 0.606915 -0.000888138 -0.0324183 0.01 47 50 0 0 0
571 0.54779 -0.0010673 -0.0390189 0.01 80 80 0 0 0
572 0.58391 -0.000957847 -0.0645882 0.01 47 47 0 0 0
592 0.54779 -0.0010673 -0.0390189 0.01 79 79 0 0 0
609 0.54779 -0.0010673 -0.0390189 0.01 80 80 0 0 0
612 0.54779 -0.0010673 -0.0390189 0.01 79 79 0 0 0
623 0.591836 -0.000933829 -0.0380613 0.01 60 59 0 0 0
631 0.528685 -0.0011252 -0.0290234 0.01 60 60 0 0 0
642 0.542705 -0.00108271 -0.0152493 0.01 60 60 0 0 0
655 0.54779 -0.0010673 -0.0390189 0.01 79 79 0 0 0
663 0.54779 -0.0010673 -0.0390189 0.01 80 80 0 0 0
666 0.582734 -0.000961413 -0.0454499 0.01 47 47 0 0 0
670 0.483372 -0.00126251 -0.0598616 0.01 60 61 0 0 0
674 0.523839 -0.00113988 -0.0390189 0.01 60 60 0 0 0
682 0.542705 -0.00108271 -0.032603 0.01 60 61 0 0 0
686 0.551177 -0.00105704 -0.0216525 0.01 60 60 0 0 0
689 0.58391 -0.000957847 -0.0454499 0.01 47 47 0 0 0
695 0.58391 -0.000957847 -0.0645882 0.01 47 47 0 0 0
708 0.54779 -0.0010673 -0.0390189 0.01 80 80 0 0 0
717 0.586148 -0.000951068 -0.0645882 0.01 48 48 0 0 0
721 0.58391 -0.000957847 -0.0454499 0.01 47 47 0 0 0
723 0.54779 -0.0010673 -0.0390189 0.01 80 80 0 0 0
730 0.582734 -0.000961413 -0.0454499 0.01 48 47 0 0 0
739 0.542705 -0.00108271 -0.0220025 0.01 60 60 0 0 0
805 0.575414 -0.000983595 -0.0390189 0.01 60 59 0 0 0
816 0.542705 -0.00108271 -0.0247338 0.01 60 60 0 0 0
824 0.58391 -0.000957847 -0.0454499 0.01 48 48 0 0 0
849 0.542705 -0.00108271 -0.0271912 0.01 60 60 0 0 0
854 0.58391 -0.000957847 -0.0454499 0.01 48 48 0 0 0
857 0.58391 -0.000957847 -0.0454499 0.01 48 49 0 0 0
858 0.54779 -0.0010673 -0.0390189 0.01 80 80 0 0 0
865 0.549763 -0.00106132 -0.032603 0.01 60 61 0 0 0
875 0.528685 -0.0011252 -0.0290234 0.01 60 60 0 0 0
883 0.542705 -0.00108271 -0.0290234 0.01 60 60 0 0 0
918 0.52375 -0.00114015 -0.032603 0.01 60 60 0 0 0
928 0.58391 -0.000957847 -0.0645882 0.01 47 47 0 0 0
953 0.582412 -0.000962387 -0.0324183 0.01 48 48 0 0 0
956 0.573638 -0.000988975 -0.0390189 0.01 60 60 0 0 0
976 0.58391 -0.000957847 -0.0645882 0.01 47 47 0 0 0
981 0.58391 -0.000957847 -0.0454499 0.01 48 48 0 0 0
989 0.58391 -0.000957847 -0.0454499 0.01 47 48 0 0 0
998 0.58391 -0.000957847 -0.0645882 0.01 48 48 0 0 0
1006 0.579027 -0.000972646 -0.0454499 0.01 60 60 0 0 0
1015 0.54779 -0.0010673 -0.0390189 0.01 80 80 0 0 0
1029 0.518762 -0.00115527 -0.0225111 0.01 60 60 0 0 0
1046 0.58391 -0.000957847 -0.0454499 0.01 48 48 0 0 0
1051 0.483372 -0.00126251 -0.0515685 0.01 60 60 0 0 0
1060 0.54779 -0.0010673 -0.0390189 0.01 81 81 0 0 0
1061 0.493202 -0.00123272 -0.0725158 0.01 60 60 0 0 0
1069 0.54779 -0.0010673 -0.0390189 0.01 79 79 0 0 0
1076 0.58391 -0.000957847 -0.0645882 0.01 48 48 0 0 0
1089 0.579522 -0.000971146 -0.0434822 0.01 60 60 0 0 0
1122 0.58391 -0.000957847 -0.0645882 0.01 47 48 0 0 0
1126 0.598821 -0.000912663 -0.0220306 0.01 48 48 0 0 0
1132 0.54779 -0.0010673 -0.0390189 0.01 81 81 0 0 0
1150 0.581662 -0.000964661 -0.0308853 0.01 60 60 0 0 0
1153 0.58391 -0.000957847 -0.0454499 0.01 47 49 0 0 0
1165 0.54779 -0.0010673 -0.0390189 0.01 80 80 0 0 0
1174 0.542705 -0.00108271 -0.0247338 0.01 60 60 0 0 0
1187 0.542705 -0.00108271 -0.00680221 0.01 60 60 0 0 0
1209 0.542705 -0.00108271 -0.0290234 0.01 60 61 0 0 0
1213 0.54779 -0.0010673 -0.0390189 0.01 79 79 0 0 0
1214 0.511887 -0.0011761 -0.0725158 0.01 60 60 0 0 0
1215 0.58391 -0.000957847 -0.0645882 0.01 48 48 0 0 0
1229 0.54779 -0.0010673 -0.0414265 0.01 79 79 0 0 0
1245 0.58391 -0.000957847 -0.0473564 0.01 46 46 -0.000280708 0 -0.00190654
1267 0.542705 -0.00108271 -0.0152493 0.01 60 60 0 0 0
1277 0.54779 -0.0010673 -0.0390189 0.01 79 79 0 0 0
1283 0.58391 -0.000957847 -0.0645882 0.01 47 48 0 0 0
1325 0.58391 -0.000957847 -0.0454499 0.01 48 48 0 0 0
1335 0.572307 -0.000993009 -0.063652 0.01 48 48 -0.00172922 0 -0.0182021
1342 0.58391 -0.000957847 -0.0454499 0.01 48 48 0 0 0
1344 0.572307 -0.000993009 -0.0454499 0.01 48 48 0 0 0
1356 0.518762 -0.00115527 -0.0447765 0.01 60 61 0 0 0
1361 0.58391 -0.000957847 -0.0708117 0.01 47 47 0 0 0
