max_pf 107 min_pf 36
individual DHm DSm DCp disp_rate patch_no b_patch_no mut_eff DDHm DDCp
2 0.545287 -0.00107489 -0.0230629 0.01 38 38 0 0 0
180 0.498069 -0.00121797 -0.0223457 0.01 60 60 0 0 0
219 0.519705 -0.00115241 -0.0168613 0.01 60 60 0 0 0
225 0.53334 -0.00111109 -0.00230587 0.01 60 59 0 0 0
230 0.555081 -0.00104521 -0.0381141 0.01 38 38 0 0 0
309 0.535468 -0.00110464 -0.0057067 0.01 107 107 0 0 0
399 0.520448 -0.00115016 -0.00614231 0.01 60 60 0 0 0
401 0.535468 -0.00110464 -0.0057067 0.01 105 105 0 0 0
415 0.535468 -0.00110464 -0.0057067 0.01 106 106 0 0 0
464 0.535468 -0.00110464 -0.0057067 0.01 105 105 0 0 0
471 0.540657 -0.00108892 -0.00895408 0.01 60 59 0 0 0
478 0.535468 -0.00110464 -0.00168419 0.01 105 105 0 0 0
514 0.540657 -0.00108892 -0.0340029 0.01 60 60 0 0 0
517 0.535468 -0.00110464 -0.0057067 0.01 105 105 0 0 0
533 0.509653 -0.00118287 -0.0432067 0.01 60 60 -0.00104156 0 -0.00576749
595 0.544589 -0.001077 -0.025651 0.01 60 60 0 0 0
611 0.519705 -0.00115241 -0.0168613 0.01 60 59 0 0 0
654 0.555081 -0.00104521 -0.0381141 0.01 38 38 0 0 0
659 0.535468 -0.00110464 -0.0057067 0.01 106 106 0 0 0
661 0.525836 -0.00113383 -0.0310848 0.01 60 60 0 0 0
663 0.551095 -0.00105729 -0.0138663 0.01 60 59 0 0 0
686 0.535843 -0.00110351 -0.0057067 0.01 106 106 0 0 0
688 0.535468 -0.00110464 -0.0057067 0.01 105 105 0 0 0
694 0.535468 -0.00110464 -0.0057067 0.01 105 105 0 0 0
701 0.498069 -0.00121797 -0.0223457 0.01 60 60 0 0 0
725 0.545287 -0.00107489 -0.027548 0.01 38 40 0 0 0
730 0.555081 -0.00104521 -0.0381141 0.01 38 38 0 0 0
766 0.527796 -0.00112789 -0.025651 0.01 60 60 0 0 0
777 0.515521 -0.00116509 -0.0156385 0.01 60 60 0 0 0
832 0.527796 -0.00112789 -0.025651 0.01 60 59 0 0 0
853 0.565691 -0.00101306 -0.0165673 0.01 60 60 0 0 0
864 0.545287 -0.00107489 -0.0230629 0.01 36 36 0 0 0
894 0.535468 -0.00110464 -0.0057067 0.01 105 105 0 0 0
899 0.540657 -0.00108892 -0.016941 0.01 60 60 0 0 0
986 0.535468 -0.00110464 -0.00732063 0.01 105 104 -0.0592113 0 -0.00161393
993 0.545287 -0.00107489 -0.0381141 0.01 38 38 0 0 0
999 0.527796 -0.00112789 -0.025651 0.01 60 60 0 0 0
1003 0.513308 -0.00117179 -0.016941 0.01 60 60 0 0 0
1023 0.545287 -0.00107489 -0.0381141 0.01 38 38 0 0 0
1058 0.545287 -0.00107489 -0.0230629 0.01 38 38 0 0 0
1066 0.544589 -0.001077 -0.025651 0.01 60 60 0 0 0
1074 0.540657 -0.00108892 -0.0340029 0.01 60 60 0 0 0
1135 0.535468 -0.00110464 -0.0057067 0.01 105 105 0 0 0
1139 0.515521 -0.00116509 -0.0156385 0.01 60 60 0 0 0
1147 0.554982 -0.00104551 -0.0165673 0.01 60 60 0 0 0
1148 0.551095 -0.00105729 -0.0138663 0.01 60 60 0 0 0
1165 0.535468 -0.00110464 -0.0057067 0.01 106 106 0 0 0
1179 0.547027 -0.00106962 -0.025651 0.01 60 60 0.011389 -0.0131133 0
1197 0.538416 -0.00109571 -0.0564205 0.01 60 60 0 0 0
1213 0.527796 -0.00112789 -0.0168613 0.01 60 59 0 0 0
1232 0.535468 -0.00110464 -0.0057067 0.01 106 106 0 0 0
1260 0.540657 -0.00108892 -0.0165673 0.01 60 60 0 0 0
1270 0.502822 -0.00120357 -0.0165673 0.01 60 60 0 0 0
1275 0.527796 -0.00112789 -0.025651 0.01 60 60 0 0 0
1304 0.535468 -0.00110464 -0.00253048 0.01 105 104 0 0 0
1315 0.520788 -0.00114913 -0.0304556 0.01 60 60 0 0 0
1343 0.545287 -0.00107489 -0.0182156 0.01 38 38 0.00240039 0 0.00484728
1432 0.529939 -0.0011214 -0.025651 0.01 60 59 0 0 0
1472 0.538081 -0.00109672 -0.0230629 0.01 37 37 0 0 0
1500 0.545287 -0.00107489 -0.0381141 0.01 38 38 0 0 0
1583 0.535468 -0.00110464 -0.0057067 0.01 106 106 0 0 0
1600 0.553348 -0.00105046 -0.00400196 0.01 60 60 0 0 0
1615 0.519705 -0.00115241 -0.0168613 0.01 60 60 0 0 0
1641 0.502822 -0.00120357 -0.0165673 0.01 60 60 0 0 0
1650 0.547916 -0.00106692 -0.0233454 0.01 60 60 0 0 0
1662 0.555081 -0.00104521 -0.0381141 0.01 38 38 0 0 0
1730 0.535468 -0.00110464 -0.0057067 0.01 107 107 0 0 0
1749 0.545287 -0.00107489 -0.0230629 0.01 38 38 0 0 0
1754 0.538416 -0.00109571 -0.0564205 0.01 60 60 0 0 0
1780 0.55087 -0.00105797 -0.0057067 0.01 106 106 0 0 0
1794 0.520517 -0.00114995 -0.0077291 0.01 60 60 0 0 0
1806 0.538081 -0.00109672 -0.0230629 0.01 38 38 0 0 0
1817 0.545287 -0.00107489 -0.0230629 0.01 38 38 0 0 0
1832 0.545287 -0.00107489 -0.024757 0.01 38 38 0 0 0
