 time_step hot_growth q_25_hot_br_growth q_75_hot_br_growth hot_wr_growth q_25_hot_wr_growth q_75_hot_wr_growth cold_growth q_25_cold_br_growth q_75_cold_br_growth cold_wr_growth q_25_cold_wr_growth q_75_cold_wr_growth
0 2000.0 0.7400657253560876 0.7073526130341845 0.7865400863634541 0.0028995532173202434 0.0023746953804144114 0.0034256556220098175 0.5565524473275292 0.5282630867165241 0.5981781657255882 0.0018879788546810807 0.0014717625060162334 0.002509312024935008
1 2002.0 0.7428775955896804 0.7108752553551897 0.7867084358676034 0.0029134740855597087 0.002337417217097402 0.0033849240469081073 0.5565524473275292 0.5276648295553773 0.5945555668866951 0.0018196189072057544 0.0014718144003248433 0.0025175393979523252
2 2004.0 0.7492716643503459 0.7175847397524697 0.7982465941799557 0.0027970737383580424 0.0021238965567743216 0.0032385502305928683 0.5480170203414927 0.5192940409620939 0.5918217595764492 0.001653484483446961 0.0013224439508975868 0.0024941872773285812
3 2006.0 0.7543914000593355 0.7202118340326381 0.8061820877322599 0.0028270199444898033 0.0021437854864562664 0.0032768242659851374 0.5450691896654272 0.5181093197696837 0.5895009967663385 0.0016360711476425044 0.0012273060674389152 0.002441565277095048
4 2008.0 0.7585436338996188 0.7244461371648634 0.8112935313266915 0.0027954378388013747 0.0021812824762200552 0.003439179517751549 0.54516843161418 0.5171329641589907 0.5895094526020852 0.0016010774911879933 0.0012413575912533013 0.002425120006004653
5 2010.0 0.7635333705372014 0.7275997001780141 0.8153904049516791 0.002817741326177037 0.0022539422015778795 0.0035664900671662485 0.5470944504710282 0.5171329641589907 0.5903509955837869 0.0016175841993008758 0.0012471207563091024 0.002448393906956254
6 2012.0 0.7691236756555015 0.7339529945783834 0.8184893881810908 0.002823354512970451 0.00229568985648544 0.0035750769146546653 0.5457962638877147 0.516823488002452 0.5899973451203095 0.0016201825102430845 0.0012619603367996202 0.002534809775419864
7 2014.0 0.7755543229131499 0.7358448643339196 0.8351180330204966 0.0027289372402713227 0.0023559168192224173 0.003561110807212679 0.5432434741110155 0.5153077275617992 0.5812985689226999 0.001633814136581957 0.0012685720979303853 0.002465899814138073
8 2016.0 0.7792230072078571 0.7474150005192505 0.8391378637918259 0.002854906591285745 0.0023691358486771326 0.0036960128024064315 0.5399436209339142 0.5110928817848437 0.581226316304549 0.0015169455723250164 0.0012454147967893227 0.0023501216649746987
9 2018.0 0.7856858885173373 0.75052774627554 0.8404854092122482 0.0027497143120514948 0.0022719830414706012 0.003777813144359199 0.5374848775753918 0.510182758364718 0.5773814930884961 0.0014763611572567816 0.0011702074358538954 0.0022038785215124966
10 2020.0 0.7970635480837382 0.7564937586704621 0.8494450550902403 0.0028755743084510617 0.002232015854853682 0.0036687918841424227 0.5361252377932177 0.508690333297417 0.5758116012842592 0.0014847597918546075 0.001154085649918553 0.002051589706617445
11 2022.0 0.8035887743305128 0.7633900691583693 0.8609058814010758 0.002712789875152042 0.0021643076318702513 0.0038018381843360873 0.5353570833215059 0.5060568578386259 0.5757072349945497 0.0014393084446409931 0.0011052171635375747 0.0020239977094496323
12 2024.0 0.8110423451605437 0.765116711343324 0.8763184083356044 0.002472629583255935 0.0017376303056018839 0.003600814174209213 0.5344194743031354 0.5081403892642763 0.573113110677618 0.0014213807343000377 0.0010969748796142266 0.002087607171387659
13 2026.0 0.820924859388387 0.7744624776327322 0.883749473144014 0.0023472360444628092 0.001726960011237019 0.0035391046332826303 0.5348825048737179 0.5041436118984655 0.5729457385808787 0.001407306868304595 0.0010839008945548421 0.0019396312859143545
14 2028.0 0.8219505773748748 0.7839845970173367 0.8888826429668308 0.0023552540582195618 0.0016555440442216362 0.0036179581644340195 0.5348825048737179 0.500264253938081 0.5747792969817419 0.0013939981970441748 0.0011121086802314592 0.0019104686771704122
15 2030.0 0.8237877534336839 0.7947975168623529 0.8956553561682855 0.00221584963587262 0.0015780046038109466 0.003443403576173802 0.5348825048737179 0.4957858299485333 0.570249802779005 0.001296448638017745 0.0010324753704726139 0.0019184589059111634
16 2032.0 0.832448661890203 0.7983018833121234 0.9063166728182362 0.002233145552102295 0.0016395454882293797 0.003235199521334449 0.5306804038574456 0.4956200099647817 0.5679885877772755 0.0012465001186371455 0.0010100292667480882 0.0018592236114814559
17 2034.0 0.838664339664232 0.8008980096096174 0.9090944540043365 0.001808832132806399 0.0012575176556818518 0.003011778604978745 0.5283208389220826 0.4928255548187441 0.5679885877772755 0.00127967771080873 0.0009761033970532517 0.0019077433003181336
18 2036.0 0.839839971534847 0.804032089505377 0.9142848700042178 0.001743367005985486 0.0011611708184278212 0.002831651497151415 0.5262066920800883 0.48933143236624393 0.5670697775681197 0.0012590138218444235 0.0009514801669480593 0.0019208666274239607
19 2038.0 0.8491510627398928 0.8064598563331142 0.9237953487695935 0.0016118512793801784 0.0010713495222884329 0.002864378042320875 0.5241949627661652 0.48869596509451646 0.5670697775681197 0.0013321590996992626 0.0008818409066851107 0.0019592052392041594
20 2040.0 0.8541586660245967 0.8136777276883166 0.9437856934826173 0.0017351426854000861 0.0012337045860152068 0.0028398983886605603 0.5241746729268094 0.485525867061754 0.5653712644260528 0.001195292633321465 0.000730706704575734 0.0018078801520828424
21 2042.0 0.8592965102478672 0.8137098005584875 0.944149536129268 0.0017857422017976475 0.001154416254704964 0.0028448411117813805 0.5209968556412634 0.48007202602345933 0.5592282972310934 0.0011638477940242385 0.0007063688616393127 0.00184737365555686
