max_pf 99 min_pf 42
individual DHm DSm DCp disp_rate patch_no b_patch_no mut_eff DDHm DDCp
19 0.561127 -0.00102689 -0.0403606 0.01 44 44 0 0 0
36 0.561127 -0.00102689 -0.0512388 0.01 44 44 0 0 0
66 0.560527 -0.00102871 -0.0925228 0.01 60 60 0 0 0
79 0.575142 -0.000984419 -0.00506906 0.01 98 98 -0.0102926 0.0131699 0
86 0.548319 -0.0010657 -0.052609 0.01 44 43 0 0 0
91 0.561972 -0.00102433 -0.00506906 0.01 98 98 0 0 0
92 0.56393 -0.00101839 -0.0403606 0.01 44 44 -0.00162168 0.00280231 0
100 0.53929 -0.00109306 -0.0865238 0.01 60 60 0 0 0
111 0.561972 -0.00102433 -0.00506906 0.01 98 98 0 0 0
128 0.561127 -0.00102689 -0.0512388 0.01 44 44 0 0 0
138 0.579811 -0.00097027 -0.0774279 0.01 60 60 0 0 0
187 0.548319 -0.0010657 -0.052609 0.01 44 44 0 0 0
212 0.544674 -0.00107675 -0.0884533 0.01 60 60 0 0 0
226 0.551386 -0.00105641 -0.052609 0.01 44 44 0 0 0
254 0.551386 -0.00105641 -0.052609 0.01 43 44 0 0 0
267 0.519751 -0.00115227 -0.0968975 0.01 60 60 0 0 0
270 0.543674 -0.00107978 -0.0774279 0.01 60 60 0 0 0
286 0.561972 -0.00102433 -0.00506906 0.01 97 97 0 0 0
292 0.560396 -0.0010291 -0.0965483 0.01 60 61 0 0 0
308 0.561369 -0.00102616 -0.0774279 0.01 60 60 0 0 0
324 0.573448 -0.000989551 -0.00506906 0.01 98 98 -0.00897628 0.0114763 0
412 0.536914 -0.00110026 -0.0721575 0.01 60 60 0 0 0
437 0.561127 -0.00102689 -0.0512388 0.01 44 44 0 0 0
453 0.548008 -0.00106664 -0.0936723 0.01 60 59 0 0 0
497 0.548008 -0.00106664 -0.0884533 0.01 60 59 0 0 0
514 0.547264 -0.0010689 -0.0414126 0.01 43 44 0 0 0
515 0.561972 -0.00102433 -0.00506906 0.01 97 97 0 0 0
525 0.576974 -0.000978867 -0.0915427 0.01 60 60 0 0 0
568 0.548319 -0.0010657 -0.0477811 0.01 44 44 0 0 0
586 0.561972 -0.00102433 -0.00506906 0.01 99 98 0 0 0
601 0.561127 -0.00102689 -0.0512388 0.01 44 44 0 0 0
630 0.561127 -0.00102689 -0.0512388 0.01 44 44 0 0 0
669 0.561127 -0.00102689 -0.0512388 0.01 43 43 0 0 0
677 0.542301 -0.00108394 -0.00506906 0.01 97 97 0 0 0
684 0.561972 -0.00102433 -0.00506906 0.01 98 98 0 0 0
689 0.547264 -0.0010689 -0.0414126 0.01 43 44 0 0 0
711 0.579811 -0.00097027 -0.0774279 0.01 60 60 0 0 0
725 0.561972 -0.00102433 -0.00506906 0.01 97 97 0 0 0
734 0.561127 -0.00102689 -0.0512388 0.01 44 44 0 0 0
743 0.563699 -0.00101909 -0.00506906 0.01 99 99 0 0 0
779 0.551386 -0.00105641 -0.052609 0.01 43 44 0 0 0
782 0.548319 -0.0010657 -0.052609 0.01 43 43 0 0 0
790 0.531859 -0.00111558 -0.0937911 0.01 60 60 0 0 0
807 0.575986 -0.000981859 -0.00605836 0.01 97 97 0 0 0
817 0.561127 -0.00102689 -0.0512388 0.01 44 44 0 0 0
828 0.561972 -0.00102433 -0.00506906 0.01 98 98 0 0 0
850 0.535799 -0.00110364 -0.0937911 0.01 60 60 0 0 0
853 0.561972 -0.00102433 -0.00506906 0.01 97 97 0 0 0
858 0.561127 -0.00102689 -0.0512388 0.01 44 44 0 0 0
887 0.561127 -0.00102689 -0.0414126 0.01 43 43 0 0 0
893 0.537289 -0.00109912 -0.0937071 0.01 60 60 0 0 0
900 0.539709 -0.00109179 -0.0937911 0.01 60 60 0 0 0
902 0.578992 -0.000972751 -0.0761397 0.01 60 59 0 0 0
966 0.548008 -0.00106664 -0.102834 0.01 60 60 0 0 0
970 0.53534 -0.00110503 -0.0414126 0.01 43 43 0 0 0
998 0.561127 -0.00102689 -0.0512388 0.01 44 44 0 0 0
999 0.556998 -0.0010394 -0.0795663 0.01 60 60 0 0 0
1011 0.561972 -0.00102433 -0.00506906 0.01 98 98 0 0 0
1029 0.561127 -0.00102689 -0.0403606 0.01 44 44 0 0 0
1066 0.561972 -0.00102433 -0.00506906 0.01 97 97 0 0 0
1086 0.557837 -0.00103686 -0.0896104 0.01 60 60 0 0 0
1106 0.561806 -0.00102483 -0.121989 0.01 60 60 0 0 0
1117 0.559189 -0.00103276 -0.0768883 0.01 60 60 0 0 0
1159 0.545977 -0.0010728 -0.0937911 0.01 60 60 0 0 0
1179 0.524402 -0.00113818 -0.0841487 0.01 44 46 0 0 0
1185 0.561972 -0.00102433 -0.00506906 0.01 98 98 0 0 0
1198 0.561127 -0.00102689 -0.0414126 0.01 42 42 0 0 0
1209 0.553344 -0.00105047 -0.00506906 0.01 97 97 0.00705194 -0.00862801 0
1216 0.547264 -0.0010689 -0.0414126 0.01 44 44 0 0 0
1224 0.561127 -0.00102689 -0.0403606 0.01 43 44 0 0 0
1265 0.56748 -0.00100764 -0.00402159 0.01 98 98 0 0 0
1273 0.561369 -0.00102616 -0.0774279 0.01 60 60 0 0 0
1304 0.551386 -0.00105641 -0.052609 0.01 44 44 0 0 0
