max_pf 83 min_pf 46
individual DHm DSm DCp disp_rate patch_no b_patch_no mut_eff DDHm DDCp
4 0.546313 -0.00107178 -0.0832118 0.01 47 47 0 0 0
8 0.604174 -0.000896442 -0.0977293 0.01 60 60 0 0 0
13 0.585941 -0.000951694 -0.00853509 0.01 81 81 0 0 0
14 0.53935 -0.00109288 -0.045093 0.01 60 60 0 0 0
22 0.546313 -0.00107178 -0.0832118 0.01 48 48 0 0 0
24 0.53935 -0.00109288 -0.0428341 0.01 60 60 0 0 0
26 0.585941 -0.000951694 -0.00853509 0.01 81 81 0 0 0
38 0.546313 -0.00107178 -0.0990804 0.01 48 48 0 0 0
82 0.591379 -0.000935215 -0.0364799 0.01 60 60 0 0 0
83 0.548093 -0.00106638 -0.0297714 0.01 82 82 0.00763413 -0.00989133 0
85 0.585941 -0.000951694 -0.0297714 0.01 83 83 0 0 0
111 0.585941 -0.000951694 -0.00853509 0.01 81 81 0 0 0
114 0.585941 -0.000951694 -0.0297714 0.01 81 81 0 0 0
117 0.585941 -0.000951694 -0.0297714 0.01 83 83 0 0 0
125 0.59812 -0.000914788 -0.0875876 0.01 60 61 0 0 0
135 0.585941 -0.000951694 -0.0297714 0.01 81 81 0 0 0
139 0.546313 -0.00107178 -0.0832118 0.01 48 48 0 0 0
152 0.546313 -0.00107178 -0.0832118 0.01 47 47 0 0 0
157 0.585941 -0.000951694 -0.0297714 0.01 83 83 0 0 0
163 0.546313 -0.00107178 -0.0832118 0.01 47 47 0 0 0
164 0.585941 -0.000951694 -0.000470147 0.01 81 81 0 0 0
165 0.575436 -0.000983527 -0.0428341 0.01 60 60 0 0 0
184 0.546313 -0.00107178 -0.0990804 0.01 47 48 0 0 0
185 0.53935 -0.00109288 -0.0428341 0.01 60 60 0 0 0
188 0.552011 -0.00105451 -0.0139715 0.01 60 60 0 0 0
210 0.546313 -0.00107178 -0.0832118 0.01 47 47 0 0 0
213 0.585941 -0.000951694 -0.00853509 0.01 82 82 0 0 0
229 0.546313 -0.00107178 -0.0832118 0.01 47 47 0 0 0
