 time_step hot_DCp q_25_hot_br_DCp q_75_hot_br_DCp hot_wr_DCp q_25_hot_wr_DCp q_75_hot_wr_DCp cold_DCp q_25_cold_br_DCp q_75_cold_br_DCp cold_wr_DCp q_25_cold_wr_DCp q_75_cold_wr_DCp
54 2108.0 -0.00341777 -0.00717853 -0.0012510325000000002 6.897636900340622e-06 3.9652847264175515e-06 1.5435339882688712e-05 -0.00990007 -0.019274575000000002 -0.003464625 2.153310286607006e-05 1.1978908403368479e-05 4.4989861830741916e-05
55 2110.0 -0.00341777 -0.00717853 -0.0012510325000000002 6.924307335125446e-06 4.296467161571679e-06 1.3696985285990609e-05 -0.00990007 -0.02037045 -0.003464625 2.213247370424806e-05 1.2036532106197925e-05 4.231779149162559e-05
56 2112.0 -0.00341777 -0.00717853 -0.0013033625000000001 7.0288704431751505e-06 4.229567447034985e-06 1.4471969141438678e-05 -0.01007845 -0.02037045 -0.003464625 2.1642316367191085e-05 1.0855039443270482e-05 3.998719509093393e-05
57 2114.0 -0.0032770200000000003 -0.007068115 -0.0012510325000000002 7.081501222642274e-06 3.5577638277416004e-06 1.445246147272403e-05 -0.01015545 -0.020612349999999998 -0.003464625 1.9915799381131623e-05 9.914061958358549e-06 3.4659462149219936e-05
58 2116.0 -0.0032770200000000003 -0.0077572325 -0.0012510325000000002 7.428626385337541e-06 3.588917203176689e-06 1.5679114379590675e-05 -0.01023425 -0.020612349999999998 -0.003464625 1.8462018654343065e-05 8.934643795255394e-06 3.215771098559224e-05
59 2118.0 -0.0032770200000000003 -0.0077572325 -0.0012510325000000002 7.353133653491964e-06 3.6460460618141177e-06 1.584642516132109e-05 -0.01023425 -0.02037045 -0.0036650100000000002 2.0351294311592182e-05 9.690031354260932e-06 3.179752842644275e-05
60 2120.0 -0.0032770200000000003 -0.007068115 -0.0012510325000000002 7.367051651710431e-06 3.915018435577822e-06 1.4503107823771887e-05 -0.01023425 -0.02037045 -0.00371849 2.01374956748134e-05 8.631662577134017e-06 3.221078613935356e-05
61 2122.0 -0.00341777 -0.007068115 -0.0013033625000000001 7.139628146314036e-06 3.957974930745075e-06 1.6330877667728934e-05 -0.01023425 -0.02037045 -0.00371849 2.212902126922063e-05 9.121141069265732e-06 3.2163570592190416e-05
62 2124.0 -0.00341777 -0.0069580825 -0.0013033625000000001 6.66777490974461e-06 3.865631575729969e-06 1.4170488947049401e-05 -0.01060045 -0.020612349999999998 -0.00371849 2.247440961829836e-05 1.0194853679383154e-05 3.793795322513407e-05
63 2126.0 -0.003122615 -0.00672674 -0.00118107 7.361590981988792e-06 4.202840697524303e-06 1.4873052455403036e-05 -0.01023425 -0.020612349999999998 -0.00371849 2.1107235884631136e-05 9.844997993051085e-06 3.941578286686551e-05
64 2128.0 -0.003122615 -0.0064909875 -0.0011665025 6.8647500225582515e-06 4.53372551942841e-06 1.4197251413420156e-05 -0.01023425 -0.020612349999999998 -0.00371849 1.9606426657381796e-05 9.950383279415738e-06 3.970748734310854e-05
65 2130.0 -0.003122615 -0.00641919 -0.00118107 6.7898361741612504e-06 3.964966292711075e-06 1.2464609318901092e-05 -0.01023425 -0.020612349999999998 -0.00371849 1.9088548571981078e-05 9.551072247053357e-06 3.850578534543609e-05
66 2132.0 -0.00317476 -0.0067478975 -0.00118107 7.314492996551414e-06 3.9335446894877295e-06 1.272954206420599e-05 -0.01060045 -0.020612349999999998 -0.0037456925 2.1082861959601523e-05 1.0525073918421136e-05 3.8097963836226344e-05
67 2134.0 -0.00317476 -0.00658375 -0.00118107 7.703266034460893e-06 2.9996742429501632e-06 1.3565125422149337e-05 -0.01111115 -0.020612349999999998 -0.0043294449999999995 2.3696782641900918e-05 8.375031864535357e-06 4.085632915557042e-05
68 2136.0 -0.00317476 -0.0061255975 -0.00118107 6.964345918610804e-06 3.2173942293829263e-06 1.3568283906502524e-05 -0.01181015 -0.020612349999999998 -0.00473891 2.286502324812851e-05 9.411879659689157e-06 4.416685844223494e-05
69 2138.0 -0.00317476 -0.00641919 -0.00118107 6.467254375211266e-06 3.598923678676938e-06 1.4182707390546553e-05 -0.01181015 -0.021374875 -0.00473891 2.6170837560996228e-05 1.0150027716099395e-05 4.797568663927688e-05
70 2140.0 -0.0032770200000000003 -0.00649804 -0.00118107 6.869558508738192e-06 3.136294101639455e-06 1.2379356616817432e-05 -0.012354 -0.022480975 -0.0043294449999999995 2.3862330201500514e-05 1.2004114984705778e-05 4.188172622623376e-05
71 2142.0 -0.0032770200000000003 -0.00649804 -0.0012177375 6.384373021265061e-06 3.245069909535803e-06 1.1495584597514576e-05 -0.0118572 -0.022824725 -0.0043294449999999995 2.3779601542386504e-05 1.206781254856673e-05 4.75619768652757e-05
72 2144.0 -0.0032770200000000003 -0.00649804 -0.0012177375 5.584781497598949e-06 3.0803835500997754e-06 1.1639371936722565e-05 -0.01205945 -0.022480975 -0.0043294449999999995 2.1402929729320088e-05 1.1924454901116352e-05 4.744221060296508e-05
73 2146.0 -0.00341777 -0.0067478975 -0.0012177375 6.1422901689307846e-06 3.837687935787026e-06 1.1838797542217993e-05 -0.01205945 -0.021374875 -0.0043294449999999995 2.4029015848012552e-05 1.1957761043172106e-05 4.461676169156866e-05
74 2148.0 -0.00347423 -0.00655973 -0.001282385 6.941607234354114e-06 3.5504188801983004e-06 1.1412321243176869e-05 -0.0113059 -0.02172265 -0.003738825 2.2378232067801433e-05 1.222458695111456e-05 4.51493393921564e-05
75 2150.0 -0.003520325 -0.00662142 -0.001444385 5.43419761873956e-06 2.3783518732760266e-06 1.2178624531374232e-05 -0.01060045 -0.020528275 -0.003944855 1.8251255774119612e-05 1.1081747731148426e-05 4.449531324224165e-05
76 2152.0 -0.00354728 -0.0067478975 -0.001444955 5.2742010559592914e-06 3.5767935055138397e-06 1.242427884316763e-05 -0.01023425 -0.021374875 -0.00371849 1.7375908355194484e-05 1.0205050291029104e-05 3.793851269031478e-05
77 2154.0 -0.00354728 -0.00662142 -0.0014544225 5.488796746402245e-06 3.0865369802698375e-06 1.0396324807223293e-05 -0.01015545 -0.018010075 -0.0037319575 1.8019264378536273e-05 9.156488556078666e-06 3.822926604194543e-05
78 2156.0 -0.00354728 -0.00662142 -0.0014544225 5.826670808474345e-06 2.9845299962706287e-06 9.947806241412757e-06 -0.01015545 -0.018010075 -0.0038856425 1.8194916453866465e-05 1.0300951506724455e-05 3.861351711863288e-05
79 2158.0 -0.00354728 -0.0067478975 -0.001444955 4.9797999921161885e-06 2.5888361554411247e-06 1.0781204724738309e-05 -0.0100441 -0.018825849999999998 -0.00371849 1.9543861964114945e-05 9.9240400760738e-06 3.7088976412767786e-05
80 2160.0 -0.0032770200000000003 -0.0067478975 -0.00131633 5.706581711982362e-06 2.77177613477809e-06 1.0395009704574839e-05 -0.0100441 -0.018825849999999998 -0.00371849 1.8997382253348726e-05 1.0790944218009998e-05 4.074797405202512e-05
81 2162.0 -0.00362033 -0.00643635 -0.00144524 5.647573346585954e-06 3.358921411466428e-06 1.1917308598454761e-05 -0.00952623 -0.0169302 -0.00369869 1.6181014741960023e-05 1.019146647319574e-05 3.7062345072837646e-05
82 2164.0 -0.00388165 -0.007068115 -0.0014965725 5.753589372113261e-06 3.7272592305823864e-06 1.0657502892798439e-05 -0.009778115 -0.017220674999999998 -0.003856465 1.798263518420776e-05 1.1424973363302405e-05 4.1417949897105845e-05
83 2166.0 -0.004037545 -0.007319824999999999 -0.0019615624999999998 5.741299741846022e-06 3.5264453300993723e-06 9.246529627198681e-06 -0.010092549999999999 -0.0186039 -0.0048652825 1.8634862040662592e-05 8.81545785723619e-06 3.770270910219627e-05
84 2168.0 -0.00454699 -0.00761063 -0.00215851 5.4534907834740976e-06 3.2011611884382614e-06 1.152203754730499e-05 -0.00952623 -0.0180921 -0.0048113 1.710420364301444e-05 8.744629534740287e-06 3.9104022976506376e-05
85 2170.0 -0.004897105 -0.008596655 -0.0024715375 5.488991159536902e-06 2.1519964097281806e-06 9.363610040531055e-06 -0.009778115 -0.0170998 -0.0049732475 1.7319433407305272e-05 8.91035488154077e-06 3.9512153743635306e-05
86 2172.0 -0.005218489999999999 -0.008802695 -0.0025461900000000003 6.0014329370476035e-06 4.155296676087446e-06 9.436946864926895e-06 -0.0100441 -0.0170998 -0.0049732475 1.8463410119310775e-05 9.552449167131504e-06 3.83057345209301e-05
87 2174.0 -0.004897105 -0.00956378 -0.0027811249999999997 5.773052771471297e-06 3.2516107617546207e-06 9.870478903178377e-06 -0.010092549999999999 -0.017729474999999998 -0.0052411975 1.686985026414007e-05 1.0326448090554105e-05 3.893605642058209e-05
88 2176.0 -0.006186555 -0.01016905 -0.00264428 5.114594476493637e-06 3.3438360093399378e-06 1.0001462517591837e-05 -0.010092549999999999 -0.0170998 -0.0052411975 2.0668834179472476e-05 9.489937654953286e-06 3.6171906378893777e-05
89 2178.0 -0.00651135 -0.0100412 -0.00313344 5.04816604386358e-06 3.178714758332406e-06 1.0234363658699212e-05 -0.0101269 -0.0176086 -0.00515668 1.892227138141783e-05 1.0079093594328593e-05 4.4116745302869946e-05
90 2180.0 -0.00642741 -0.010723775000000001 -0.0034750825 4.424226633334108e-06 2.9306056092182464e-06 8.94639411912315e-06 -0.0100441 -0.016430025 -0.0050985525 2.1596976306484816e-05 1.1990917783698017e-05 3.422628835656102e-05
91 2182.0 -0.007063804999999999 -0.01079005 -0.00382796 6.890577703885914e-06 3.0770401129209473e-06 1.0789178211056785e-05 -0.010092549999999999 -0.016495425 -0.0054040975 2.10044906806419e-05 1.3710972419265467e-05 3.881406523211386e-05
92 2184.0 -0.00718535 -0.0109513 -0.00386264 6.684956538689059e-06 4.232678336829967e-06 1.1686648529650185e-05 -0.0101269 -0.0168814 -0.0075506 1.9572818302484233e-05 1.2197511196005235e-05 4.273204640449852e-05
93 2186.0 -0.006812685 -0.011313024999999999 -0.003891155 4.749545384781873e-06 3.244957484317866e-06 1.0329010114632243e-05 -0.0100441 -0.0170998 -0.005587252500000001 1.9518644880122174e-05 1.0269647954081641e-05 4.2111915328675665e-05
94 2188.0 -0.007063804999999999 -0.0113587 -0.0045036500000000005 9.844667939345085e-06 3.2825427666255786e-06 1.4958583599176991e-05 -0.010092549999999999 -0.0170998 -0.00699108 2.1438832764627974e-05 1.3331758816552062e-05 4.827387821946497e-05
95 2190.0 -0.00930499 -0.0122083 -0.00602964 7.205430343163311e-06 5.587747445210569e-06 1.3217256994842197e-05 -0.0101269 -0.0176086 -0.00852514 3.109943873299458e-05 1.0645699969951225e-05 4.518259489694148e-05
96 2192.0 -0.00901223 -0.0116419 -0.006270495 7.857587071997414e-06 4.248947682009902e-06 1.3200195170449256e-05 -0.0102845 -0.017245 -0.00881727 3.279799469491786e-05 1.103510538856353e-05 4.171159100250832e-05
97 2194.0 -0.008264005 -0.0113587 -0.0046129475 8.445927937860894e-06 5.317983335109064e-06 1.1710867532463091e-05 -0.01143885 -0.019758025 -0.008884165 2.895360925879749e-05 8.963636663567227e-06 5.126023006313967e-05
98 2196.0 -0.00901223 -0.0116419 -0.006270495 5.85150504842273e-06 3.3907961302668644e-06 1.118232959824019e-05 -0.00957952 -0.017245 -0.00860431 3.228248646969767e-05 1.0566751818869835e-05 5.886554435478669e-05
99 2198.0 -0.00901223 -0.0116419 -0.005663335 6.948367690611746e-06 3.995403540961108e-06 1.0280800632731814e-05 -0.00957952 -0.017245 -0.00860431 3.051732094740296e-05 1.142872596854206e-05 5.633589169330566e-05
100 2200.0 -0.00913767 -0.011925100000000001 -0.00656265 6.4236485251373595e-06 3.9899940738682654e-06 1.1573265528393617e-05 -0.00993201 -0.0174268 -0.008750375000000001 3.217993920329626e-05 1.2915201269580725e-05 5.08688991075032e-05
101 2202.0 -0.00811721 -0.0122083 -0.00651135 6.386164623398688e-06 3.689708030983759e-06 1.2658800012103579e-05 -0.0125932 -0.024953 -0.00895106 2.8519857793925062e-05 1.4251818691069766e-05 5.259873178188191e-05
102 2204.0 -0.009659265 -0.0129319 -0.0067729775 8.023713441615147e-06 3.7364080382995677e-06 1.4772955511282075e-05 -0.0125612 -0.024760375 -0.0087994125 2.8626669525870156e-05 1.801058851871887e-05 5.1460303904138615e-05
103 2206.0 -0.0104928 -0.0126907 -0.007063804999999999 6.1721246370726425e-06 2.8938125071876973e-06 1.9269579031017776e-05 -0.0153375 -0.024425000000000002 -0.010431039999999999 2.689299393323133e-05 2.040276498946306e-05 4.663484948796178e-05
104 2208.0 -0.0107469 -0.0122083 -0.00901223 7.5399733905601955e-06 4.162938610979619e-06 1.883271610221098e-05 -0.0168814 -0.0271443 -0.00868348 2.4745575790349296e-05 2.0349205449125256e-05 3.930430640785754e-05
105 2210.0 -0.0107469 -0.0122083 -0.00718535 6.15646868589059e-06 3.83055576027385e-06 8.490360254979602e-06 -0.0168814 -0.0271443 -0.00868348 2.7928466705527913e-05 2.41583582822863e-05 4.0968702232266726e-05
106 2212.0 -0.0104928 -0.0118554 -0.00684835 4.624720389099569e-06 2.2790901864092665e-06 7.972037313195662e-06 -0.0168814 -0.02237645 -0.010431039999999999 2.8521400602837578e-05 1.6220650240485798e-05 3.779502702223404e-05
