	time	range_hot	range_cold
0	2000	77	67
1	2002	77	66
2	2004	78	66
3	2006	78	66
4	2008	78	65
5	2010	78	65
6	2012	78	65
7	2014	79	65
8	2016	79	65
9	2018	79	65
10	2020	79	65
11	2022	79	65
12	2024	79	64
13	2026	79	64
14	2028	80	64
15	2030	80	64
16	2032	80	64
17	2034	80	64
18	2036	80	64
19	2038	81	64
20	2040	81	64
21	2042	81	63
22	2044	82	63
23	2046	82	63
24	2048	82	63
25	2050	82	63
26	2052	82	63
27	2054	82	63
28	2056	82	63
29	2058	82	63
30	2060	82	62
31	2062	83	62
32	2064	83	62
33	2066	83	62
34	2068	83	62
35	2070	83	62
36	2072	83	62
37	2074	83	62
38	2076	84	62
39	2078	84	62
40	2080	84	61
41	2082	84	61
42	2084	85	61
43	2086	85	61
44	2088	86	61
45	2090	86	61
46	2092	87	60
47	2094	87	60
48	2096	87	60
49	2098	88	60
50	2100	88	60
51	2102	89	60
52	2104	89	60
53	2106	89	60
54	2108	90	60
55	2110	90	60
56	2112	91	59
57	2114	91	59
58	2116	91	58
59	2118	92	58
60	2120	92	58
61	2122	92	58
62	2124	92	58
63	2126	93	57
64	2128	93	57
65	2130	93	57
66	2132	93	57
67	2134	93	57
68	2136	94	57
69	2138	94	57
70	2140	94	56
71	2142	95	55
72	2144	95	55
73	2146	95	55
74	2148	96	55
75	2150	96	55
76	2152	97	55
77	2154	97	55
78	2156	98	55
79	2158	98	54
80	2160	99	54
81	2162	99	54
82	2164	100	54
83	2166	101	53
84	2168	102	53
85	2170	103	53
86	2172	104	52
87	2174	106	52
88	2176	107	51
89	2178	110	51
90	2180	115	49
91	2182	98	55
92	2184	98	55
93	2186	98	54
94	2188	98	54
95	2190	98	54
96	2192	98	54
97	2194	99	54
98	2196	99	54
99	2198	99	53
100	2200	100	53
101	2202	100	53
102	2204	100	53
103	2206	100	53
104	2208	101	53
105	2210	101	52
106	2212	101	53
107	2214	101	52
108	2216	102	52
109	2218	102	51
110	2220	103	51
111	2222	104	51
112	2224	106	50
113	2226	108	50
114	2228	110	49
115	2230	119	47
