	time	range_hot	range_cold
0	2000	77	67
1	2002	77	67
2	2004	77	67
3	2006	78	66
4	2008	78	66
5	2010	78	66
6	2012	78	66
7	2014	78	66
8	2016	78	66
9	2018	78	66
10	2020	78	66
11	2022	79	66
12	2024	79	65
13	2026	79	65
14	2028	79	65
15	2030	79	65
16	2032	79	65
17	2034	79	65
18	2036	80	65
19	2038	80	65
20	2040	80	65
21	2042	80	65
22	2044	80	65
23	2046	80	65
24	2048	80	65
25	2050	80	65
26	2052	80	65
27	2054	80	65
28	2056	80	64
29	2058	80	64
30	2060	81	64
31	2062	81	64
32	2064	81	64
33	2066	81	64
34	2068	81	64
35	2070	81	64
36	2072	81	64
37	2074	81	64
38	2076	81	64
39	2078	81	63
40	2080	81	63
41	2082	81	63
42	2084	81	63
43	2086	82	63
44	2088	82	63
45	2090	82	63
46	2092	82	63
47	2094	82	63
48	2096	82	63
49	2098	82	62
50	2100	83	62
51	2102	83	62
52	2104	83	62
53	2106	83	62
54	2108	83	62
55	2110	83	62
56	2112	83	62
57	2114	83	62
58	2116	83	62
59	2118	83	62
60	2120	83	61
61	2122	83	61
62	2124	84	61
63	2126	84	61
64	2128	84	61
65	2130	84	61
66	2132	84	61
67	2134	84	61
68	2136	84	61
69	2138	84	61
70	2140	84	61
71	2142	84	61
72	2144	84	61
73	2146	85	61
74	2148	86	61
75	2150	87	61
76	2152	87	61
77	2154	87	61
78	2156	87	60
79	2158	87	60
80	2160	87	60
81	2162	87	60
82	2164	87	60
83	2166	87	60
84	2168	87	60
85	2170	87	60
86	2172	87	60
87	2174	87	60
88	2176	87	60
89	2178	88	60
90	2180	88	60
91	2182	88	60
92	2184	88	60
93	2186	88	59
94	2188	88	59
95	2190	88	59
96	2192	88	59
97	2194	88	59
98	2196	88	59
99	2198	88	59
100	2200	88	59
101	2202	88	58
102	2204	88	58
103	2206	88	58
104	2208	88	58
105	2210	88	58
106	2212	89	58
107	2214	89	58
108	2216	89	58
109	2218	89	58
110	2220	89	58
111	2222	89	58
112	2224	89	57
113	2226	89	57
114	2228	89	57
115	2230	89	57
116	2232	89	57
117	2234	89	57
118	2236	90	57
119	2238	90	57
120	2240	90	57
121	2242	90	56
122	2244	90	56
123	2246	90	56
124	2248	90	56
125	2250	90	56
126	2252	90	56
127	2254	90	56
128	2256	90	56
129	2258	91	56
130	2260	91	56
131	2262	91	56
132	2264	91	55
133	2266	91	55
134	2268	91	55
135	2270	91	55
136	2272	91	55
137	2274	91	55
138	2276	92	55
139	2278	91	55
140	2280	92	55
141	2282	92	55
142	2284	91	55
143	2286	91	55
144	2288	92	55
145	2290	91	55
146	2292	91	55
147	2294	92	55
148	2296	92	55
149	2298	92	54
150	2300	92	54
151	2302	92	54
152	2304	92	54
153	2306	92	54
154	2308	92	54
155	2310	92	54
156	2312	92	54
157	2314	92	54
158	2316	92	53
159	2318	92	53
160	2320	92	53
161	2322	92	53
162	2324	92	53
163	2326	92	53
164	2328	92	53
165	2330	92	53
166	2332	92	53
167	2334	92	53
168	2336	92	53
169	2338	92	53
170	2340	92	53
171	2342	92	53
172	2344	92	53
173	2346	93	53
174	2348	93	53
175	2350	93	53
176	2352	93	53
177	2354	93	53
178	2356	93	53
179	2358	93	52
180	2360	93	50
181	2362	93	50
182	2364	93	50
183	2366	93	50
184	2368	93	50
185	2370	93	50
186	2372	93	50
187	2374	93	50
188	2376	93	50
189	2378	93	50
190	2380	93	50
191	2382	94	50
192	2384	94	50
193	2386	94	50
194	2388	94	50
195	2390	94	50
196	2392	94	50
197	2394	94	50
198	2396	94	50
199	2398	94	50
200	2400	94	50
201	2402	94	50
202	2404	94	50
203	2406	94	50
204	2408	94	50
205	2410	94	50
206	2412	94	50
207	2414	94	50
208	2416	94	50
209	2418	94	50
210	2420	94	50
211	2422	94	50
212	2424	94	50
213	2426	94	50
214	2428	94	50
215	2430	94	50
216	2432	94	50
217	2434	95	50
218	2436	95	50
219	2438	95	50
220	2440	95	50
221	2442	95	50
222	2444	95	50
223	2446	95	50
224	2448	95	50
225	2450	95	50
226	2452	95	50
227	2454	95	50
228	2456	95	50
229	2458	95	50
230	2460	95	50
231	2462	95	50
232	2464	95	50
233	2466	95	50
234	2468	95	50
235	2470	95	50
236	2472	95	50
237	2474	95	50
238	2476	95	50
239	2478	95	50
240	2480	95	50
241	2482	95	50
242	2484	95	50
243	2486	95	50
244	2488	95	50
245	2490	95	50
246	2492	95	50
247	2494	96	50
248	2496	96	50
249	2498	96	50
250	2500	96	50
251	2502	96	50
252	2504	96	50
