	time	range_hot	range_cold
0	2000	77	67
1	2002	77	67
2	2004	77	67
3	2006	78	66
4	2008	78	66
5	2010	78	66
6	2012	78	65
7	2014	78	65
8	2016	78	65
9	2018	78	65
10	2020	78	65
11	2022	78	65
12	2024	78	64
13	2026	78	64
14	2028	78	64
15	2030	79	64
16	2032	79	64
17	2034	79	64
18	2036	79	64
19	2038	79	64
20	2040	79	64
21	2042	79	64
22	2044	79	64
23	2046	79	64
24	2048	79	63
25	2050	79	63
26	2052	79	63
27	2054	79	63
28	2056	79	63
29	2058	80	63
30	2060	80	63
31	2062	80	62
32	2064	80	62
33	2066	82	62
34	2068	82	62
35	2070	82	62
36	2072	83	62
37	2074	83	62
38	2076	83	62
39	2078	83	62
40	2080	83	62
41	2082	83	62
42	2084	83	62
43	2086	83	62
44	2088	84	62
45	2090	84	62
46	2092	84	60
47	2094	84	60
48	2096	84	60
49	2098	84	60
50	2100	84	60
51	2102	84	60
52	2104	84	60
53	2106	84	60
54	2108	84	60
55	2110	85	59
56	2112	85	59
57	2114	85	59
58	2116	85	59
59	2118	85	59
60	2120	85	59
61	2122	85	59
62	2124	86	59
63	2126	86	59
64	2128	86	59
65	2130	86	59
66	2132	86	59
67	2134	86	59
68	2136	86	58
69	2138	86	58
70	2140	86	58
71	2142	87	58
72	2144	87	58
73	2146	87	58
74	2148	87	58
75	2150	87	58
76	2152	87	58
77	2154	87	58
78	2156	87	57
79	2158	87	57
80	2160	87	57
81	2162	87	57
82	2164	87	57
83	2166	87	57
84	2168	87	57
85	2170	87	57
86	2172	87	57
87	2174	88	57
88	2176	88	57
89	2178	88	57
90	2180	88	57
91	2182	88	56
92	2184	88	56
93	2186	88	56
94	2188	89	56
95	2190	89	56
96	2192	89	56
97	2194	89	56
98	2196	89	56
99	2198	89	56
100	2200	89	56
101	2202	89	55
102	2204	89	55
103	2206	89	55
104	2208	89	55
105	2210	89	55
106	2212	89	55
107	2214	89	55
108	2216	89	55
109	2218	89	55
110	2220	89	55
111	2222	89	55
112	2224	89	55
113	2226	89	55
114	2228	89	55
115	2230	90	55
116	2232	90	55
117	2234	90	55
118	2236	90	54
119	2238	90	54
120	2240	90	54
121	2242	90	54
122	2244	90	54
123	2246	90	54
124	2248	90	54
125	2250	90	54
126	2252	90	54
127	2254	90	54
128	2256	91	54
129	2258	91	54
130	2260	91	54
131	2262	91	54
132	2264	91	54
133	2266	91	54
134	2268	91	54
135	2270	91	53
136	2272	91	53
137	2274	91	53
138	2276	91	53
139	2278	91	53
140	2280	92	53
141	2282	92	53
142	2284	92	53
143	2286	91	53
144	2288	91	53
145	2290	91	53
146	2292	91	53
147	2294	91	53
148	2296	92	53
149	2298	92	53
150	2300	92	53
151	2302	92	53
152	2304	92	53
153	2306	92	52
154	2308	92	52
155	2310	92	52
156	2312	92	51
157	2314	92	51
158	2316	92	51
159	2318	92	51
160	2320	92	51
161	2322	92	51
162	2324	93	51
163	2326	93	51
164	2328	93	51
165	2330	93	51
166	2332	93	51
167	2334	93	51
168	2336	93	51
169	2338	93	51
170	2340	93	51
171	2342	93	51
172	2344	93	50
173	2346	93	50
174	2348	93	50
175	2350	93	50
176	2352	93	50
177	2354	93	50
178	2356	93	50
179	2358	93	50
180	2360	93	50
181	2362	93	50
182	2364	93	50
183	2366	93	50
184	2368	93	50
185	2370	93	50
186	2372	93	50
187	2374	93	50
188	2376	93	50
189	2378	93	50
190	2380	93	50
191	2382	93	50
192	2384	93	50
193	2386	94	50
194	2388	94	50
195	2390	94	50
196	2392	94	50
197	2394	94	50
198	2396	94	50
199	2398	94	50
200	2400	95	50
201	2402	95	50
202	2404	95	50
203	2406	95	50
204	2408	95	50
205	2410	95	50
206	2412	95	50
207	2414	95	50
208	2416	95	50
209	2418	95	50
210	2420	95	50
211	2422	95	50
212	2424	95	50
213	2426	95	50
214	2428	95	50
215	2430	95	50
216	2432	95	50
217	2434	95	50
218	2436	95	50
219	2438	95	50
220	2440	95	50
221	2442	95	50
222	2444	95	50
223	2446	95	50
224	2448	95	50
225	2450	95	50
226	2452	95	50
227	2454	95	50
228	2456	96	50
229	2458	96	50
230	2460	96	50
231	2462	97	50
232	2464	97	50
233	2466	97	50
234	2468	96	50
235	2470	97	50
236	2472	96	50
237	2474	96	50
238	2476	96	50
239	2478	97	50
240	2480	97	50
241	2482	97	50
242	2484	97	50
243	2486	97	50
244	2488	97	50
245	2490	97	50
246	2492	97	50
247	2494	97	50
248	2496	97	50
249	2498	97	50
250	2500	97	50
251	2502	97	50
252	2504	97	50
