	time	range_hot	range_hot_high	range_hot_low	range_cold	range_cold_high	range_cold_low
108	2216	87.0	87.0	86.0	57.0	57.0	56.0
109	2218	87.0	87.0	86.0	57.0	57.0	56.0
110	2220	87.0	87.25	86.0	57.0	57.0	56.0
111	2222	87.0	87.25	87.0	57.0	57.0	56.0
112	2224	87.0	88.0	87.0	57.0	57.0	56.0
113	2226	87.0	88.0	87.0	56.5	57.0	56.0
114	2228	87.0	88.0	87.0	56.0	57.0	56.0
115	2230	87.0	88.0	87.0	56.0	57.0	56.0
116	2232	87.0	88.0	87.0	56.0	57.0	56.0
117	2234	87.5	88.0	87.0	56.0	57.0	55.0
118	2236	88.0	88.0	87.0	56.0	57.0	55.0
119	2238	88.0	88.0	87.0	56.0	57.0	55.0
120	2240	88.0	88.0	87.0	56.0	56.0	55.0
121	2242	88.0	88.0	87.0	56.0	56.0	55.0
122	2244	88.0	88.0	87.0	56.0	56.0	55.0
123	2246	88.0	88.25	87.75	56.0	56.0	55.0
124	2248	88.0	89.0	88.0	56.0	56.0	55.0
125	2250	88.0	89.0	88.0	55.5	56.0	55.0
126	2252	88.0	89.0	88.0	55.0	56.0	55.0
127	2254	88.0	89.0	88.0	55.0	56.0	55.0
128	2256	88.0	89.0	88.0	55.0	56.0	55.0
129	2258	88.0	89.0	88.0	55.0	56.0	54.75
130	2260	89.0	89.0	88.0	55.0	56.0	54.0
131	2262	89.0	89.0	88.0	55.0	56.0	54.0
132	2264	89.0	89.0	88.0	55.0	55.0	54.0
133	2266	89.0	89.0	88.0	55.0	55.0	54.0
134	2268	89.0	89.0	88.0	55.0	55.0	54.0
135	2270	89.0	89.0	88.0	55.0	55.0	54.0
136	2272	89.0	89.0	88.0	55.0	55.0	54.0
137	2274	89.0	89.0	88.0	55.0	55.0	54.0
138	2276	89.0	89.0	88.75	54.0	55.0	54.0
139	2278	89.0	89.0	88.75	54.0	55.0	54.0
140	2280	89.0	90.0	89.0	54.0	55.0	54.0
141	2282	89.0	90.0	89.0	54.0	55.0	54.0
142	2284	89.0	90.0	89.0	54.0	55.0	54.0
143	2286	89.0	90.0	89.0	54.0	55.0	53.0
144	2288	89.0	90.0	89.0	54.0	55.0	53.0
145	2290	89.0	90.0	89.0	54.0	55.0	53.0
146	2292	90.0	90.0	89.0	54.0	54.0	53.0
147	2294	90.0	90.0	89.0	54.0	54.0	53.0
148	2296	90.0	90.0	89.0	54.0	54.0	53.0
149	2298	90.0	90.0	89.0	54.0	54.0	53.0
150	2300	90.0	90.0	89.0	54.0	54.0	53.0
151	2302	90.0	90.0	89.0	53.0	54.0	53.0
152	2304	90.0	90.25	89.0	53.0	54.0	53.0
153	2306	90.0	91.0	89.75	53.0	54.0	53.0
154	2308	90.0	91.0	90.0	53.0	54.0	53.0
155	2310	90.0	91.0	90.0	53.0	54.0	53.0
156	2312	90.0	91.0	90.0	53.0	54.0	52.0
157	2314	90.0	91.0	90.0	53.0	54.0	52.0
158	2316	90.0	91.0	90.0	53.0	54.0	52.0
159	2318	90.0	91.0	90.0	53.0	54.0	52.0
160	2320	90.0	91.0	90.0	53.0	53.25	52.0
161	2322	91.0	91.0	90.0	53.0	53.0	52.0
162	2324	91.0	91.0	90.0	53.0	53.0	52.0
163	2326	91.0	91.0	90.0	53.0	53.0	52.0
164	2328	91.0	91.0	90.0	53.0	53.0	52.0
165	2330	91.0	91.0	90.0	52.5	53.0	52.0
166	2332	91.0	91.0	90.0	52.0	53.0	52.0
167	2334	91.0	91.0	90.0	52.0	53.0	52.0
168	2336	91.0	91.0	90.0	52.0	53.0	52.0
169	2338	91.0	91.25	90.0	52.0	53.0	52.0
170	2340	91.0	92.0	90.0	52.0	53.0	52.0
171	2342	91.0	92.0	90.75	52.0	53.0	51.0
172	2344	91.0	92.0	91.0	52.0	53.0	51.0
173	2346	91.0	92.0	91.0	52.0	53.0	51.0
174	2348	91.0	92.0	91.0	52.0	53.0	51.0
175	2350	91.0	92.0	91.0	52.0	52.0	51.0
176	2352	91.0	92.0	91.0	52.0	52.0	51.0
177	2354	91.0	92.0	91.0	52.0	52.0	51.0
178	2356	92.0	92.0	91.0	52.0	52.0	51.0
179	2358	92.0	92.0	91.0	52.0	52.0	51.0
180	2360	92.0	92.0	91.0	51.5	52.0	51.0
181	2362	92.0	92.0	91.0	51.0	52.0	51.0
182	2364	92.0	92.25	91.0	51.0	52.0	51.0
183	2366	92.0	93.0	91.0	51.0	52.0	51.0
184	2368	92.0	93.0	91.0	51.0	52.0	51.0
185	2370	92.0	92.25	91.0	51.0	52.0	51.0
186	2372	92.0	93.0	91.0	51.0	52.0	50.0
187	2374	92.0	93.0	91.75	51.0	52.0	50.0
188	2376	92.0	93.0	92.0	51.0	52.0	50.0
189	2378	92.0	93.0	92.0	51.0	51.0	50.0
190	2380	92.0	93.0	92.0	51.0	51.0	50.0
191	2382	92.0	93.0	92.0	51.0	51.0	50.0
192	2384	92.0	93.0	92.0	51.0	51.0	50.0
193	2386	92.0	93.0	92.0	51.0	51.0	50.0
194	2388	92.0	93.0	92.0	51.0	51.0	50.0
195	2390	92.0	93.0	92.0	50.5	51.0	50.0
196	2392	93.0	93.0	92.0	50.5	51.0	50.0
197	2394	93.0	93.0	92.0	50.0	51.0	50.0
198	2396	93.0	93.0	92.0	50.0	51.0	50.0
199	2398	93.0	93.0	92.0	50.0	51.0	50.0
200	2400	93.0	93.0	92.0	50.0	51.0	50.0
201	2402	93.0	93.0	92.0	50.0	51.0	50.0
202	2404	93.0	93.0	92.0	50.0	51.0	50.0
203	2406	93.0	93.0	92.0	50.0	51.0	50.0
204	2408	93.0	93.25	93.0	50.0	51.0	50.0
205	2410	93.0	94.0	93.0	50.0	50.25	50.0
206	2412	93.0	94.0	93.0	50.0	50.0	50.0
207	2414	93.0	94.0	93.0	50.0	50.0	50.0
208	2416	93.0	94.0	93.0	50.0	50.0	50.0
209	2418	93.0	94.0	93.0	50.0	50.0	50.0
210	2420	93.0	94.0	93.0	50.0	50.0	50.0
211	2422	93.0	94.0	93.0	50.0	50.0	50.0
212	2424	93.0	94.0	93.0	50.0	50.0	50.0
213	2426	93.0	94.0	93.0	50.0	50.0	50.0
214	2428	94.0	94.0	93.0	50.0	50.0	50.0
215	2430	94.0	94.0	93.0	50.0	50.0	50.0
216	2432	94.0	94.0	93.0	50.0	50.0	50.0
217	2434	94.0	94.0	93.0	50.0	50.0	50.0
218	2436	94.0	94.0	93.0	50.0	50.0	50.0
219	2438	94.0	94.0	93.0	50.0	50.0	50.0
220	2440	94.0	94.0	93.0	50.0	50.0	50.0
221	2442	94.0	94.0	93.0	50.0	50.0	50.0
222	2444	94.0	94.0	93.0	50.0	50.0	50.0
223	2446	94.0	94.0	93.0	50.0	50.0	50.0
224	2448	94.0	94.0	93.0	50.0	50.0	50.0
225	2450	94.0	94.25	93.0	50.0	50.0	50.0
226	2452	94.0	95.0	94.0	50.0	50.0	50.0
227	2454	94.0	95.0	94.0	50.0	50.0	50.0
228	2456	94.0	95.0	94.0	50.0	50.0	50.0
229	2458	94.0	95.0	94.0	50.0	50.0	50.0
230	2460	94.0	95.0	94.0	50.0	50.0	50.0
231	2462	94.0	95.0	94.0	50.0	50.0	50.0
232	2464	94.0	95.0	94.0	50.0	50.0	50.0
233	2466	94.0	95.0	94.0	50.0	50.0	50.0
234	2468	94.0	95.0	94.0	50.0	50.0	50.0
235	2470	94.0	95.0	94.0	50.0	50.0	50.0
236	2472	94.0	95.0	94.0	50.0	50.0	50.0
237	2474	95.0	95.0	94.0	50.0	50.0	50.0
238	2476	95.0	95.0	94.0	50.0	50.0	50.0
239	2478	95.0	95.0	94.0	50.0	50.0	50.0
240	2480	95.0	95.0	94.0	50.0	50.0	50.0
241	2482	95.0	95.0	94.0	50.0	50.0	50.0
242	2484	95.0	95.0	94.0	50.0	50.0	50.0
243	2486	95.0	95.0	94.0	50.0	50.0	50.0
244	2488	95.0	95.0	94.0	50.0	50.0	50.0
245	2490	95.0	95.0	94.0	50.0	50.0	50.0
246	2492	95.0	95.0	94.0	50.0	50.0	50.0
247	2494	95.0	96.0	94.75	50.0	50.0	50.0
248	2496	95.0	96.0	94.0	50.0	50.0	50.0
249	2498	95.0	96.0	94.0	50.0	50.0	50.0
250	2500	95.0	96.0	95.0	50.0	50.0	50.0
251	2502	95.0	96.0	95.0	50.0	50.0	50.0
252	2504	95.0	96.0	95.0	50.0	50.0	50.0
253	2506	95.0	96.0	95.0	50.0	50.0	50.0
254	2508	95.0	96.0	95.0	50.0	50.0	50.0
255	2510	95.0	96.0	95.0	50.0	50.0	50.0
256	2512	95.0	96.0	95.0	50.0	50.0	50.0
257	2514	95.0	96.0	95.0	50.0	50.0	50.0
258	2516	95.0	96.0	95.0	50.0	50.0	50.0
259	2518	95.0	96.0	95.0	50.0	50.0	50.0
260	2520	95.0	96.0	95.0	50.0	50.0	50.0
261	2522	95.0	96.0	95.0	50.0	50.0	50.0
262	2524	95.0	96.0	95.0	50.0	50.0	50.0
263	2526	96.0	96.0	95.0	50.0	50.0	50.0
264	2528	96.0	96.0	95.0	50.0	50.0	50.0
265	2530	96.0	96.0	95.0	50.0	50.0	50.0
266	2532	96.0	96.0	95.0	50.0	50.0	50.0
267	2534	96.0	96.0	95.0	50.0	50.0	50.0
268	2536	96.0	96.0	95.0	50.0	50.0	50.0
269	2538	96.0	97.0	95.0	50.0	50.0	50.0
270	2540	96.0	97.0	95.0	50.0	50.0	50.0
271	2542	96.0	97.0	95.0	50.0	50.0	50.0
272	2544	96.0	97.0	95.0	50.0	50.0	50.0
273	2546	96.0	97.0	95.0	50.0	50.0	50.0
274	2548	96.0	97.0	95.0	50.0	50.0	50.0
275	2550	96.0	97.0	96.0	50.0	50.0	50.0
276	2552	96.0	97.0	96.0	50.0	50.0	50.0
277	2554	96.0	97.0	96.0	50.0	50.0	50.0
278	2556	96.0	97.0	96.0	50.0	50.0	50.0
279	2558	96.0	97.0	96.0	50.0	50.0	50.0
280	2560	96.0	97.0	96.0	50.0	50.0	50.0
281	2562	96.0	97.0	96.0	50.0	50.0	50.0
282	2564	96.0	97.0	96.0	50.0	50.0	50.0
283	2566	96.0	97.0	96.0	50.0	50.0	50.0
284	2568	96.0	97.0	96.0	50.0	50.0	50.0
285	2570	96.0	97.0	96.0	50.0	50.0	50.0
286	2572	96.0	97.0	96.0	50.0	50.0	50.0
287	2574	96.0	97.0	96.0	50.0	50.0	50.0
288	2576	96.0	97.0	96.0	50.0	50.0	50.0
289	2578	96.0	97.0	96.0	50.0	50.0	50.0
290	2580	96.0	97.0	96.0	50.0	50.0	50.0
291	2582	96.0	97.0	96.0	50.0	50.0	50.0
292	2584	97.0	97.0	96.0	50.0	50.0	50.0
293	2586	97.0	97.0	96.0	50.0	50.0	50.0
294	2588	97.0	97.0	96.0	50.0	50.0	50.0
295	2590	97.0	97.0	96.0	50.0	50.0	50.0
296	2592	97.0	97.0	96.0	50.0	50.0	50.0
297	2594	97.0	97.0	96.0	50.0	50.0	50.0
298	2596	97.0	97.0	96.0	50.0	50.0	50.0
299	2598	97.0	97.0	96.0	50.0	50.0	50.0
300	2600	97.0	97.0	96.0	50.0	50.0	50.0
301	2602	97.0	97.0	96.0	50.0	50.0	50.0
302	2604	97.0	97.0	96.0	50.0	50.0	50.0
303	2606	97.0	97.0	96.0	50.0	50.0	50.0
304	2608	97.0	97.0	96.0	50.0	50.0	50.0
305	2610	97.0	97.0	96.0	50.0	50.0	50.0
306	2612	97.0	97.0	96.0	50.0	50.0	50.0
307	2614	97.0	97.25	96.0	50.0	50.0	50.0
308	2616	97.0	97.0	96.0	50.0	50.0	50.0
309	2618	97.0	98.0	96.0	50.0	50.0	50.0
310	2620	97.0	98.0	96.0	50.0	50.0	50.0
311	2622	97.0	98.0	96.0	50.0	50.0	50.0
312	2624	97.0	98.0	96.0	50.0	50.0	50.0
313	2626	97.0	98.0	96.0	50.0	50.0	50.0
314	2628	97.0	98.0	97.0	50.0	50.0	50.0
315	2630	97.0	98.0	97.0	50.0	50.0	50.0
316	2632	97.0	98.0	97.0	50.0	50.0	50.0
317	2634	97.0	98.0	97.0	50.0	50.0	50.0
318	2636	97.0	98.0	97.0	50.0	50.0	50.0
319	2638	97.0	98.0	97.0	50.0	50.0	50.0
